action,newObservation,reward,observation,qValue
2,-0.5450323605336715$0.0011693924481791392,-1.0,-0.5462017529818507$0.0,-31.413517
0,-0.544702326949358$0.00033003358431348624,-1.0,-0.5450323605336715$0.0011693924481791392,-31.370026
0,-0.5452141224438178$-0.0005117954944597718,-1.0,-0.544702326949358$0.00033003358431348624,-31.362167
0,-0.5465639164289601$-0.0013497939851422824,-1.0,-0.5452141224438178$-0.0005117954944597718,-31.257559
0,-0.5487416080828641$-0.0021776916539040666,-1.0,-0.5465639164289601$-0.0013497939851422824,-31.081863
2,-0.5497309072536428$-0.000989299170778674,-1.0,-0.5487416080828641$-0.0021776916539040666,-30.978653
0,-0.5515244161352517$-0.001793508881608891,-1.0,-0.5497309072536428$-0.000989299170778674,-31.120155
2,-0.5521087276245403$-0.0005843114892886132,-1.0,-0.5515244161352517$-0.001793508881608891,-31.008364
0,-0.5534794750788636$-0.0013707474543233084,-1.0,-0.5521087276245403$-0.0005843114892886132,-31.174911
2,-0.5536264173071518$-0.00014694222828819082,-1.0,-0.5534794750788636$-0.0013707474543233084,-31.037472
0,-0.5545484566894516$-0.0009220393822998922,-1.0,-0.5536264173071518$-0.00014694222828819082,-31.2445
2,-0.5542387068392015$0.00030974985025009733,-1.0,-0.5545484566894516$-0.0009220393822998922,-31.082554
0,-0.5546994809734515$-0.0004607741342499776,-1.0,-0.5542387068392015$0.00030974985025009733,-31.32684
0,-0.5559273380957388$-0.0012278571222873592,-1.0,-0.5546994809734515$-0.0004607741342499776,-31.173054
2,-0.5559131109326729$1.422716306585998e-05,-1.0,-0.5559273380957388$-0.0012278571222873592,-31.053093
0,-0.556656905686751$-0.0007437947540780934,-1.0,-0.5559131109326729$1.422716306585998e-05,-31.25295
2,-0.5561531706968529$0.0005037349898981393,-1.0,-0.556656905686751$-0.0007437947540780934,-31.096802
0,-0.5564056656924086$-0.00025249499555564663,-1.0,-0.5561531706968529$0.0005037349898981393,-31.34535
0,-0.5574125060550984$-0.0010068403626898263,-1.0,-0.5564056656924086$-0.00025249499555564663,-31.196404
2,-0.5571661781580675$0.00024632789703097073,-1.0,-0.5574125060550984$-0.0010068403626898263,-31.069813
0,-0.5576685200321827$-0.0005023418741152863,-1.0,-0.5571661781580675$0.00024632789703097073,-31.285425
1,-0.5579157834873806$-0.00024726345519791556,-1.0,-0.5576685200321827$-0.0005023418741152863,-31.144665
0,-0.5589061237962675$-0.0009903403088868752,-1.0,-0.5579157834873806$-0.00024726345519791556,-31.18239
2,-0.5586321538785585$0.0002739699177090264,-1.0,-0.5589061237962675$-0.0009903403088868752,-31.075531
1,-0.5580959170817053$0.0005362367968532575,-1.0,-0.5586321538785585$0.0002739699177090264,-31.3035
0,-0.5583014133274188$-0.00020549624571357308,-1.0,-0.5580959170817053$0.0005362367968532575,-31.332312
0,-0.5592471096892766$-0.0009456963618578274,-1.0,-0.5583014133274188$-0.00020549624571357308,-31.186642
2,-0.558925952901985$0.0003211567872916525,-1.0,-0.5592471096892766$-0.0009456963618578274,-31.07904
0,-0.5593403380037635$-0.0004143851017785208,-1.0,-0.558925952901985$0.0003211567872916525,-31.282406
0,-0.560487174749198$-0.0011468367454345236,-1.0,-0.5593403380037635$-0.0004143851017785208,-31.135855
0,-0.5623579128607198$-0.0018707381115217793,-1.0,-0.560487174749198$-0.0011468367454345236,-31.071499
0,-0.5649386120506548$-0.0025806991899349685,-1.0,-0.5623579128607198$-0.0018707381115217793,-31.031921
0,-0.5682100566578805$-0.0032714446072257663,-1.0,-0.5649386120506548$-0.0025806991899349685,-30.994667
0,-0.5721479145815899$-0.003937857923709397,-1.0,-0.5682100566578805$-0.0032714446072257663,-30.960007
0,-0.5767229399496009$-0.0045750253680110755,-1.0,-0.5721479145815899$-0.003937857923709397,-30.928207
0,-0.5819012186093363$-0.005178278659735459,-1.0,-0.5767229399496009$-0.0045750253680110755,-30.899492
0,-0.5876444550658577$-0.005743236456521373,-1.0,-0.5819012186093363$-0.005178278659735459,-30.874079
