action,newObservation,reward,observation,qValue
0,-0.5923220989558696$-0.0004918299300666883,-1.0,-0.5918302690258029$0.0,-31.241062
0,-0.5933021476550105$-0.0009800486991409355,-1.0,-0.5923220989558696$-0.0004918299300666883,-31.223137
0,-0.5947632226453369$-0.0014610749903262834,-1.0,-0.5933021476550105$-0.0009800486991409355,-31.21122
2,-0.5946946095942459$6.861305109099659e-05,-1.0,-0.5947632226453369$-0.0014610749903262834,-31.236805
0,-0.5950968114277824$-0.00040220183353650396,-1.0,-0.5946946095942459$6.861305109099659e-05,-31.270443
0,-0.5959668803713705$-0.0008700689435880884,-1.0,-0.5950968114277824$-0.00040220183353650396,-31.260601
0,-0.5972984422653748$-0.001331561894004245,-1.0,-0.5959668803713705$-0.0008700689435880884,-31.248356
1,-0.5980817491534439$-0.0007833068880691964,-1.0,-0.5972984422653748$-0.001331561894004245,-31.274014
0,-0.599311070763105$-0.0012293216096611005,-1.0,-0.5980817491534439$-0.0007833068880691964,-31.277805
0,-0.6009774201863883$-0.0016663494232833876,-1.0,-0.599311070763105$-0.0012293216096611005,-31.2709
0,-0.6030686278875685$-0.00209120770118022,-1.0,-0.6009774201863883$-0.0016663494232833876,-31.269657
2,-0.6035694419171692$-0.0005008140296006249,-1.0,-0.6030686278875685$-0.00209120770118022,-31.30739
0,-0.604476213079891$-0.0009067711627217047,-1.0,-0.6035694419171692$-0.0005008140296006249,-31.337769
0,-0.6057823375801497$-0.0013061245002587334,-1.0,-0.604476213079891$-0.0009067711627217047,-31.348175
0,-0.6074783110532282$-0.0016959734730785383,-1.0,-0.6057823375801497$-0.0013061245002587334,-31.34445
0,-0.6095518062951527$-0.0020734952419244924,-1.0,-0.6074783110532282$-0.0016959734730785383,-31.345839
0,-0.6119877740061711$-0.002435967711018368,-1.0,-0.6095518062951527$-0.0020734952419244924,-31.350927
0,-0.6147685656413525$-0.0027807916351814035,-1.0,-0.6119877740061711$-0.002435967711018368,-31.360027
0,-0.6178740772363993$-0.003105511595046809,-1.0,-0.6147685656413525$-0.0027807916351814035,-31.37357
0,-0.6212819128494855$-0.003407835613086246,-1.0,-0.6178740772363993$-0.003105511595046809,-31.391457
0,-0.6249675660345927$-0.003685653185107136,-1.0,-0.6212819128494855$-0.003407835613086246,-31.413559
0,-0.6289046175436597$-0.003937051509066958,-1.0,-0.6249675660345927$-0.003685653185107136,-31.43972
0,-0.6330649472503825$-0.0041603297067228295,-1.0,-0.6289046175436597$-0.003937051509066958,-31.469732
0,-0.6374189581050221$-0.0043540108546396,-1.0,-0.6330649472503825$-0.0041603297067228295,-31.503387
0,-0.6419358097748041$-0.004516851669782047,-1.0,-0.6374189581050221$-0.0043540108546396,-31.523724
0,-0.6465836595059308$-0.004647849731126601,-1.0,-0.6419358097748041$-0.004516851669782047,-31.544422
0,-0.6513299076676077$-0.00474624816167691,-1.0,-0.6465836595059308$-0.004647849731126601,-31.548515
0,-0.6561414454112413$-0.004811537743633622,-1.0,-0.6513299076676077$-0.00474624816167691,-31.519346
0,-0.66098490190269$-0.004843456491448705,-1.0,-0.6561414454112413$-0.004811537743633622,-31.463139
2,-0.6638268886636086$-0.002841986760918646,-1.0,-0.66098490190269$-0.004843456491448705,-31.394814
2,-0.6646479123743252$-0.0008210237107166181,-1.0,-0.6638268886636086$-0.002841986760918646,-31.335106
2,-0.6634423553495394$0.0012055570247857987,-1.0,-0.6646479123743252$-0.0008210237107166181,-31.313036
2,-0.6602184684962982$0.003223886853241223,-1.0,-0.6634423553495394$0.0012055570247857987,-31.270271
2,-0.65499838143765$0.005220087058648181,-1.0,-0.6602184684962982$0.003223886853241223,-31.15311
2,-0.6478181229372364$0.007180258500413648,-1.0,-0.65499838143765$0.005220087058648181,-31.07965
2,-0.6387276336446596$0.009090489292576779,-1.0,-0.6478181229372364$0.007180258500413648,-30.84474
2,-0.6277907432335786$0.010936890411080907,-1.0,-0.6387276336446596$0.009090489292576779,-30.526833
0,-0.6170850759713301$0.010705667262248548,-1.0,-0.6277907432335786$0.010936890411080907,-30.664795
0,-0.6066874170869169$0.010397658884413264,-1.0,-0.6170850759713301$0.010705667262248548,-30.594574
2,-0.5946730266081136$0.012014390478803252,-1.0,-0.6066874170869169$0.010397658884413264,-30.148184
2,-0.5811296092194661$0.013543417388647519,-1.0,-0.5946730266081136$0.012014390478803252,-29.948519
2,-0.5661568495632636$0.014972759656202431,-1.0,-0.5811296092194661$0.013543417388647519,-29.873104
1,-0.5508657708041979$0.015291078759065789,-1.0,-0.5661568495632636$0.014972759656202431,-29.990355
2,-0.5343704175728025$0.016495353231395414,-1.0,-0.5508657708041979$0.015291078759065789,-29.943401
2,-0.5167942910862828$0.01757612648651964,-1.0,-0.5343704175728025$0.016495353231395414,-29.958525
2,-0.498269194689314$0.01852509639696882,-1.0,-0.5167942910862828$0.01757612648651964,-29.980148
2,-0.47893388737653847$0.019335307312775548,-1.0,-0.498269194689314$0.01852509639696882,-29.99113
2,-0.4589325652013592$0.02000132217517923,-1.0,-0.47893388737653847$0.019335307312775548,-29.902359
1,-0.4394132031447833$0.01951936205657592,-1.0,-0.4589325652013592$0.02000132217517923,-30.191372
1,-0.42051854204608236$0.018894661098700968,-1.0,-0.4394132031447833$0.01951936205657592,-30.401255
0,-0.4033847195531816$0.017133822492900717,-1.0,-0.42051854204608236$0.018894661098700968,-30.593914
0,-0.3881330849695722$0.015251634583609418,-1.0,-0.4033847195531816$0.017133822492900717,-30.694775
0,-0.37486970645483253$0.013263378514739693,-1.0,-0.3881330849695722$0.015251634583609418,-30.800797
0,-0.36368515084704545$0.011184555607787111,-1.0,-0.37486970645483253$0.013263378514739693,-30.917923
0,-0.3546544685313069$0.009030682315738532,-1.0,-0.36368515084704545$0.011184555607787111,-31.005253
0,-0.3478373130970057$0.006817155434301173,-1.0,-0.3546544685313069$0.009030682315738532,-31.007513
0,-0.3432781287386611$0.004559184358344617,-1.0,-0.3478373130970057$0.006817155434301173,-30.978338
0,-0.3410063464264133$0.002271782312247784,-1.0,-0.3432781287386611$0.004559184358344617,-31.050335
0,-0.3410365416702601$-3.0195243846777194e-05,-1.0,-0.3410063464264133$0.002271782312247784,-31.110601
0,-0.34336852113584077$-0.0023319794655806475,-1.0,-0.3410365416702601$-3.0195243846777194e-05,-31.141739
0,-0.34798732145816913$-0.004618800322328356,-1.0,-0.34336852113584077$-0.0023319794655806475,-30.99864
0,-0.3548631204761016$-0.006875799017932449,-1.0,-0.34798732145816913$-0.004618800322328356,-30.873924
0,-0.36395107797641135$-0.009087957500309767,-1.0,-0.3548631204761016$-0.006875799017932449,-30.691254
