action,newObservation,reward,observation,qValue
0,-0.5903275191142626$-0.0005065945406710793,-1.0,-0.5898209245735916$0.0,-31.217072
0,-0.5913369840407221$-0.001009464926459427,-1.0,-0.5903275191142626$-0.0005065945406710793,-31.198612
0,-0.5928419018529136$-0.0015049178121915828,-1.0,-0.5913369840407221$-0.001009464926459427,-31.186333
0,-0.5948312230985815$-0.0019893212456679066,-1.0,-0.5928419018529136$-0.0015049178121915828,-31.180332
0,-0.5972903578892046$-0.0024591347906230514,-1.0,-0.5948312230985815$-0.0019893212456679066,-31.180647
1,-0.5992012968308918$-0.0019109389416873074,-1.0,-0.5972903578892046$-0.0024591347906230514,-31.225428
0,-0.6015500657747369$-0.002348768943845077,-1.0,-0.5992012968308918$-0.0019109389416873074,-31.236614
0,-0.6043195142048909$-0.0027694484301539765,-1.0,-0.6015500657747369$-0.002348768943845077,-31.243473
0,-0.6074894568563562$-0.0031699426514653034,-1.0,-0.6043195142048909$-0.0027694484301539765,-31.256187
0,-0.6110368403162096$-0.003547383459853346,-1.0,-0.6074894568563562$-0.0031699426514653034,-31.274654
0,-0.61493593308722$-0.0038990927710104654,-1.0,-0.6110368403162096$-0.003547383459853346,-31.29875
0,-0.6191585373066593$-0.004222604219439193,-1.0,-0.61493593308722$-0.0038990927710104654,-31.324142
0,-0.623674220026987$-0.004515682720327744,-1.0,-0.6191585373066593$-0.004222604219439193,-31.353867
0,-0.628450561688472$-0.004776341661484985,-1.0,-0.623674220026987$-0.004515682720327744,-31.388077
0,-0.6334534191577847$-0.005002857469312734,-1.0,-0.628450561688472$-0.004776341661484985,-31.426521
0,-0.6386472004832084$-0.005193781325423699,-1.0,-0.6334534191577847$-0.005002857469312734,-31.454845
1,-0.6429951483384072$-0.00434794785519873,-1.0,-0.6386472004832084$-0.005193781325423699,-31.537275
0,-0.6474666490483791$-0.004471500709971976,-1.0,-0.6429951483384072$-0.00434794785519873,-31.551891
0,-0.6520303745946913$-0.004563725546312075,-1.0,-0.6474666490483791$-0.004471500709971976,-31.549355
0,-0.6566545192964732$-0.004624144701781982,-1.0,-0.6520303745946913$-0.004563725546312075,-31.519035
0,-0.6613070360572305$-0.004652516760757325,-1.0,-0.6566545192964732$-0.004624144701781982,-31.465117
