action,newObservation,reward,observation,qValue
0,-0.4111462505176566$-0.001840499919076111,-1.0,-0.4093057505985805$0.0,-30.94785
0,-0.4148142373679827$-0.0036679868503260785,-1.0,-0.4111462505176566$-0.001840499919076111,-30.776423
1,-0.419283702335509$-0.004469464967526309,-1.0,-0.4148142373679827$-0.0036679868503260785,-30.798708
0,-0.42552282265547653$-0.006239120319967564,-1.0,-0.419283702335509$-0.004469464967526309,-30.571674
0,-0.4334869454184444$-0.00796412276296787,-1.0,-0.42552282265547653$-0.006239120319967564,-30.4573
0,-0.4431187050756372$-0.009631759657192799,-1.0,-0.4334869454184444$-0.00796412276296787,-30.291721
0,-0.45434821801185216$-0.011229512936214955,-1.0,-0.4431187050756372$-0.009631759657192799,-30.118847
0,-0.46709338205124534$-0.012745164039393207,-1.0,-0.45434821801185216$-0.011229512936214955,-30.044737
0,-0.4812603098013745$-0.014166927750129184,-1.0,-0.46709338205124534$-0.012745164039393207,-29.86262
0,-0.49674392293004793$-0.015483613128673388,-1.0,-0.4812603098013745$-0.014166927750129184,-29.69909
0,-0.513428729642687$-0.01668480671263911,-1.0,-0.49674392293004793$-0.015483613128673388,-29.635307
0,-0.5311897998668246$-0.01776107022413753,-1.0,-0.513428729642687$-0.01668480671263911,-29.593838
0,-0.5498939423298239$-0.018704142462999347,-1.0,-0.5311897998668246$-0.01776107022413753,-29.575058
0,-0.5694010755196732$-0.019507133189849278,-1.0,-0.5498939423298239$-0.018704142462999347,-29.561924
0,-0.5895657714119399$-0.02016469589226663,-1.0,-0.5694010755196732$-0.019507133189849278,-29.603298
1,-0.609238937997716$-0.01967316658577614,-1.0,-0.5895657714119399$-0.02016469589226663,-29.877241
0,-0.6292768462652696$-0.0200379082675536,-1.0,-0.609238937997716$-0.01967316658577614,-29.843376
0,-0.6495353796571102$-0.020258533391840625,-1.0,-0.6292768462652696$-0.0200379082675536,-29.765377
0,-0.6698716989703907$-0.020336319313280553,-1.0,-0.6495353796571102$-0.020258533391840625,-29.669773
0,-0.6901458421625335$-0.02027414319214282,-1.0,-0.6698716989703907$-0.020336319313280553,-29.545631
1,-0.7092222087775313$-0.019076366614997786,-1.0,-0.6901458421625335$-0.02027414319214282,-29.358892
0,-0.7279772455274086$-0.018755036749877347,-1.0,-0.7092222087775313$-0.019076366614997786,-29.051937
0,-0.7462936958461904$-0.01831645031878181,-1.0,-0.7279772455274086$-0.018755036749877347,-28.74224
0,-0.7640614370574772$-0.017767741211286762,-1.0,-0.7462936958461904$-0.01831645031878181,-28.461063
0,-0.7811781094410364$-0.017116672383559208,-1.0,-0.7640614370574772$-0.017767741211286762,-28.225967
