action,newObservation,reward,observation,qValue
0,-0.528860569658592$-0.0009677959045380457,-1.0,-0.527892773754054$0.0,-31.342407
0,-0.5307889037465634$-0.0019283340879714906,-1.0,-0.528860569658592$-0.0009677959045380457,-31.326303
0,-0.5336633160551175$-0.002874412308554101,-1.0,-0.5307889037465634$-0.0019283340879714906,-31.27454
0,-0.5374622557789556$-0.0037989397238380857,-1.0,-0.5336633160551175$-0.002874412308554101,-31.06501
0,-0.5421572493745453$-0.004694993595589787,-1.0,-0.5374622557789556$-0.0037989397238380857,-30.914112
0,-0.5477131263140145$-0.005555876939469144,-1.0,-0.5421572493745453$-0.004694993595589787,-30.86405
0,-0.5540883033354269$-0.00637517702141248,-1.0,-0.5477131263140145$-0.005555876939469144,-30.814535
0,-0.5612351276288066$-0.007146824293379663,-1.0,-0.5540883033354269$-0.00637517702141248,-30.765938
2,-0.5671002786564477$-0.00586515102764114,-1.0,-0.5612351276288066$-0.007146824293379663,-30.75834
1,-0.5726400937386563$-0.0055398150822085716,-1.0,-0.5671002786564477$-0.00586515102764114,-30.842413
0,-0.5788134244017197$-0.006173330663063355,-1.0,-0.5726400937386563$-0.0055398150822085716,-30.833
0,-0.5855745363211567$-0.006761111919437066,-1.0,-0.5788134244017197$-0.006173330663063355,-30.807846
0,-0.5928735034566637$-0.007298967135506908,-1.0,-0.5855745363211567$-0.006761111919437066,-30.839266
0,-0.6006566421112856$-0.007783138654621919,-1.0,-0.5928735034566637$-0.007298967135506908,-30.900387
0,-0.6088669806141466$-0.008210338502861014,-1.0,-0.6006566421112856$-0.007783138654621919,-30.96989
1,-0.6164447593086413$-0.007577778694494713,-1.0,-0.6088669806141466$-0.008210338502861014,-31.12008
2,-0.6223351623939334$-0.005890403085292092,-1.0,-0.6164447593086413$-0.007577778694494713,-31.225578
0,-0.6284958240678516$-0.006160661673918312,-1.0,-0.6223351623939334$-0.005890403085292092,-31.31102
0,-0.6348826787451991$-0.00638685467734747,-1.0,-0.6284958240678516$-0.006160661673918312,-31.346539
0,-0.6414503221827546$-0.006567643437555439,-1.0,-0.6348826787451991$-0.00638685467734747,-31.373722
0,-0.6481523787061156$-0.006702056523361121,-1.0,-0.6414503221827546$-0.006567643437555439,-31.391605
0,-0.6549418700447656$-0.006789491338649944,-1.0,-0.6481523787061156$-0.006702056523361121,-31.352346
0,-0.6617715812846514$-0.0068297112398858165,-1.0,-0.6549418700447656$-0.006789491338649944,-31.302734
0,-0.6685944195764387$-0.006822838291787315,-1.0,-0.6617715812846514$-0.0068297112398858165,-31.258377
0,-0.6753637614924923$-0.006769341916053616,-1.0,-0.6685944195764387$-0.006822838291787315,-31.219538
0,-0.6820337852993544$-0.0066700238068620726,-1.0,-0.6753637614924923$-0.006769341916053616,-31.169014
0,-0.6885597848910664$-0.006525999591711912,-1.0,-0.6820337852993544$-0.0066700238068620726,-31.098888
2,-0.6928984626922424$-0.004338677801176003,-1.0,-0.6885597848910664$-0.006525999591711912,-31.019878
2,-0.6950212840231393$-0.0021228213308969604,-1.0,-0.6928984626922424$-0.004338677801176003,-30.932453
2,-0.6949143622301787$0.00010692179296068523,-1.0,-0.6950212840231393$-0.0021228213308969604,-30.876392
2,-0.6925783955651683$0.0023359666650103585,-1.0,-0.6949143622301787$0.00010692179296068523,-30.859482
2,-0.6880286704736666$0.004549725091501737,-1.0,-0.6925783955651683$0.0023359666650103585,-30.934824
2,-0.6812951305491257$0.006733539924540873,-1.0,-0.6880286704736666$0.004549725091501737,-31.048412
2,-0.6724224950434098$0.008872635505715945,-1.0,-0.6812951305491257$0.006733539924540873,-31.096931
2,-0.6614703962946826$0.010952098748727171,-1.0,-0.6724224950434098$0.008872635505715945,-30.766872
2,-0.6485134925917027$0.012956903702980027,-1.0,-0.6614703962946826$0.010952098748727171,-30.414207
2,-0.6336415027696282$0.014871989822074546,-1.0,-0.6485134925917027$0.012956903702980027,-30.059246
2,-0.6169591022203728$0.016682400549255377,-1.0,-0.6336415027696282$0.014871989822074546,-29.704601
2,-0.5985856179866206$0.01837348423375218,-1.0,-0.6169591022203728$0.016682400549255377,-29.352968
1,-0.5796544640426909$0.018931153943929586,-1.0,-0.5985856179866206$0.01837348423375218,-29.336752
2,-0.5593048712152725$0.02034959282741848,-1.0,-0.5796544640426909$0.018931153943929586,-29.045355
2,-0.5376879945062781$0.021616876708994363,-1.0,-0.5593048712152725$0.02034959282741848,-29.061188
2,-0.5149654801166156$0.02272251438966252,-1.0,-0.5376879945062781$0.021616876708994363,-29.097748
2,-0.4913077082042458$0.0236577719123698,-1.0,-0.5149654801166156$0.02272251438966252,-29.172613
2,-0.46689174068396394$0.02441596752028184,-1.0,-0.4913077082042458$0.0236577719123698,-29.281822
2,-0.441899027430722$0.024992713253241924,-1.0,-0.46689174068396394$0.02441596752028184,-29.611492
2,-0.4165129456884558$0.02538608174226621,-1.0,-0.441899027430722$0.024992713253241924,-29.65396
2,-0.39091626385964395$0.025596681828811862,-1.0,-0.4165129456884558$0.02538608174226621,-29.594488
2,-0.3652886301859377$0.02562763367370624,-1.0,-0.39091626385964395$0.025596681828811862,-29.56893
2,-0.33980418797104245$0.025484442214895247,-1.0,-0.3652886301859377$0.02562763367370624,-29.516441
2,-0.3146294118059547$0.02517477616508773,-1.0,-0.33980418797104245$0.025484442214895247,-29.528603
2,-0.28992124463742314$0.0247081671685316,-1.0,-0.3146294118059547$0.02517477616508773,-29.57501
2,-0.26582559525451244$0.024095649382910686,-1.0,-0.28992124463742314$0.0247081671685316,-29.641237
2,-0.242476232203349$0.023349363051163453,-1.0,-0.26582559525451244$0.024095649382910686,-29.670975
2,-0.2199940858052153$0.0224821463981337,-1.0,-0.242476232203349$0.023349363051163453,-29.671463
0,-0.2004869471812078$0.01950713862400749,-1.0,-0.2199940858052153$0.0224821463981337,-29.725555
0,-0.18404108326060967$0.01644586392059813,-1.0,-0.2004869471812078$0.01950713862400749,-29.895878
0,-0.170723751354207$0.013317331906402656,-1.0,-0.18404108326060967$0.01644586392059813,-29.784164
0,-0.1605856256839039$0.010138125670303123,-1.0,-0.170723751354207$0.013317331906402656,-29.640102
0,-0.15366295567623509$0.006922670007668791,-1.0,-0.1605856256839039$0.010138125670303123,-29.462437
0,-0.14997931830318034$0.0036836373730547347,-1.0,-0.15366295567623509$0.006922670007668791,-29.378847
0,-0.14954686615036408$0.0004324521528162534,-1.0,-0.14997931830318034$0.0036836373730547347,-29.464241
0,-0.1523670079050246$-0.0028201417546605176,-1.0,-0.14954686615036408$0.0004324521528162534,-29.579157
0,-0.15843048897348083$-0.006063481068456229,-1.0,-0.1523670079050246$-0.0028201417546605176,-29.52464
0,-0.16771686850399264$-0.009286379530511804,-1.0,-0.15843048897348083$-0.006063481068456229,-29.337152
0,-0.18019341735467412$-0.012476548850681475,-1.0,-0.16771686850399264$-0.009286379530511804,-29.045929
0,-0.1958134917266511$-0.015620074371976982,-1.0,-0.18019341735467412$-0.012476548850681475,-28.772758
