action,newObservation,reward,observation,qValue
0,-0.41835134715651323$-0.0017890486960033909,-1.0,-0.41656229846050985$0.0,-30.825844
0,-0.42191670122254105$-0.003565354066027801,-1.0,-0.41835134715651323$-0.0017890486960033909,-30.677238
2,-0.4252328984502627$-0.003316197227721636,-1.0,-0.42191670122254105$-0.003565354066027801,-30.7555
0,-0.43027617883476615$-0.005043280384503445,-1.0,-0.4252328984502627$-0.003316197227721636,-30.572203
0,-0.43701027095203054$-0.006734092117264389,-1.0,-0.43027617883476615$-0.005043280384503445,-30.47279
0,-0.4453864979189126$-0.008376226966882037,-1.0,-0.43701027095203054$-0.006734092117264389,-30.348831
0,-0.45534394934851125$-0.00995745142959862,-1.0,-0.4453864979189126$-0.008376226966882037,-30.23458
0,-0.4668097421895934$-0.01146579284108218,-1.0,-0.45534394934851125$-0.00995745142959862,-30.177284
0,-0.4796993953958004$-0.012889653206207016,-1.0,-0.4668097421895934$-0.01146579284108218,-30.163685
0,-0.4939173430180456$-0.014217947622245137,-1.0,-0.4796993953958004$-0.012889653206207016,-29.848915
0,-0.5093576073253403$-0.015440264307294718,-1.0,-0.4939173430180456$-0.014217947622245137,-29.775404
0,-0.5259046479046801$-0.016547040579339707,-1.0,-0.5093576073253403$-0.015440264307294718,-29.723164
0,-0.5434343945796515$-0.017529746674971373,-1.0,-0.5259046479046801$-0.016547040579339707,-29.692623
0,-0.5618154618957645$-0.018381067316112963,-1.0,-0.5434343945796515$-0.017529746674971373,-29.683083
0,-0.580910531582618$-0.019095069686853514,-1.0,-0.5618154618957645$-0.018381067316112963,-29.674362
0,-0.6005778777652847$-0.01966734618266676,-1.0,-0.580910531582618$-0.019095069686853514,-29.800714
0,-0.6206729988302032$-0.020095121064918547,-1.0,-0.6005778777652847$-0.01966734618266676,-29.853731
0,-0.6410503108280652$-0.02037731199786199,-1.0,-0.6206729988302032$-0.020095121064918547,-29.778934
0,-0.6615648510579156$-0.020514540229850484,-1.0,-0.6410503108280652$-0.02037731199786199,-29.686296
0,-0.6820739377006404$-0.020509086642724796,-1.0,-0.6615648510579156$-0.020514540229850484,-29.585684
0,-0.7024387323742513$-0.02036479467361087,-1.0,-0.6820739377006404$-0.020509086642724796,-29.292036
0,-0.7225256571808092$-0.02008692480655797,-1.0,-0.7024387323742513$-0.02036479467361087,-28.963984
1,-0.7412076257288847$-0.0186819685480755,-1.0,-0.7225256571808092$-0.02008692480655797,-28.785822
0,-0.7593710088865105$-0.01816338315762593,-1.0,-0.7412076257288847$-0.0186819685480755,-28.497562
0,-0.7769099007583706$-0.01753889187186011,-1.0,-0.7593710088865105$-0.01816338315762593,-28.244352
0,-0.7937266097509046$-0.016816708992533992,-1.0,-0.7769099007583706$-0.01753889187186011,-28.030828
0,-0.8097319398798251$-0.01600533012892048,-1.0,-0.7937266097509046$-0.016816708992533992,-27.846989
0,-0.8248452766041168$-0.015113336724291692,-1.0,-0.8097319398798251$-0.01600533012892048,-27.7019
0,-0.8389944984794274$-0.014149221875310635,-1.0,-0.8248452766041168$-0.015113336724291692,-27.685656
0,-0.852115741009591$-0.013121242530163611,-1.0,-0.8389944984794274$-0.014149221875310635,-27.689798
0,-0.8641530422043187$-0.012037301194727635,-1.0,-0.852115741009591$-0.013121242530163611,-27.713737
0,-0.8750579006581487$-0.010904858453830102,-1.0,-0.8641530422043187$-0.012037301194727635,-27.67796
1,-0.8837887767037811$-0.008730876045632371,-1.0,-0.8750579006581487$-0.010904858453830102,-27.683544
2,-0.8893140869435999$-0.0055253102398188595,-1.0,-0.8837887767037811$-0.008730876045632371,-27.587132
2,-0.8916146243363706$-0.002300537392770648,-1.0,-0.8893140869435999$-0.0055253102398188595,-27.646814
2,-0.8906825717137359$0.0009320526226346956,-1.0,-0.8916146243363706$-0.002300537392770648,-27.746029
2,-0.8865210833735752$0.004161488340160753,-1.0,-0.8906825717137359$0.0009320526226346956,-27.90269
2,-0.8791444551318452$0.007376628241729887,-1.0,-0.8865210833735752$0.004161488340160753,-28.09484
2,-0.8685788746208153$0.010565580511029972,-1.0,-0.8791444551318452$0.007376628241729887,-27.999561
2,-0.854863714422172$0.013715160198643264,-1.0,-0.8685788746208153$0.010565580511029972,-27.570267
2,-0.8380532988953293$0.016810415526842756,-1.0,-0.854863714422172$0.013715160198643264,-27.271732
2,-0.8182190400641959$0.019834258831133423,-1.0,-0.8380532988953293$0.016810415526842756,-27.095192
2,-0.7954517986392757$0.02276724142492017,-1.0,-0.8182190400641959$0.019834258831133423,-26.850143
2,-0.7698642848826245$0.025587513756651224,-1.0,-0.7954517986392757$0.02276724142492017,-26.758068
2,-0.7415932743829732$0.028271010499651267,-1.0,-0.7698642848826245$0.025587513756651224,-26.872162
0,-0.7128013819017169$0.028791892481256243,-1.0,-0.7415932743829732$0.028271010499651267,-27.12999
2,-0.6816654481028783$0.031135933798838576,-1.0,-0.7128013819017169$0.028791892481256243,-27.018595
1,-0.6493879470982635$0.0322775010046148,-1.0,-0.6816654481028783$0.031135933798838576,-27.129936
2,-0.6151892598666137$0.03419868723164986,-1.0,-0.6493879470982635$0.0322775010046148,-26.769508
1,-0.5803122552092471$0.03487700465736659,-1.0,-0.6151892598666137$0.03419868723164986,-26.766655
2,-0.5440119486474493$0.03630030656179778,-1.0,-0.5803122552092471$0.03487700465736659,-26.36162
1,-0.5075586389637008$0.03645330968374849,-1.0,-0.5440119486474493$0.03630030656179778,-26.659292
2,-0.4702255838824357$0.03733305508126513,-1.0,-0.5075586389637008$0.03645330968374849,-26.435415
2,-0.4322911194344783$0.037934464447957394,-1.0,-0.4702255838824357$0.03733305508126513,-25.93339
2,-0.3940329305300141$0.03825818890446421,-1.0,-0.4322911194344783$0.037934464447957394,-25.537172
2,-0.35572220020429$0.038310730325724074,-1.0,-0.3940329305300141$0.03825818890446421,-25.470804
2,-0.3176179892731166$0.03810421093117344,-1.0,-0.35572220020429$0.038310730325724074,-25.680529
