action,newObservation,reward,observation,qValue
0,-0.5949177698465445$-0.00047264375985628425,-1.0,-0.5944451260866882$0.0,-31.269894
0,-0.5958595928334016$-0.000941822986857091,-1.0,-0.5949177698465445$-0.00047264375985628425,-31.255058
2,-0.5952636945660038$0.000595898267397814,-1.0,-0.5958595928334016$-0.000941822986857091,-31.27246
2,-0.5931344405338161$0.002129254032187715,-1.0,-0.5952636945660038$0.000595898267397814,-31.260387
2,-0.5894874432619065$0.0036469972719096492,-1.0,-0.5931344405338161$0.002129254032187715,-31.162647
2,-0.5843494926917946$0.005137950570111937,-1.0,-0.5894874432619065$0.0036469972719096492,-31.063305
2,-0.5777584299158082$0.006591062775986455,-1.0,-0.5843494926917946$0.005137950570111937,-31.006844
2,-0.5697629546037131$0.007995475312095142,-1.0,-0.5777584299158082$0.006591062775986455,-30.967754
2,-0.5604223536848745$0.009340600918838645,-1.0,-0.5697629546037131$0.007995475312095142,-30.839018
2,-0.5498061373214235$0.010616216363450994,-1.0,-0.5604223536848745$0.009340600918838645,-30.725033
2,-0.5379935681812612$0.011812569140162304,-1.0,-0.5498061373214235$0.010616216363450994,-30.638233
2,-0.5250730716494875$0.012920496531773695,-1.0,-0.5379935681812612$0.011812569140162304,-30.598171
2,-0.5111415179333799$0.01393155371610753,-1.0,-0.5250730716494875$0.012920496531773695,-30.59038
2,-0.4963033719032509$0.014838146030129035,-1.0,-0.5111415179333799$0.01393155371610753,-30.555603
2,-0.4806697126959282$0.01563365920732275,-1.0,-0.4963033719032509$0.014838146030129035,-30.515898
0,-0.4663571321638856$0.01431258053204258,-1.0,-0.4806697126959282$0.01563365920732275,-30.33498
0,-0.45347175703575193$0.012885375128133628,-1.0,-0.4663571321638856$0.01431258053204258,-30.464249
0,-0.4421084633299815$0.011363293705770433,-1.0,-0.45347175703575193$0.012885375128133628,-30.705948
0,-0.4323502771914936$0.009758186138487883,-1.0,-0.4421084633299815$0.011363293705770433,-30.845337
0,-0.42426793944446706$0.008082337747026535,-1.0,-0.4323502771914936$0.009758186138487883,-30.930195
0,-0.4179196061538276$0.006348333290639443,-1.0,-0.42426793944446706$0.008082337747026535,-30.994823
0,-0.4133506555690396$0.004568950584788033,-1.0,-0.4179196061538276$0.006348333290639443,-31.032982
0,-0.4105935728210519$0.002757082747987686,-1.0,-0.4133506555690396$0.004568950584788033,-31.050129
0,-0.4096678873002486$0.0009256855208032845,-1.0,-0.4105935728210519$0.002757082747987686,-31.072441
0,-0.41058014327587905$-0.0009122559756304155,-1.0,-0.4096678873002486$0.0009256855208032845,-31.002846
0,-0.4133238914667859$-0.0027437481909068605,-1.0,-0.41058014327587905$-0.0009122559756304155,-30.856789
0,-0.41787969734321123$-0.004555805876425337,-1.0,-0.4133238914667859$-0.0027437481909068605,-30.677525
0,-0.424215170319011$-0.006335472975799766,-1.0,-0.41787969734321123$-0.004555805876425337,-30.578415
0,-0.43228502606806096$-0.008069855749049925,-1.0,-0.424215170319011$-0.006335472975799766,-30.459663
0,-0.4420312013569016$-0.009746175288840645,-1.0,-0.43228502606806096$-0.008069855749049925,-30.292763
2,-0.451383046431477$-0.009351845074575352,-1.0,-0.4420312013569016$-0.009746175288840645,-30.30962
0,-0.4622722825096722$-0.010889236078195237,-1.0,-0.451383046431477$-0.009351845074575352,-30.197794
0,-0.4746188769155959$-0.012346594405923648,-1.0,-0.4622722825096722$-0.010889236078195237,-30.16516
0,-0.48833150006497356$-0.01371262314937763,-1.0,-0.4746188769155959$-0.012346594405923648,-29.893578
0,-0.5033081345784565$-0.014976634513482898,-1.0,-0.48833150006497356$-0.01371262314937763,-29.802216
0,-0.5194368549360497$-0.016128720357593284,-1.0,-0.5033081345784565$-0.014976634513482898,-29.741716
0,-0.5365967888875919$-0.017159933951542087,-1.0,-0.5194368549360497$-0.016128720357593284,-29.702766
1,-0.5536592624425062$-0.01706247355491425,-1.0,-0.5365967888875919$-0.017159933951542087,-29.792112
0,-0.5714965878128437$-0.0178373253703376,-1.0,-0.5536592624425062$-0.01706247355491425,-29.80518
0,-0.5899759145467094$-0.018479326733865632,-1.0,-0.5714965878128437$-0.0178373253703376,-29.836721
0,-0.6089606963139742$-0.018984781767264824,-1.0,-0.5899759145467094$-0.018479326733865632,-29.935802
0,-0.628312238301434$-0.019351541987459767,-1.0,-0.6089606963139742$-0.018984781767264824,-29.952065
0,-0.647891282686422$-0.019579044384988087,-1.0,-0.628312238301434$-0.019351541987459767,-29.86343
0,-0.667559585264123$-0.019668302577700896,-1.0,-0.647891282686422$-0.019579044384988087,-29.76889
0,-0.6871814350260618$-0.01962184976193882,-1.0,-0.667559585264123$-0.019668302577700896,-29.676182
0,-0.7066250704823116$-0.0194436354562498,-1.0,-0.6871814350260618$-0.01962184976193882,-29.374117
0,-0.7257639516038563$-0.01913888112154471,-1.0,-0.7066250704823116$-0.0194436354562498,-29.03976
0,-0.7444778539386923$-0.018713902334835993,-1.0,-0.7257639516038563$-0.01913888112154471,-28.71977
0,-0.7626537609919719$-0.018175907053279608,-1.0,-0.7444778539386923$-0.018713902334835993,-28.428553
0,-0.7801865414883776$-0.017532780496405723,-1.0,-0.7626537609919719$-0.018175907053279608,-28.182472
0,-0.796979408764785$-0.016792867276407338,-1.0,-0.7801865414883776$-0.017532780496405723,-27.972216
0,-0.8129441694681588$-0.01596476070337378,-1.0,-0.796979408764785$-0.016792867276407338,-27.791811
0,-0.8280012773171352$-0.015057107848976388,-1.0,-0.8129441694681588$-0.01596476070337378,-27.676094
0,-0.8420797144967824$-0.014078437179647149,-1.0,-0.8280012773171352$-0.015057107848976388,-27.66276
0,-0.855116728088418$-0.013037013591635543,-1.0,-0.8420797144967824$-0.014078437179647149,-27.669788
1,-0.8660574517880376$-0.010940723699619619,-1.0,-0.855116728088418$-0.013037013591635543,-27.851074
0,-0.8758583125640308$-0.009800860775993205,-1.0,-0.8660574517880376$-0.010940723699619619,-27.728546
0,-0.8844822330612555$-0.008623920497224664,-1.0,-0.8758583125640308$-0.009800860775993205,-27.656025
2,-0.8898981437998251$-0.005415910738569627,-1.0,-0.8844822330612555$-0.008623920497224664,-27.58185
1,-0.8930872870292825$-0.003189143229457399,-1.0,-0.8898981437998251$-0.005415910738569627,-27.732904
2,-0.89303889197474$4.8395054542563296e-05,-1.0,-0.8930872870292825$-0.003189143229457399,-27.681482
2,-0.8897531205540896$0.003285771420650309,-1.0,-0.89303889197474$4.8395054542563296e-05,-27.822742
2,-0.8832410762677377$0.0065120442863518995,-1.0,-0.8897531205540896$0.003285771420650309,-28.00854
2,-0.8735254031872446$0.00971567308049318,-1.0,-0.8832410762677377$0.0065120442863518995,-28.051727
2,-0.8606414459052051$0.012883957282039473,-1.0,-0.8735254031872446$0.00971567308049318,-27.613201
2,-0.8446389104970786$0.01600253540812642,-1.0,-0.8606414459052051$0.012883957282039473,-27.266766
2,-0.8255839321098163$0.019054978387262354,-1.0,-0.8446389104970786$0.01600253540812642,-27.091818
2,-0.8035614162834438$0.022022515826372446,-1.0,-0.8255839321098163$0.019054978387262354,-26.823183
2,-0.7786774796884901$0.024883936594953738,-1.0,-0.8035614162834438$0.022022515826372446,-26.690428
2,-0.7510617748273262$0.02761570486116389,-1.0,-0.7786774796884901$0.024883936594953738,-26.748755
2,-0.7208694478478608$0.030192326979465427,-1.0,-0.7510617748273262$0.02761570486116389,-26.578438
2,-0.6882824564005514$0.03258699144730935,-1.0,-0.7208694478478608$0.030192326979465427,-26.159222
2,-0.6535099739919435$0.03477248240860788,-1.0,-0.6882824564005514$0.03258699144730935,-25.927835
2,-0.6167876365798255$0.036722337412118014,-1.0,-0.6535099739919435$0.03477248240860788,-26.022417
2,-0.5783754514557019$0.0384121851241236,-1.0,-0.6167876365798255$0.036722337412118014,-25.404251
2,-0.5385542877788879$0.039821163676814035,-1.0,-0.5783754514557019$0.0384121851241236,-25.272253
2,-0.49762099538885357$0.040933292390034355,-1.0,-0.5385542877788879$0.039821163676814035,-25.358128
2,-0.45588233918678567$0.04173865620206788,-1.0,-0.49762099538885357$0.040933292390034355,-24.89241
2,-0.4136480701677224$0.04223426901906327,-1.0,-0.45588233918678567$0.04173865620206788,-24.257086
2,-0.3712235589501644$0.04242451121755804,-1.0,-0.4136480701677224$0.04223426901906327,-23.15986
2,-0.3289024745027123$0.04232108444745207,-1.0,-0.3712235589501644$0.04242451121755804,-22.90349
0,-0.2889599889575215$0.03994248554519081,-1.0,-0.3289024745027123$0.04232108444745207,-23.91024
2,-0.2496355237533578$0.03932446520416372,-1.0,-0.2889599889575215$0.03994248554519081,-24.37953
2,-0.211142142936037$0.03849338081732079,-1.0,-0.2496355237533578$0.03932446520416372,-24.341713
2,-0.17366377238473404$0.03747837055130296,-1.0,-0.211142142936037$0.03849338081732079,-24.085554
2,-0.1373537173022985$0.03631005508243553,-1.0,-0.17366377238473404$0.03747837055130296,-23.715076
2,-0.10233440542210977$0.03501931188018874,-1.0,-0.1373537173022985$0.03631005508243553,-23.436304
2,-0.06869820225932842$0.03363620316278135,-1.0,-0.10233440542210977$0.03501931188018874,-23.153412
1,-0.03750909302663018$0.031189109232698242,-1.0,-0.06869820225932842$0.03363620316278135,-23.248661
2,-0.007804172502888049$0.02970492052374213,-1.0,-0.03750909302663018$0.031189109232698242,-23.280453
2,0.020401433172026435$0.028205605674914484,-1.0,-0.007804172502888049$0.02970492052374213,-23.036297
2,0.04711171984327839$0.026710286671251953,-1.0,0.020401433172026435$0.028205605674914484,-22.852152
2,0.07234693451117027$0.02523521466789188,-1.0,0.04711171984327839$0.026710286671251953,-22.66911
0,0.09414080177948717$0.021793867268316894,-1.0,0.07234693451117027$0.02523521466789188,-22.588198
2,0.11453371111328173$0.020392909333794555,-1.0,0.09414080177948717$0.021793867268316894,-23.557384
2,0.13357275138770783$0.019039040274426103,-1.0,0.11453371111328173$0.020392909333794555,-23.49372
0,0.14930983902438705$0.015737087636679234,-1.0,0.13357275138770783$0.019039040274426103,-23.415613
0,0.161793562260169$0.012483723235781952,-1.0,0.14930983902438705$0.015737087636679234,-24.213058
0,0.17106604198182898$0.00927247972165997,-1.0,0.161793562260169$0.012483723235781952,-24.913715
0,0.1771605747165586$0.006094532734729636,-1.0,0.17106604198182898$0.00927247972165997,-25.599789
0,0.18009996479458912$0.0029393900780305044,-1.0,0.1771605747165586$0.006094532734729636,-25.650692
0,0.17989546873186957$-0.00020449606271956368,-1.0,0.18009996479458912$0.0029393900780305044,-25.600977
0,0.17654629799652805$-0.0033491707353415197,-1.0,0.17989546873186957$-0.00020449606271956368,-25.604958
0,0.17003965334772453$-0.006506644648803531,-1.0,0.17654629799652805$-0.0033491707353415197,-25.662657
0,0.1603512926292105$-0.009688360718514042,-1.0,0.17003965334772453$-0.006506644648803531,-25.774282
0,0.14744666248211377$-0.012904630147096724,-1.0,0.1603512926292105$-0.009688360718514042,-25.940254
0,0.13128265109969958$-0.016164011382414183,-1.0,0.14744666248211377$-0.012904630147096724,-25.943884
0,0.11181004154537628$-0.019472609554323294,-1.0,0.13128265109969958$-0.016164011382414183,-25.563404
0,0.08897675996466277$-0.022833281580713512,-1.0,0.11181004154537628$-0.019472609554323294,-25.212002
0,0.06273201552134032$-0.026244744443322452,-1.0,0.08897675996466277$-0.022833281580713512,-24.889788
0,0.03303141275366094$-0.029700602767679378,-1.0,0.06273201552134032$-0.026244744443322452,-24.597874
0,-0.00015692547002318924$-0.03318833822368413,-1.0,0.03303141275366094$-0.029700602767679378,-24.3706
0,-0.03684526341666929$-0.0366883379466461,-1.0,-0.00015692547002318924$-0.03318833822368413,-24.178585
1,-0.07601834420618586$-0.03917308078951656,-1.0,-0.03684526341666929$-0.0366883379466461,-24.048492
0,-0.11862669490053489$-0.042608350694349026,-1.0,-0.07601834420618586$-0.03917308078951656,-23.498468
0,-0.16457839613680736$-0.04595170123627248,-1.0,-0.11862669490053489$-0.042608350694349026,-22.964254
0,-0.21373151945145433$-0.049153123314646975,-1.0,-0.16457839613680736$-0.04595170123627248,-22.501549
0,-0.2658880972685193$-0.052156577817064974,-1.0,-0.21373151945145433$-0.049153123314646975,-22.336174
0,-0.3207906259402624$-0.05490252867174309,-1.0,-0.2658880972685193$-0.052156577817064974,-22.48233
0,-0.3781220929928245$-0.057331467052562084,-1.0,-0.3207906259402624$-0.05490252867174309,-22.451347
0,-0.4375103271392581$-0.05938823414643355,-1.0,-0.3781220929928245$-0.057331467052562084,-22.18637
0,-0.49853707081846355$-0.06102674367920545,-1.0,-0.4375103271392581$-0.05938823414643355,-22.263678
0,-0.5607516002475122$-0.06221452942904869,-1.0,-0.49853707081846355$-0.06102674367920545,-22.37589
0,-0.623688060069961$-0.06293645982244876,-1.0,-0.5607516002475122$-0.06221452942904869,-22.18215
2,-0.6848850796769141$-0.06119701960695317,-1.0,-0.623688060069961$-0.06293645982244876,-21.560915
0,-0.7459191028728985$-0.061034023195984395,-1.0,-0.6848850796769141$-0.06119701960695317,-20.77016
