action,newObservation,reward,observation,qValue
0,-0.4416748730813606$-0.0016200402402293708,-1.0,-0.4400548328411312$0.0,-30.821747
0,-0.44490317560856046$-0.0032283025271998282,-1.0,-0.4416748730813606$-0.0016200402402293708,-30.72469
0,-0.44971622757663826$-0.004813051968077794,-1.0,-0.44490317560856046$-0.0032283025271998282,-30.64343
0,-0.45607887268915726$-0.006362645112518999,-1.0,-0.44971622757663826$-0.004813051968077794,-30.578573
0,-0.463944461207119$-0.007865588517961783,-1.0,-0.45607887268915726$-0.006362645112518999,-30.530579
2,-0.4712550726638782$-0.0073106114567592,-1.0,-0.463944461207119$-0.007865588517961783,-30.628845
0,-0.4799566504666107$-0.008701577802732428,-1.0,-0.4712550726638782$-0.0073106114567592,-30.5932
0,-0.4899846098828561$-0.01002795941624539,-1.0,-0.4799566504666107$-0.008701577802732428,-30.56432
0,-0.5012642484723179$-0.011279638589461741,-1.0,-0.4899846098828561$-0.01002795941624539,-30.273788
0,-0.5137112707053428$-0.012447022233024968,-1.0,-0.5012642484723179$-0.011279638589461741,-30.172031
2,-0.5252324383509592$-0.011521167645616425,-1.0,-0.5137112707053428$-0.012447022233024968,-30.210636
0,-0.5377413535749808$-0.012508915224021496,-1.0,-0.5252324383509592$-0.011521167645616425,-30.292982
0,-0.5511442312841042$-0.013402877709123405,-1.0,-0.5377413535749808$-0.012508915224021496,-30.259254
0,-0.5653407531222636$-0.014196521838159407,-1.0,-0.5511442312841042$-0.013402877709123405,-30.241592
0,-0.5802250277104929$-0.014884274588229253,-1.0,-0.5653407531222636$-0.014196521838159407,-30.202797
0,-0.595686645168932$-0.015461617458439134,-1.0,-0.5802250277104929$-0.014884274588229253,-30.256687
2,-0.6096118081935495$-0.013925163024617498,-1.0,-0.595686645168932$-0.015461617458439134,-30.407608
0,-0.6238990085616577$-0.014287200368108129,-1.0,-0.6096118081935495$-0.013925163024617498,-30.571796
0,-0.6384452575367939$-0.014546248975136204,-1.0,-0.6238990085616577$-0.014287200368108129,-30.574009
0,-0.6531470984490352$-0.014701840912241212,-1.0,-0.6384452575367939$-0.014546248975136204,-30.489624
0,-0.6679016023972505$-0.014754503948215288,-1.0,-0.6531470984490352$-0.014701840912241212,-30.39288
0,-0.6826073244840692$-0.014705722086818755,-1.0,-0.6679016023972505$-0.014754503948215288,-30.300648
0,-0.6971651993196616$-0.014557874835592326,-1.0,-0.6826073244840692$-0.014705722086818755,-30.21965
0,-0.7114793570121539$-0.014314157692492295,-1.0,-0.6971651993196616$-0.014557874835592326,-30.057087
0,-0.7254578443167695$-0.013978487304615575,-1.0,-0.7114793570121539$-0.014314157692492295,-29.820461
0,-0.7390132397844856$-0.013555395467716147,-1.0,-0.7254578443167695$-0.013978487304615575,-29.606035
