action,newObservation,reward,observation,qValue
2,-0.560516259292082$0.001285898503352006,-1.0,-0.5618021577954341$0.0,-31.20507
0,-0.5599540453561549$0.000562213935927104,-1.0,-0.560516259292082$0.001285898503352006,-31.357872
0,-0.5601197071489763$-0.00016566179282137615,-1.0,-0.5599540453561549$0.000562213935927104,-31.31885
0,-0.5610120096232043$-0.0008923024742279566,-1.0,-0.5601197071489763$-0.00016566179282137615,-31.176262
2,-0.5606243016245014$0.0003877079987029005,-1.0,-0.5610120096232043$-0.0008923024742279566,-31.087627
0,-0.560959472854901$-0.00033517123039962244,-1.0,-0.5606243016245014$0.0003877079987029005,-31.278389
0,-0.5620150251622936$-0.0010555523073925805,-1.0,-0.560959472854901$-0.00033517123039962244,-31.135084
0,-0.5637830929934504$-0.0017680678311568067,-1.0,-0.5620150251622936$-0.0010555523073925805,-31.08018
2,-0.564250507912946$-0.00046741491949553655,-1.0,-0.5637830929934504$-0.0017680678311568067,-31.049385
0,-0.5654137900483281$-0.0011632821353821556,-1.0,-0.564250507912946$-0.00046741491949553655,-31.12018
0,-0.5672642814537161$-0.001850491405388,-1.0,-0.5654137900483281$-0.0011632821353821556,-31.08081
0,-0.569788217391767$-0.0025239359380508555,-1.0,-0.5672642814537161$-0.001850491405388,-31.043394
0,-0.5729668400672963$-0.0031786226755292444,-1.0,-0.569788217391767$-0.0025239359380508555,-31.008215
0,-0.5767765543770217$-0.003809714309725453,-1.0,-0.5729668400672963$-0.0031786226755292444,-30.97553
0,-0.5811891249712918$-0.004412570594270168,-1.0,-0.5767765543770217$-0.003809714309725453,-30.94558
0,-0.5861719135684726$-0.00498278859718085,-1.0,-0.5811891249712918$-0.004412570594270168,-30.91859
0,-0.5916881550141905$-0.005516241445717866,-1.0,-0.5861719135684726$-0.00498278859718085,-30.93243
0,-0.5976972700394996$-0.006009115025309126,-1.0,-0.5916881550141905$-0.005516241445717866,-30.972485
0,-0.6041552120586043$-0.006457942019104744,-1.0,-0.5976972700394996$-0.006009115025309126,-31.020382
0,-0.6110148446825159$-0.0068596326239115475,-1.0,-0.6041552120586043$-0.006457942019104744,-31.07577
0,-0.6182263459431241$-0.007211501260608217,-1.0,-0.6110148446825159$-0.0068596326239115475,-31.138239
0,-0.6257376345620974$-0.007511288618973339,-1.0,-0.6182263459431241$-0.007211501260608217,-31.207205
0,-0.633494813003544$-0.007757178441446659,-1.0,-0.6257376345620974$-0.007511288618973339,-31.23725
0,-0.6414426215610186$-0.007947808557474585,-1.0,-0.633494813003544$-0.007757178441446659,-31.255749
0,-0.6495248973869459$-0.008082275825927215,-1.0,-0.6414426215610186$-0.007947808557474585,-31.246435
0,-0.6576850322073131$-0.00816013482036731,-1.0,-0.6495248973869459$-0.008082275825927215,-31.183838
0,-0.6658664224979107$-0.008181390290597584,-1.0,-0.6576850322073131$-0.00816013482036731,-31.127375
0,-0.6740129061397092$-0.008146483641798537,-1.0,-0.6658664224979107$-0.008181390290597584,-31.077374
0,-0.6820691800163357$-0.008056273876626491,-1.0,-0.6740129061397092$-0.008146483641798537,-31.034107
0,-0.6899811936493235$-0.0079120136329879,-1.0,-0.6820691800163357$-0.008056273876626491,-30.997797
