action,newObservation,reward,observation,qValue
0,-0.5864898670640593$-0.0005350525862143068,-1.0,-0.5859548144778449$0.0,-31.193632
0,-0.5875560299528154$-0.0010661628887562115,-1.0,-0.5864898670640593$-0.0005350525862143068,-31.162607
0,-0.5891454512357577$-0.0015894212829422813,-1.0,-0.5875560299528154$-0.0010661628887562115,-31.138447
0,-0.5912464344731104$-0.002100983237352737,-1.0,-0.5891454512357577$-0.0015894212829422813,-31.13211
1,-0.592843535762182$-0.0015971012890714945,-1.0,-0.5912464344731104$-0.002100983237352737,-31.16671
2,-0.5929250284938632$-8.149273168121134e-05,-1.0,-0.592843535762182$-0.0015971012890714945,-31.20818
0,-0.5934903146283469$-0.0005652861344837262,-1.0,-0.5929250284938632$-8.149273168121134e-05,-31.250189
0,-0.5945352466271518$-0.0010449319988049578,-1.0,-0.5934903146283469$-0.0005652861344837262,-31.23353
0,-0.5960521617099152$-0.0015169150827632522,-1.0,-0.5945352466271518$-0.0010449319988049578,-31.222805
0,-0.5980299451653522$-0.0019777834554371224,-1.0,-0.5960521617099152$-0.0015169150827632522,-31.21808
1,-0.5994541222197346$-0.0014241770543823619,-1.0,-0.5980299451653522$-0.0019777834554371224,-31.255194
0,-0.6013142818106254$-0.0018601595908907596,-1.0,-0.5994541222197346$-0.0014241770543823619,-31.263184
0,-0.603596841278056$-0.002282559467430581,-1.0,-0.6013142818106254$-0.0018601595908907596,-31.264303
0,-0.606285158271019$-0.002688316992963056,-1.0,-0.603596841278056$-0.002282559467430581,-31.271118
0,-0.609359667816813$-0.003074509545794048,-1.0,-0.606285158271019$-0.002688316992963056,-31.283587
0,-0.6127980433327188$-0.003438375515905706,-1.0,-0.609359667816813$-0.003074509545794048,-31.301609
0,-0.6165753800937187$-0.0037773367609999125,-1.0,-0.6127980433327188$-0.003438375515905706,-31.322683
1,-0.6196643993998775$-0.003089019306158741,-1.0,-0.6165753800937187$-0.0037773367609999125,-31.396925
2,-0.6210428588954019$-0.0013784594955244158,-1.0,-0.6196643993998775$-0.003089019306158741,-31.44154
2,-0.6207008526170491$0.0003420062783527787,-1.0,-0.6210428588954019$-0.0013784594955244158,-31.424286
1,-0.6196408371669286$0.0010600154501204766,-1.0,-0.6207008526170491$0.0003420062783527787,-31.384241
2,-0.6168704313365309$0.002770405830397773,-1.0,-0.6196408371669286$0.0010600154501204766,-31.267036
2,-0.6124095809634588$0.004460850373072108,-1.0,-0.6168704313365309$0.002770405830397773,-31.155647
2,-0.6062905020578518$0.006119078905606907,-1.0,-0.6124095809634588$0.004460850373072108,-30.967957
2,-0.5985575768535225$0.007732925204329322,-1.0,-0.6062905020578518$0.006119078905606907,-30.794353
2,-0.5892671869503254$0.009290389903197029,-1.0,-0.5985575768535225$0.007732925204329322,-30.576344
2,-0.5784874636114341$0.010779723338891321,-1.0,-0.5892671869503254$0.009290389903197029,-30.433943
2,-0.5662979329693493$0.012189530642084844,-1.0,-0.5784874636114341$0.010779723338891321,-30.321503
2,-0.5527890337397874$0.013508899229561881,-1.0,-0.5662979329693493$0.012189530642084844,-30.232113
2,-0.538061487278891$0.014727546460896386,-1.0,-0.5527890337397874$0.013508899229561881,-30.178392
2,-0.5222255045103025$0.015835982768588584,-1.0,-0.538061487278891$0.014727546460896386,-30.17591
2,-0.5053998212457385$0.01682568326456401,-1.0,-0.5222255045103025$0.015835982768588584,-30.199669
2,-0.48771056233922333$0.01768925890651512,-1.0,-0.5053998212457385$0.01682568326456401,-30.191904
2,-0.4692899453278397$0.018420617011383637,-1.0,-0.48771056233922333$0.01768925890651512,-30.103943
2,-0.4502748448960462$0.019015100431793483,-1.0,-0.4692899453278397$0.018420617011383637,-30.15599
1,-0.4318052497017102$0.018469595194336018,-1.0,-0.4502748448960462$0.019015100431793483,-30.366539
2,-0.4130154374944747$0.018789812207235485,-1.0,-0.4318052497017102$0.018469595194336018,-30.618458
0,-0.3960398705847177$0.016975566909757055,-1.0,-0.4130154374944747$0.018789812207235485,-30.594635
0,-0.38099781594560356$0.01504205463911414,-1.0,-0.3960398705847177$0.016975566909757055,-30.692705
0,-0.3679929430316711$0.013004872913932437,-1.0,-0.38099781594560356$0.01504205463911414,-30.80275
0,-0.3571131865641237$0.010879756467547413,-1.0,-0.3679929430316711$0.013004872913932437,-30.899414
2,-0.3464308019370015$0.010682384627122237,-1.0,-0.3571131865641237$0.010879756467547413,-30.98159
2,-0.3360154932165593$0.01041530872044216,-1.0,-0.3464308019370015$0.010682384627122237,-30.875046
