action,newObservation,reward,observation,qValue
0,-0.5511058220882871$-0.0007999107190084743,-1.0,-0.5503059113692786$0.0,-31.305994
0,-0.5526996640236508$-0.0015938419353637501,-1.0,-0.5511058220882871$-0.0007999107190084743,-31.143147
2,-0.5530755264400026$-0.00037586241635184626,-1.0,-0.5526996640236508$-0.0015938419353637501,-31.022928
0,-0.5542306012443116$-0.0011550748043089609,-1.0,-0.5530755264400026$-0.00037586241635184626,-31.205654
2,-0.5541562605685076$7.434067580386577e-05,-1.0,-0.5542306012443116$-0.0011550748043089609,-31.05153
0,-0.554853059620802$-0.0006967990522943526,-1.0,-0.5541562605685076$7.434067580386577e-05,-31.282072
0,-0.5563157948559517$-0.0014627352351497713,-1.0,-0.554853059620802$-0.0006967990522943526,-31.12582
2,-0.5565335462365185$-0.0002177513805668148,-1.0,-0.5563157948559517$-0.0014627352351497713,-31.041687
0,-0.5575046885397338$-0.0009711423032152853,-1.0,-0.5565335462365185$-0.0002177513805668148,-31.201855
2,-0.5572219747784345$0.0002827137612992708,-1.0,-0.5575046885397338$-0.0009711423032152853,-31.072037
1,-0.5566875144372212$0.0005344603412132485,-1.0,-0.5572219747784345$0.0002827137612992708,-31.322432
0,-0.5569052959154753$-0.00021778147825410603,-1.0,-0.5566875144372212$0.0005344603412132485,-31.345982
0,-0.5578736939458903$-0.0009683980304149755,-1.0,-0.5569052959154753$-0.00021778147825410603,-31.198156
2,-0.557585482832192$0.00028821111369826654,-1.0,-0.5578736939458903$-0.0009683980304149755,-31.073374
0,-0.5580428128363143$-0.00045733000412226973,-1.0,-0.557585482832192$0.00028821111369826654,-31.289364
0,-0.5592422720371288$-0.001199459200814513,-1.0,-0.5580428128363143$-0.00045733000412226973,-31.14045
2,-0.5591749141639256$6.735787320316742e-05,-1.0,-0.5592422720371288$-0.001199459200814513,-31.06535
0,-0.559841241520779$-0.0006663273568533249,-1.0,-0.5591749141639256$6.735787320316742e-05,-31.230783
1,-0.5602362856237938$-0.00039504410301481716,-1.0,-0.559841241520779$-0.0006663273568533249,-31.103407
0,-0.5613571013289249$-0.0011208157051311577,-1.0,-0.5602362856237938$-0.00039504410301481716,-31.130684
0,-0.5631953348094133$-0.0018382334804884128,-1.0,-0.5613571013289249$-0.0011208157051311577,-31.07488
1,-0.5647372920363954$-0.001541957226982177,-1.0,-0.5631953348094133$-0.0018382334804884128,-31.049467
0,-0.5669714930401979$-0.0022342010038024717,-1.0,-0.5647372920363954$-0.001541957226982177,-31.056648
0,-0.5698813158013544$-0.0029098227611564897,-1.0,-0.5669714930401979$-0.0022342010038024717,-31.019733
0,-0.5734451337681729$-0.003563817966818523,-1.0,-0.5698813158013544$-0.0029098227611564897,-30.985226
1,-0.5766364958179375$-0.0031913620497646994,-1.0,-0.5734451337681729$-0.003563817966818523,-30.98517
0,-0.5804317512874899$-0.003795255469552419,-1.0,-0.5766364958179375$-0.0031913620497646994,-30.982437
0,-0.5848028215997747$-0.004371070312284759,-1.0,-0.5804317512874899$-0.003795255469552419,-30.954094
0,-0.5897174364696985$-0.00491461486992382,-1.0,-0.5848028215997747$-0.004371070312284759,-30.945683
0,-0.5951394067982557$-0.005421970328557159,-1.0,-0.5897174364696985$-0.00491461486992382,-30.978062
0,-0.6010289320967338$-0.0058895252984781325,-1.0,-0.5951394067982557$-0.005421970328557159,-31.01825
0,-0.6073429397033414$-0.006314007606607573,-1.0,-0.6010289320967338$-0.0058895252984781325,-31.065948
1,-0.6130354524395538$-0.005692512736212369,-1.0,-0.6073429397033414$-0.006314007606607573,-31.182938
0,-0.6190652093928282$-0.00602975695327439,-1.0,-0.6130354524395538$-0.005692512736212369,-31.218832
0,-0.6253887162674123$-0.006323506874584217,-1.0,-0.6190652093928282$-0.00602975695327439,-31.270151
0,-0.631960608371345$-0.00657189210393267,-1.0,-0.6253887162674123$-0.006323506874584217,-31.314697
0,-0.6387340259571925$-0.006773417585847486,-1.0,-0.631960608371345$-0.00657189210393267,-31.344076
0,-0.6456609973135997$-0.00692697135640718,-1.0,-0.6387340259571925$-0.006773417585847486,-31.361464
2,-0.6506928248325001$-0.005031827518900359,-1.0,-0.6456609973135997$-0.00692697135640718,-31.394032
0,-0.6557943752278075$-0.005101550395307351,-1.0,-0.6506928248325001$-0.005031827518900359,-31.51472
0,-0.6609302448389749$-0.005135869611167397,-1.0,-0.6557943752278075$-0.005101550395307351,-31.455107
2,-0.664065020333001$-0.003134775494026085,-1.0,-0.6609302448389749$-0.005135869611167397,-31.398987
2,-0.6651772027707961$-0.001112182437795049,-1.0,-0.664065020333001$-0.003134775494026085,-31.333002
1,-0.6652591862123199$-8.198344152385469e-05,-1.0,-0.6651772027707961$-0.001112182437795049,-31.452908
0,-0.6653104104459638$-5.122423364390381e-05,-1.0,-0.6652591862123199$-8.198344152385469e-05,-31.559317
2,-0.6633305254764702$0.001979884969493622,-1.0,-0.6653104104459638$-5.122423364390381e-05,-31.299442
2,-0.6593330767258694$0.003997448750600868,-1.0,-0.6633305254764702$0.001979884969493622,-31.2348
2,-0.6533455217340947$0.005987554991774725,-1.0,-0.6593330767258694$0.003997448750600868,-31.118872
0,-0.6474092527546177$0.005936268979476959,-1.0,-0.6533455217340947$0.005987554991774725,-31.457163
0,-0.6415656097157986$0.005843643038819075,-1.0,-0.6474092527546177$0.005936268979476959,-31.405241
2,-0.6338555686388927$0.0077100410769059165,-1.0,-0.6415656097157986$0.005843643038819075,-30.95359
2,-0.6243335982033983$0.009521970435494376,-1.0,-0.6338555686388927$0.0077100410769059165,-30.68518
2,-0.613067564029323$0.011266034174075274,-1.0,-0.6243335982033983$0.009521970435494376,-30.378021
2,-0.6001385418555379$0.012929022173785065,-1.0,-0.613067564029323$0.011266034174075274,-30.06926
2,-0.5856405026041758$0.014498039251362175,-1.0,-0.6001385418555379$0.012929022173785065,-29.783691
2,-0.5696798323576528$0.015960670246522944,-1.0,-0.5856405026041758$0.014498039251362175,-29.671886
2,-0.5523746539628813$0.0173051783947715,-1.0,-0.5696798323576528$0.015960670246522944,-29.626648
2,-0.5338539244443804$0.01852072951850093,-1.0,-0.5523746539628813$0.0173051783947715,-29.62801
2,-0.5142562934422454$0.019597631002134956,-1.0,-0.5338539244443804$0.01852072951850093,-29.638458
2,-0.4937287218830506$0.02052757155919483,-1.0,-0.5142562934422454$0.019597631002134956,-29.683184
1,-0.4734248760271205$0.02030384585593008,-1.0,-0.4937287218830506$0.02052757155919483,-29.817635
0,-0.45449591505297365$0.018928960974146865,-1.0,-0.4734248760271205$0.02030384585593008,-29.983597
2,-0.4350815212229421$0.019414393830031594,-1.0,-0.45449591505297365$0.018928960974146865,-30.356777
0,-0.41732323171968444$0.01775828950325765,-1.0,-0.4350815212229421$0.019414393830031594,-30.44283
0,-0.40134857357021536$0.015974658149469058,-1.0,-0.41732323171968444$0.01775828950325765,-30.675688
0,-0.387270375494307$0.014078198075908394,-1.0,-0.40134857357021536$0.015974658149469058,-30.773397
0,-0.37518637349082784$0.012084002003479158,-1.0,-0.387270375494307$0.014078198075908394,-30.882557
0,-0.36517905142021156$0.010007322070616262,-1.0,-0.37518637349082784$0.012084002003479158,-31.00227
0,-0.35731565162975765$0.007863399790453925,-1.0,-0.36517905142021156$0.010007322070616262,-31.08142
