action,newObservation,reward,observation,qValue
0,-0.4933139896288181$-0.0012360541312908836,-1.0,-0.4920779354975272$0.0,-31.260538
0,-0.49577686730107395$-0.0024628776722558114,-1.0,-0.4933139896288181$-0.0012360541312908836,-31.209337
0,-0.4994481670923344$-0.0036712997912604394,-1.0,-0.49577686730107395$-0.0024628776722558114,-31.172176
1,-0.503300438022735$-0.0038522709304006,-1.0,-0.4994481670923344$-0.0036712997912604394,-31.239584
0,-0.5083048524144611$-0.005004414391726063,-1.0,-0.503300438022735$-0.0038522709304006,-31.162193
0,-0.5144239309895515$-0.006119078575090467,-1.0,-0.5083048524144611$-0.005004414391726063,-31.137472
0,-0.5216118122109593$-0.007187881221407776,-1.0,-0.5144239309895515$-0.006119078575090467,-30.847216
0,-0.5298145955695208$-0.008202783358561476,-1.0,-0.5216118122109593$-0.007187881221407776,-30.700697
0,-0.5389707629800176$-0.00915616741049679,-1.0,-0.5298145955695208$-0.008202783358561476,-30.646477
0,-0.5490116813449668$-0.010040918364949273,-1.0,-0.5389707629800176$-0.00915616741049679,-30.586197
0,-0.5598621874987897$-0.01085050615382289,-1.0,-0.5490116813449668$-0.010040918364949273,-30.53172
0,-0.5714412542321201$-0.011579066733330446,-1.0,-0.5598621874987897$-0.01085050615382289,-30.48411
0,-0.5836627330586932$-0.012221478826573089,-1.0,-0.5714412542321201$-0.011579066733330446,-30.443716
0,-0.5964361660288632$-0.012773432970170025,-1.0,-0.5836627330586932$-0.012221478826573089,-30.517515
1,-0.6086676554644461$-0.01223148943558293,-1.0,-0.5964361660288632$-0.012773432970170025,-30.687166
0,-0.6212680314980231$-0.012600376033576999,-1.0,-0.6086676554644461$-0.01223148943558293,-30.742857
0,-0.634146324775901$-0.012878293277877952,-1.0,-0.6212680314980231$-0.012600376033576999,-30.79456
0,-0.6472106265421879$-0.013064301766286826,-1.0,-0.634146324775901$-0.012878293277877952,-30.71536
2,-0.6583689425224813$-0.011158315980293463,-1.0,-0.6472106265421879$-0.013064301766286826,-30.715488
0,-0.6695437961368544$-0.01117485361437313,-1.0,-0.6583689425224813$-0.011158315980293463,-30.77469
0,-0.680658700409197$-0.011114904272342527,-1.0,-0.6695437961368544$-0.01117485361437313,-30.707844
0,-0.6916387601329704$-0.010980059723773493,-1.0,-0.680658700409197$-0.011114904272342527,-30.650108
0,-0.7024112272094156$-0.0107724670764452,-1.0,-0.6916387601329704$-0.010980059723773493,-30.60111
0,-0.71290600172683$-0.01049477451741441,-1.0,-0.7024112272094156$-0.0107724670764452,-30.590786
0,-0.7230560733853664$-0.010150071658536326,-1.0,-0.71290600172683$-0.01049477451741441,-30.444286
0,-0.7327979000658096$-0.00974182668044318,-1.0,-0.7230560733853664$-0.010150071658536326,-30.305817
1,-0.7410717225688149$-0.008273822503005332,-1.0,-0.7327979000658096$-0.00974182668044318,-30.291027
0,-0.7488277694880442$-0.00775604691922922,-1.0,-0.7410717225688149$-0.008273822503005332,-30.123856
2,-0.754020232655794$-0.005192463167749768,-1.0,-0.7488277694880442$-0.00775604691922922,-29.981117
2,-0.7566189162875554$-0.0025986836317614206,-1.0,-0.754020232655794$-0.005192463167749768,-29.932558
2,-0.7566088529839599$1.0063303595562578e-05,-1.0,-0.7566189162875554$-0.0025986836317614206,-29.956999
2,-0.7539901005176928$0.0026187524662670786,-1.0,-0.7566088529839599$1.0063303595562578e-05,-30.183907
2,-0.7487777426346135$0.0052123578830793205,-1.0,-0.7539901005176928$0.0026187524662670786,-30.385387
