action,newObservation,reward,observation,qValue
0,-0.4569863747519008$-0.0015073494643661092,-1.0,-0.4554790252875347$0.0,-30.966919
0,-0.4599899986557989$-0.0030036239038981213,-1.0,-0.4569863747519008$-0.0015073494643661092,-30.875164
0,-0.4644677982866416$-0.004477799630842635,-1.0,-0.4599899986557989$-0.0030036239038981213,-30.799568
0,-0.4703867579685963$-0.005918959681954744,-1.0,-0.4644677982866416$-0.004477799630842635,-30.739237
0,-0.47770311489443396$-0.007316356925837628,-1.0,-0.4703867579685963$-0.005918959681954744,-30.694618
0,-0.48636260271050313$-0.008659487816069171,-1.0,-0.47770311489443396$-0.007316356925837628,-30.665386
0,-0.49630078135740124$-0.009938178646898102,-1.0,-0.48636260271050313$-0.008659487816069171,-30.623325
0,-0.5074434661910903$-0.011142684833689019,-1.0,-0.49630078135740124$-0.009938178646898102,-30.292137
0,-0.5197072684159634$-0.012263802224873109,-1.0,-0.5074434661910903$-0.011142684833689019,-30.225605
0,-0.53300025628172$-0.013292987865756587,-1.0,-0.5197072684159634$-0.012263802224873109,-30.175373
0,-0.5472227423904654$-0.01422248610874542,-1.0,-0.53300025628172$-0.013292987865756587,-30.141834
0,-0.5622681970348749$-0.015045454644409428,-1.0,-0.5472227423904654$-0.01422248610874542,-30.123161
1,-0.5770242810932721$-0.014756084058397196,-1.0,-0.5622681970348749$-0.015045454644409428,-30.199114
0,-0.5923813871888239$-0.015357106095551848,-1.0,-0.5770242810932721$-0.014756084058397196,-30.235886
0,-0.6082262768167817$-0.015844889627957666,-1.0,-0.5923813871888239$-0.015357106095551848,-30.288694
0,-0.6244432567168343$-0.016216979900052712,-1.0,-0.6082262768167817$-0.015844889627957666,-30.359528
0,-0.6409153877504379$-0.016472131033603527,-1.0,-0.6244432567168343$-0.016216979900052712,-30.306438
1,-0.6565256968399623$-0.015610309089524458,-1.0,-0.6409153877504379$-0.016472131033603527,-30.34169
0,-0.672165268274064$-0.01563957143410165,-1.0,-0.6565256968399623$-0.015610309089524458,-30.267588
0,-0.6877271168799853$-0.015561848605921353,-1.0,-0.672165268274064$-0.01563957143410165,-30.172247
0,-0.7031071431545466$-0.015380026274561238,-1.0,-0.6877271168799853$-0.015561848605921353,-30.069736
0,-0.7182049934274553$-0.0150978502729087,-1.0,-0.7031071431545466$-0.015380026274561238,-29.801355
0,-0.7329248084644261$-0.01471981503697083,-1.0,-0.7182049934274553$-0.0150978502729087,-29.556053
