action,newObservation,reward,observation,qValue
0,-0.42718715020811804$-0.0017254410852704924,-1.0,-0.42546170912284753$0.0,-30.693033
0,-0.43062563870901976$-0.003438488500901749,-1.0,-0.42718715020811804$-0.0017254410852704924,-30.61713
0,-0.43575241966283507$-0.005126780953815307,-1.0,-0.43062563870901976$-0.003438488500901749,-30.52957
0,-0.4425304482527686$-0.006778028589933552,-1.0,-0.43575241966283507$-0.005126780953815307,-30.430994
0,-0.4509105131452758$-0.008380064892507177,-1.0,-0.4425304482527686$-0.006778028589933552,-30.362858
2,-0.4588314296541315$-0.007920916508855663,-1.0,-0.4509105131452758$-0.008380064892507177,-30.464617
1,-0.46723505054714554$-0.008403620893014068,-1.0,-0.4588314296541315$-0.007920916508855663,-30.547174
0,-0.47705938782865115$-0.009824337281505622,-1.0,-0.46723505054714554$-0.008403620893014068,-30.44807
0,-0.48823163761936017$-0.011172249790709016,-1.0,-0.47705938782865115$-0.009824337281505622,-30.42914
0,-0.5006686435425808$-0.01243700592322063,-1.0,-0.48823163761936017$-0.011172249790709016,-30.103569
0,-0.5142774898531771$-0.013608846310596336,-1.0,-0.5006686435425808$-0.01243700592322063,-30.038261
0,-0.5289562366959256$-0.014678746842748525,-1.0,-0.5142774898531771$-0.013608846310596336,-29.98476
2,-0.5425948043103539$-0.013638567614428245,-1.0,-0.5289562366959256$-0.014678746842748525,-30.056051
0,-0.5570909788122955$-0.014496174501941577,-1.0,-0.5425948043103539$-0.013638567614428245,-30.162275
0,-0.5723363842295647$-0.015245405417269205,-1.0,-0.5570909788122955$-0.014496174501941577,-30.14973
0,-0.5882175585930072$-0.01588117436344244,-1.0,-0.5723363842295647$-0.015245405417269205,-30.128836
0,-0.604617121875635$-0.01639956328262784,-1.0,-0.5882175585930072$-0.01588117436344244,-30.1985
0,-0.6214150126888287$-0.016797890813193685,-1.0,-0.604617121875635$-0.01639956328262784,-30.273357
0,-0.6384897654407522$-0.017074752751923484,-1.0,-0.6214150126888287$-0.016797890813193685,-30.234814
0,-0.6557197959456298$-0.017230030504877647,-1.0,-0.6384897654407522$-0.017074752751923484,-30.146608
0,-0.6729846616214996$-0.017264865675869847,-1.0,-0.6557197959456298$-0.017230030504877647,-30.056192
0,-0.6901662626338396$-0.017181601012339967,-1.0,-0.6729846616214996$-0.017264865675869847,-29.977783
0,-0.7071499526400743$-0.016983690006234675,-1.0,-0.6901662626338396$-0.017181601012339967,-29.745533
0,-0.7238255319748573$-0.01667557933478305,-1.0,-0.7071499526400743$-0.016983690006234675,-29.449203
1,-0.7390881018270317$-0.015262569852174333,-1.0,-0.7238255319748573$-0.01667557933478305,-29.324455
0,-0.7538447445498582$-0.01475664272282649,-1.0,-0.7390881018270317$-0.015262569852174333,-29.122074
0,-0.7680086219812043$-0.014163877431346207,-1.0,-0.7538447445498582$-0.01475664272282649,-28.921831
0,-0.7814993176049785$-0.013490695623774165,-1.0,-0.7680086219812043$-0.014163877431346207,-28.764366
