action,newObservation,reward,observation,qValue
0,-0.5388001361785878$-0.0008927181356398389,-1.0,-0.537907418042948$0.0,-31.360514
0,-0.5405788836242165$-0.001778747445628696,-1.0,-0.5388001361785878$-0.0008927181356398389,-31.28339
0,-0.5432303353299608$-0.002651451705744282,-1.0,-0.5405788836242165$-0.001778747445628696,-31.105206
2,-0.5447346354400808$-0.0015043001101200087,-1.0,-0.5432303353299608$-0.002651451705744282,-30.955807
0,-0.5470805228015004$-0.002345887361419572,-1.0,-0.5447346354400808$-0.0015043001101200087,-31.07015
2,-0.5482504426839122$-0.0011699198824117335,-1.0,-0.5470805228015004$-0.002345887361419572,-30.964766
0,-0.5502356435526031$-0.0019852008686909177,-1.0,-0.5482504426839122$-0.0011699198824117335,-31.099909
2,-0.5510212804627241$-0.0007856369101209672,-1.0,-0.5502356435526031$-0.0019852008686909177,-30.993862
0,-0.5526014805003391$-0.001580200037614941,-1.0,-0.5510212804627241$-0.0007856369101209672,-31.14675
0,-0.5549644346003537$-0.0023629541000146606,-1.0,-0.5526014805003391$-0.001580200037614941,-31.028982
0,-0.5580924932530815$-0.003128058652727763,-1.0,-0.5549644346003537$-0.0023629541000146606,-30.986897
0,-0.5619623104897115$-0.0038698172366299745,-1.0,-0.5580924932530815$-0.003128058652727763,-30.947474
1,-0.565545035991008$-0.0035827255012965417,-1.0,-0.5619623104897115$-0.0038698172366299745,-30.935888
0,-0.569813994176909$-0.004268958185901037,-1.0,-0.565545035991008$-0.0035827255012965417,-30.93574
0,-0.5747374476285073$-0.004923453451598255,-1.0,-0.569813994176909$-0.004268958185901037,-30.903439
1,-0.5792788638003347$-0.004541416171827335,-1.0,-0.5747374476285073$-0.004923453451598255,-30.915184
0,-0.5844046186166953$-0.005125754816360738,-1.0,-0.5792788638003347$-0.004541416171827335,-30.906857
0,-0.5900768546364112$-0.005672236019715865,-1.0,-0.5844046186166953$-0.005125754816360738,-30.904415
0,-0.596253803621793$-0.006176948985381809,-1.0,-0.5900768546364112$-0.005672236019715865,-30.9457
0,-0.6028901443487881$-0.006636340726995064,-1.0,-0.596253803621793$-0.006176948985381809,-30.99503
0,-0.6099373922519962$-0.007047247903208095,-1.0,-0.6028901443487881$-0.006636340726995064,-31.05204
0,-0.6173443167681711$-0.007406924516174946,-1.0,-0.6099373922519962$-0.007047247903208095,-31.116299
0,-0.6250573815325872$-0.0077130647644160595,-1.0,-0.6173443167681711$-0.007406924516174946,-31.187332
0,-0.6330212019408439$-0.00796382040825677,-1.0,-0.6250573815325872$-0.0077130647644160595,-31.217518
0,-0.6411790140606879$-0.008157812119843996,-1.0,-0.6330212019408439$-0.00796382040825677,-31.236649
0,-0.6494731485064331$-0.008294134445745253,-1.0,-0.6411790140606879$-0.008157812119843996,-31.223541
1,-0.6568455027068316$-0.007372354200398522,-1.0,-0.6494731485064331$-0.008294134445745253,-31.237665
0,-0.664244909356428$-0.007399406649596395,-1.0,-0.6568455027068316$-0.007372354200398522,-31.22388
0,-0.6716204919593807$-0.007375582602952673,-1.0,-0.664244909356428$-0.007399406649596395,-31.177746
0,-0.6789220398475401$-0.007301547888159451,-1.0,-0.6716204919593807$-0.007375582602952673,-31.137669
0,-0.6861003642054208$-0.007178324357880717,-1.0,-0.6789220398475401$-0.007301547888159451,-31.10386
0,-0.6931076315676843$-0.007007267362263568,-1.0,-0.6861003642054208$-0.007178324357880717,-31.032804
2,-0.6978976719607833$-0.004790040393098995,-1.0,-0.6931076315676843$-0.007007267362263568,-30.960405
2,-0.700439232723721$-0.0025415607629376367,-1.0,-0.6978976719607833$-0.004790040393098995,-30.866175
2,-0.7007158356981956$-0.0002766029744746658,-1.0,-0.700439232723721$-0.0025415607629376367,-30.803745
2,-0.6987256919544373$0.0019901437437582544,-1.0,-0.7007158356981956$-0.0002766029744746658,-30.775291
2,-0.6944816921116288$0.004243999842808505,-1.0,-0.6987256919544373$0.0019901437437582544,-30.854214
0,-0.690011474235573$0.004470217876055829,-1.0,-0.6944816921116288$0.004243999842808505,-31.471031
2,-0.6833443644450808$0.006667109790492173,-1.0,-0.690011474235573$0.004470217876055829,-31.0247
2,-0.6745244995123272$0.008819864932753618,-1.0,-0.6833443644450808$0.006667109790492173,-31.067587
2,-0.6636109732051484$0.01091352630717881,-1.0,-0.6745244995123272$0.008819864932753618,-30.7872
2,-0.6506779622347538$0.012933010970394555,-1.0,-0.6636109732051484$0.01091352630717881,-30.432838
0,-0.6378147776063607$0.012863184628393122,-1.0,-0.6506779622347538$0.012933010970394555,-30.636532
2,-0.623111637127811$0.014703140478549705,-1.0,-0.6378147776063607$0.012863184628393122,-30.005304
2,-0.6066731872789773$0.01643844984883369,-1.0,-0.623111637127811$0.014703140478549705,-29.66198
2,-0.5886181092614526$0.01805507801752467,-1.0,-0.6066731872789773$0.01643844984883369,-29.32929
2,-0.5690784726529979$0.01953963660845469,-1.0,-0.5886181092614526$0.01805507801752467,-29.124893
2,-0.5481987956232977$0.020879677029700314,-1.0,-0.5690784726529979$0.01953963660845469,-29.081211
2,-0.5261347858762466$0.022064009747051035,-1.0,-0.5481987956232977$0.020879677029700314,-29.099438
2,-0.5030517562355976$0.023083029640649066,-1.0,-0.5261347858762466$0.022064009747051035,-29.154316
2,-0.47912273167012387$0.02392902456547373,-1.0,-0.5030517562355976$0.023083029640649066,-29.24965
2,-0.454526288552327$0.024596443117796837,-1.0,-0.47912273167012387$0.02392902456547373,-29.44759
2,-0.4294441896528479$0.02508209889947907,-1.0,-0.454526288552327$0.024596443117796837,-29.72034
2,-0.40405889729157585$0.02538529236127209,-1.0,-0.4294441896528479$0.02508209889947907,-29.647133
2,-0.37855105997725036$0.025507837314325477,-1.0,-0.40405889729157585$0.02538529236127209,-29.602816
2,-0.3530970731945511$0.02545398678269929,-1.0,-0.37855105997725036$0.025507837314325477,-29.571438
0,-0.3298668120805855$0.02323026111396557,-1.0,-0.3530970731945511$0.02545398678269929,-29.681492
2,-0.30700911062275793$0.022857701457827565,-1.0,-0.3298668120805855$0.02323026111396557,-29.81795
2,-0.28466391539041536$0.022345195232342584,-1.0,-0.30700911062275793$0.022857701457827565,-29.871702
2,-0.26296116759576593$0.021702747794649428,-1.0,-0.28466391539041536$0.022345195232342584,-29.94089
2,-0.24202001476171991$0.020941152834046017,-1.0,-0.26296116759576593$0.021702747794649428,-29.935457
0,-0.22394835204922256$0.018071662712497365,-1.0,-0.24202001476171991$0.020941152834046017,-29.933638
0,-0.20883337578263225$0.015114976266590299,-1.0,-0.22394835204922256$0.018071662712497365,-30.021229
0,-0.19674361073335656$0.012089765049275687,-1.0,-0.20883337578263225$0.015114976266590299,-29.965694
0,-0.18773087626139245$0.009012734471964096,-1.0,-0.19674361073335656$0.012089765049275687,-29.913189
0,-0.18183202907834986$0.005898847183042594,-1.0,-0.18773087626139245$0.009012734471964096,-29.786886
0,-0.17907035690773093$0.0027616721706189376,-1.0,-0.18183202907834986$0.005898847183042594,-29.74754
0,-0.17945653281897006$-0.0003861759112391218,-1.0,-0.17907035690773093$0.0027616721706189376,-29.822327
0,-0.18298907320301494$-0.003532540384044878,-1.0,-0.17945653281897006$-0.0003861759112391218,-29.794188
0,-0.18965427330810442$-0.006665200105089461,-1.0,-0.18298907320301494$-0.003532540384044878,-29.701403
0,-0.19942562395778582$-0.009771350649681402,-1.0,-0.18965427330810442$-0.006665200105089461,-29.418354
1,-0.21126274295865424$-0.011837119000868432,-1.0,-0.19942562395778582$-0.009771350649681402,-29.29154
0,-0.22611433671102676$-0.014851593752372515,-1.0,-0.21126274295865424$-0.011837119000868432,-28.98184
0,-0.24391246434961367$-0.017798127638586916,-1.0,-0.22611433671102676$-0.014851593752372515,-28.737791
0,-0.26457062864718145$-0.02065816429756777,-1.0,-0.24391246434961367$-0.017798127638586916,-28.531748
0,-0.28798180225115594$-0.02341117360397447,-1.0,-0.26457062864718145$-0.02065816429756777,-28.389368
0,-0.3140165818570424$-0.026034779605886446,-1.0,-0.28798180225115594$-0.02341117360397447,-28.2743
0,-0.34252169020934486$-0.028505108352302487,-1.0,-0.3140165818570424$-0.026034779605886446,-28.209091
0,-0.37331906050976604$-0.03079737030042118,-1.0,-0.34252169020934486$-0.028505108352302487,-28.178257
2,-0.4042057332771915$-0.030886672767425474,-1.0,-0.37331906050976604$-0.03079737030042118,-27.94345
0,-0.43696882979693985$-0.032763096519748354,-1.0,-0.4042057332771915$-0.030886672767425474,-27.256378
0,-0.4713743615424476$-0.03440553174550777,-1.0,-0.43696882979693985$-0.032763096519748354,-27.012808
0,-0.5071699759503631$-0.035795614407915476,-1.0,-0.4713743615424476$-0.03440553174550777,-26.989878
0,-0.5440887564766913$-0.03691878052632827,-1.0,-0.5071699759503631$-0.035795614407915476,-27.00903
0,-0.5818539589062693$-0.03776520242957801,-1.0,-0.5440887564766913$-0.03691878052632827,-27.064863
0,-0.6201844681768507$-0.03833050927058138,-1.0,-0.5818539589062693$-0.03776520242957801,-27.084799
0,-0.6588006788526873$-0.03861621067583664,-1.0,-0.6201844681768507$-0.03833050927058138,-27.14284
2,-0.695430451035143$-0.03662977218245564,-1.0,-0.6588006788526873$-0.03861621067583664,-26.367159
2,-0.7298278092014341$-0.034397358166291074,-1.0,-0.695430451035143$-0.03662977218245564,-26.265026
0,-0.7637752520684478$-0.03394744286701368,-1.0,-0.7298278092014341$-0.034397358166291074,-25.877785
1,-0.7960732384164475$-0.032297986347999796,-1.0,-0.7637752520684478$-0.03394744286701368,-25.657667
0,-0.8275477608003923$-0.03147452238394478,-1.0,-0.7960732384164475$-0.032297986347999796,-25.393496
2,-0.8560456933003286$-0.028497932499936377,-1.0,-0.8275477608003923$-0.03147452238394478,-25.53534
2,-0.8814435477652555$-0.02539785446492687,-1.0,-0.8560456933003286$-0.028497932499936377,-25.693024
0,-0.905644172397671$-0.024200624632415527,-1.0,-0.8814435477652555$-0.02539785446492687,-25.575422
0,-0.9285668499971813$-0.022922677599510267,-1.0,-0.905644172397671$-0.024200624632415527,-25.442776
0,-0.9501461875238603$-0.02157933752667894,-1.0,-0.9285668499971813$-0.022922677599510267,-25.338444
1,-0.9693307419941982$-0.01918455447033796,-1.0,-0.9501461875238603$-0.02157933752667894,-25.487316
0,-0.9870831982911391$-0.017752456296940854,-1.0,-0.9693307419941982$-0.01918455447033796,-25.353233
0,-1.0033761990449805$-0.01629300075384149,-1.0,-0.9870831982911391$-0.017752456296940854,-25.210266
0,-1.0181907722003414$-0.014814573155360906,-1.0,-1.0033761990449805$-0.01629300075384149,-24.987022
0,-1.0315148050577565$-0.013324032857415128,-1.0,-1.0181907722003414$-0.014814573155360906,-24.72017
0,-1.0433416043257417$-0.011826799267985315,-1.0,-1.0315148050577565$-0.013324032857415128,-24.456161
2,-1.0516685708605324$-0.008326966534790616,-1.0,-1.0433416043257417$-0.011826799267985315,-24.236294
2,-1.056495762279641$-0.004827191419108402,-1.0,-1.0516685708605324$-0.008326966534790616,-23.992401
2,-1.0578239262738878$-0.0013281639942468288,-1.0,-1.056495762279641$-0.004827191419108402,-23.762344
2,-1.0556533605088345$0.0021705657650532405,-1.0,-1.0578239262738878$-0.0013281639942468288,-23.626595
0,-1.0519835990836468$0.0036697614251876274,-1.0,-1.0556533605088345$0.0021705657650532405,-23.884808
2,-1.0448140953493938$0.007169503734252981,-1.0,-1.0519835990836468$0.0036697614251876274,-23.646744
2,-1.0341446555245635$0.010669439824830302,-1.0,-1.0448140953493938$0.007169503734252981,-23.408066
2,-1.0199771322082771$0.01416752331628634,-1.0,-1.0341446555245635$0.010669439824830302,-23.038624
2,-1.002317939961871$0.017659192246406274,-1.0,-1.0199771322082771$0.01416752331628634,-22.681381
2,-0.9811813730253135$0.021136566936557386,-1.0,-1.002317939961871$0.017659192246406274,-22.17266
2,-0.9565936750692946$0.024587697956018877,-1.0,-0.9811813730253135$0.021136566936557386,-21.129295
2,-0.9285977618711687$0.02799591319812589,-1.0,-0.9565936750692946$0.024587697956018877,-20.305176
2,-0.89725842783137$0.031339334039798765,-1.0,-0.9285977618711687$0.02799591319812589,-19.657335
2,-0.8626677774789475$0.03459065035242251,-1.0,-0.89725842783137$0.031339334039798765,-19.200645
1,-0.8259505197711915$0.036717257707755975,-1.0,-0.8626677774789475$0.03459065035242251,-18.995522
2,-0.786264029611867$0.039686490159324475,-1.0,-0.8259505197711915$0.036717257707755975,-18.401346
2,-0.7438051865197186$0.04245884309214848,-1.0,-0.786264029611867$0.039686490159324475,-17.81809
2,-0.6988123286189055$0.04499285790081308,-1.0,-0.7438051865197186$0.04245884309214848,-17.308672
2,-0.6515650525195911$0.04724727609931444,-1.0,-0.6988123286189055$0.04499285790081308,-17.041681
2,-0.6023814305519389$0.04918362196765211,-1.0,-0.6515650525195911$0.04724727609931444,-16.653093
2,-0.5516124243624484$0.05076900618949057,-1.0,-0.6023814305519389$0.04918362196765211,-16.692694
0,-0.5016335630412238$0.04997886132122468,-1.0,-0.5516124243624484$0.05076900618949057,-17.676502
2,-0.4508193216174139$0.050814241423809844,-1.0,-0.5016335630412238$0.04997886132122468,-17.708216
2,-0.39954659952914107$0.05127272208827283,-1.0,-0.4508193216174139$0.050814241423809844,-17.498446
2,-0.3481829403902667$0.05136365913887435,-1.0,-0.39954659952914107$0.05127272208827283,-16.286705
2,-0.297075011528558$0.05110792886170875,-1.0,-0.3481829403902667$0.05136365913887435,-15.822287
2,-0.24653823170375724$0.05053677982480074,-1.0,-0.297075011528558$0.05110792886170875,-16.389246
2,-0.19684827265479515$0.049689959048962104,-1.0,-0.24653823170375724$0.05053677982480074,-16.500753
2,-0.14823490720661442$0.04861336544818075,-1.0,-0.19684827265479515$0.049689959048962104,-16.28669
2,-0.10087838608581093$0.0473565211208035,-1.0,-0.14823490720661442$0.04861336544818075,-16.042244
2,-0.05490825104140614$0.04597013504440479,-1.0,-0.10087838608581093$0.0473565211208035,-15.581032
2,-0.010404274816803304$0.04450397622460284,-1.0,-0.05490825104140614$0.04597013504440479,-15.225927
2,0.03260091910944626$0.04300519392624956,-1.0,-0.010404274816803304$0.04450397622460284,-14.918217
2,0.07411806023202694$0.041517141122580675,-1.0,0.03260091910944626$0.04300519392624956,-14.282341
2,0.11419674887073952$0.040078688638712584,-1.0,0.07411806023202694$0.041517141122580675,-13.408455
2,0.15292071828435974$0.038723969413620225,-1.0,0.11419674887073952$0.040078688638712584,-12.487543
2,0.19040318432322498$0.03748246603886524,-1.0,0.15292071828435974$0.038723969413620225,-11.582701
2,0.2267825312472999$0.03637934692407495,-1.0,0.19040318432322498$0.03748246603886524,-10.676947
2,0.2622184929032211$0.03543596165592116,-1.0,0.2267825312472999$0.03637934692407495,-9.754194
2,0.2968889116433284$0.03467041874010733,-1.0,0.2622184929032211$0.03543596165592116,-8.799133
0,0.32898709591884345$0.03209818427551502,-1.0,0.2968889116433284$0.03467041874010733,-8.444914
2,0.3607072107798276$0.03172011486098411,-1.0,0.32898709591884345$0.03209818427551502,-7.7818484
2,0.39225368535438165$0.03154647457455409,-1.0,0.3607072107798276$0.03172011486098411,-6.6773686
2,0.4238403660087476$0.03158668065436593,-1.0,0.39225368535438165$0.03154647457455409,-5.477859
1,0.454689977341361$0.030849611332613453,-1.0,0.4238403660087476$0.03158668065436593,-5.2606235
2,0.48602644592030075$0.03133646857893975,-1.0,0.454689977341361$0.030849611332613453,-4.139506
2,0.5180817183488907$0.03205527242858997,-1.0,0.48602644592030075$0.03133646857893975,-3.4493823
