action,newObservation,reward,observation,qValue
0,-0.4427243754210016$-0.0016123559663205247,-1.0,-0.4411120194546811$0.0,-30.8316
0,-0.4459373559372228$-0.0032129805162211655,-1.0,-0.4427243754210016$-0.0016123559663205247,-30.735
0,-0.4507275418953132$-0.004790185958090439,-1.0,-0.4459373559372228$-0.0032129805162211655,-30.65413
0,-0.45705991917406097$-0.006332377278747759,-1.0,-0.4507275418953132$-0.004790185958090439,-30.589579
0,-0.46488803027420733$-0.007828111100146367,-1.0,-0.45705991917406097$-0.006332377278747759,-30.541819
0,-0.4741541987957685$-0.009266168521561131,-1.0,-0.46488803027420733$-0.007828111100146367,-30.478523
0,-0.48478984323383195$-0.0106356444380635,-1.0,-0.4741541987957685$-0.009266168521561131,-30.447338
0,-0.4967158975316601$-0.011926054297828144,-1.0,-0.48478984323383195$-0.0106356444380635,-30.188202
0,-0.5098433549214632$-0.01312745738980307,-1.0,-0.4967158975316601$-0.011926054297828144,-30.07127
0,-0.5240739486886278$-0.014230593767164623,-1.0,-0.5098433549214632$-0.01312745738980307,-30.016096
0,-0.539300978658822$-0.015227029970194157,-1.0,-0.5240739486886278$-0.014230593767164623,-29.970879
0,-0.5554102856558562$-0.0161093069970342,-1.0,-0.539300978658822$-0.015227029970194157,-29.94554
2,-0.5702813683266524$-0.014871082670796275,-1.0,-0.5554102856558562$-0.0161093069970342,-30.054113
0,-0.5858034749344285$-0.015522106607776115,-1.0,-0.5702813683266524$-0.014871082670796275,-30.141933
0,-0.6018617494205432$-0.0160582744861146,-1.0,-0.5858034749344285$-0.015522106607776115,-30.225117
0,-0.6183384296480924$-0.01647668022754927,-1.0,-0.6018617494205432$-0.0160582744861146,-30.289112
0,-0.6351140902917888$-0.016775660643696427,-1.0,-0.6183384296480924$-0.01647668022754927,-30.287693
2,-0.650068900133219$-0.014954809841430317,-1.0,-0.6351140902917888$-0.016775660643696427,-30.325195
0,-0.6650977778751836$-0.015028877741964623,-1.0,-0.650068900133219$-0.014954809841430317,-30.381342
0,-0.6800969994087882$-0.014999221533604508,-1.0,-0.6650977778751836$-0.015028877741964623,-30.285164
0,-0.6949651317107738$-0.014868132301985536,-1.0,-0.6800969994087882$-0.014999221533604508,-30.200203
0,-0.7096038875753015$-0.014638755864527666,-1.0,-0.6949651317107738$-0.014868132301985536,-30.04692
0,-0.7239188843495625$-0.01431499677426111,-1.0,-0.7096038875753015$-0.014638755864527666,-29.801537
0,-0.737820294112903$-0.013901409763340393,-1.0,-0.7239188843495625$-0.01431499677426111,-29.57855
0,-0.7512233775074131$-0.013403083394510166,-1.0,-0.737820294112903$-0.013901409763340393,-29.37892
0,-0.7640488983585436$-0.012825520851130503,-1.0,-0.7512233775074131$-0.013403083394510166,-29.203432
0,-0.7762234209969722$-0.012174522638428574,-1.0,-0.7640488983585436$-0.012825520851130503,-29.063084
0,-0.7876794965312691$-0.011456075534296985,-1.0,-0.7762234209969722$-0.012174522638428574,-28.951694
0,-0.798355748012312$-0.010676251481042912,-1.0,-0.7876794965312691$-0.011456075534296985,-28.864805
0,-0.8081968673361605$-0.0098411193238485,-1.0,-0.798355748012312$-0.010676251481042912,-28.778412
0,-0.8171535387877171$-0.008956671451556672,-1.0,-0.8081968673361605$-0.0098411193238485,-28.66043
0,-0.8251823053350982$-0.008028766547380996,-1.0,-0.8171535387877171$-0.008956671451556672,-28.563313
0,-0.8322453941998642$-0.007063088864766061,-1.0,-0.8251823053350982$-0.008028766547380996,-28.487402
0,-0.8383105179443096$-0.006065123744445387,-1.0,-0.8322453941998642$-0.007063088864766061,-28.448214
2,-0.8413506664482834$-0.0030401485039737892,-1.0,-0.8383105179443096$-0.006065123744445387,-28.367043
2,-0.8413525525516192$-1.8861033358533175e-06,-1.0,-0.8413506664482834$-0.0030401485039737892,-28.496735
2,-0.8383161680634963$0.0030363844881229813,-1.0,-0.8413525525516192$-1.8861033358533175e-06,-28.779202
1,-0.8332547834841227$0.005061384579373572,-1.0,-0.8383161680634963$0.0030363844881229813,-29.140106
2,-0.8251908924957138$0.008063890988409008,-1.0,-0.8332547834841227$0.005061384579373572,-29.159803
2,-0.8141612840314714$0.011029608464242403,-1.0,-0.8251908924957138$0.008063890988409008,-29.253077
2,-0.8002181355439393$0.013943148487532142,-1.0,-0.8141612840314714$0.011029608464242403,-29.146816
2,-0.7834303980934049$0.016787737450534385,-1.0,-0.8002181355439393$0.013943148487532142,-29.070635
2,-0.7638853600829992$0.019545038010405684,-1.0,-0.7834303980934049$0.016787737450534385,-29.052011
2,-0.7416902450831845$0.022195114999814778,-1.0,-0.7638853600829992$0.019545038010405684,-28.930939
2,-0.7169736709479891$0.024716574135195304,-1.0,-0.7416902450831845$0.022195114999814778,-28.747993
2,-0.6898867762434072$0.027086894704581952,-1.0,-0.7169736709479891$0.024716574135195304,-28.535334
2,-0.6606038107953767$0.029282965448030558,-1.0,-0.6898867762434072$0.027086894704581952,-28.05138
2,-0.6293219951050255$0.03128181569035121,-1.0,-0.6606038107953767$0.029282965448030558,-27.48999
2,-0.5962604828050342$0.0330615122999913,-1.0,-0.6293219951050255$0.03128181569035121,-27.007475
2,-0.5616583133381361$0.03460216946689808,-1.0,-0.5962604828050342$0.0330615122999913,-26.748745
2,-0.5257713171501547$0.03588699618798143,-1.0,-0.5616583133381361$0.03460216946689808,-26.49519
2,-0.4888680270158945$0.036903290134260185,-1.0,-0.5257713171501547$0.03588699618798143,-26.41322
2,-0.4512247464544536$0.037643280561440916,-1.0,-0.4888680270158945$0.036903290134260185,-26.331062
2,-0.41312001633224527$0.03810473012220835,-1.0,-0.4512247464544536$0.037643280561440916,-25.677683
2,-0.37482878989330864$0.03829122643893663,-1.0,-0.41312001633224527$0.03810473012220835,-25.39895
2,-0.3366166631841115$0.038212126709197165,-1.0,-0.37482878989330864$0.03829122643893663,-25.581257
2,-0.29873450584744865$0.037882157336662864,-1.0,-0.3366166631841115$0.038212126709197165,-25.833176
2,-0.26141379693149625$0.037320708915952405,-1.0,-0.29873450584744865$0.037882157336662864,-25.721478
2,-0.22486289868968923$0.03655089824180703,-1.0,-0.26141379693149625$0.037320708915952405,-25.749203
2,-0.18926441021741106$0.03559848847227817,-1.0,-0.22486289868968923$0.03655089824180703,-25.42007
2,-0.15477364616439054$0.0344907640530205,-1.0,-0.18926441021741106$0.03559848847227817,-25.117245
2,-0.12151819677678266$0.03325544938760788,-1.0,-0.15477364616439054$0.0344907640530205,-24.846
2,-0.08959845403209091$0.031919742744691754,-1.0,-0.12151819677678266$0.03325544938760788,-24.6973
2,-0.05908894006689353$0.030509513965197375,-1.0,-0.08959845403209091$0.031919742744691754,-24.54489
2,-0.030040249445208275$0.029048690621685257,-1.0,-0.05908894006689353$0.030509513965197375,-24.38879
2,-0.0024814135061885685$0.027558835939019706,-1.0,-0.030040249445208275$0.029048690621685257,-24.155018
2,0.023577491703407363$0.02605890520959593,-1.0,-0.0024814135061885685$0.027558835939019706,-23.988297
2,0.04814264815985296$0.024565156456445594,-1.0,0.023577491703407363$0.02605890520959593,-23.878925
2,0.07123383361216531$0.02309118545231236,-1.0,0.04814264815985296$0.024565156456445594,-23.818096
2,0.09288188755961187$0.02164805394744655,-1.0,0.07123383361216531$0.02309118545231236,-23.761047
2,0.11312636941814068$0.02024448185852881,-1.0,0.09288188755961187$0.02164805394744655,-23.694466
