action,newObservation,reward,observation,qValue
0,-0.4477394404592474$-0.001575552220296619,-1.0,-0.4461638882389508$0.0,-30.879026
0,-0.4508790392856496$-0.0031395988264021767,-1.0,-0.4477394404592474$-0.001575552220296619,-30.784283
0,-0.455559720189693$-0.004680680904043378,-1.0,-0.4508790392856496$-0.0031395988264021767,-30.705261
0,-0.46174715792519455$-0.006187437735501583,-1.0,-0.455559720189693$-0.004680680904043378,-30.642189
0,-0.46939582538652475$-0.007648667461330208,-1.0,-0.46174715792519455$-0.006187437735501583,-30.595526
1,-0.47744922582298116$-0.008053400436456437,-1.0,-0.46939582538652475$-0.007648667461330208,-30.670244
0,-0.4868476431971597$-0.009398417374178542,-1.0,-0.47744922582298116$-0.008053400436456437,-30.595228
0,-0.49752113597885217$-0.010673492781692495,-1.0,-0.4868476431971597$-0.009398417374178542,-30.449642
0,-0.5093900116120919$-0.011868875633239694,-1.0,-0.49752113597885217$-0.010673492781692495,-30.21703
0,-0.5223654207064911$-0.012975409094399192,-1.0,-0.5093900116120919$-0.011868875633239694,-30.15601
0,-0.5363500799414723$-0.013984659234981241,-1.0,-0.5223654207064911$-0.012975409094399192,-30.111813
1,-0.5502391277168888$-0.013889047775416458,-1.0,-0.5363500799414723$-0.013984659234981241,-30.170889
0,-0.5649285854859029$-0.014689457769014045,-1.0,-0.5502391277168888$-0.013889047775416458,-30.181356
0,-0.5803088632940104$-0.015380277808107586,-1.0,-0.5649285854859029$-0.014689457769014045,-30.148296
0,-0.5962658642697539$-0.015957000975743534,-1.0,-0.5803088632940104$-0.015380277808107586,-30.203014
1,-0.6116821686728114$-0.015416304403057503,-1.0,-0.5962658642697539$-0.015957000975743534,-30.35573
0,-0.6274455092054134$-0.015763340532602033,-1.0,-0.6116821686728114$-0.015416304403057503,-30.43016
0,-0.6434425370905723$-0.015997027885158926,-1.0,-0.6274455092054134$-0.015763340532602033,-30.360592
0,-0.6595599761626675$-0.016117439072095202,-1.0,-0.6434425370905723$-0.015997027885158926,-30.272873
0,-0.6756857466253545$-0.01612577046268701,-1.0,-0.6595599761626675$-0.016117439072095202,-30.1908
0,-0.6917100306049526$-0.016024283979598153,-1.0,-0.6756857466253545$-0.01612577046268701,-30.094765
0,-0.7075262539316882$-0.01581622332673559,-1.0,-0.6917100306049526$-0.016024283979598153,-29.912956
0,-0.723031962340012$-0.015505708408323772,-1.0,-0.7075262539316882$-0.01581622332673559,-29.64105
0,-0.7381295751877512$-0.015097612847739266,-1.0,-0.723031962340012$-0.015505708408323772,-29.392658
0,-0.752727005461791$-0.014597430274039768,-1.0,-0.7381295751877512$-0.015097612847739266,-29.168846
0,-0.766738140836125$-0.014011135374333997,-1.0,-0.752727005461791$-0.014597430274039768,-28.97046
0,-0.7800831864555989$-0.013345045619473968,-1.0,-0.766738140836125$-0.014011135374333997,-28.81336
0,-0.7926888755640228$-0.012605689108423804,-1.0,-0.7800831864555989$-0.013345045619473968,-28.68322
0,-0.8044885587865994$-0.011799683222576629,-1.0,-0.7926888755640228$-0.012605689108423804,-28.578947
0,-0.8154221866179007$-0.010933627831301218,-1.0,-0.8044885587865994$-0.011799683222576629,-28.500633
0,-0.8254362023610046$-0.010014015743103859,-1.0,-0.8154221866179007$-0.010933627831301218,-28.43311
0,-0.8344833644043722$-0.00904716204336765,-1.0,-0.8254362023610046$-0.010014015743103859,-28.334555
0,-0.8425225173775537$-0.008039152973181503,-1.0,-0.8344833644043722$-0.00904716204336765,-28.28088
2,-0.8475183315140037$-0.004995814136450031,-1.0,-0.8425225173775537$-0.008039152973181503,-28.234974
2,-0.8494494491223796$-0.001931117608375917,-1.0,-0.8475183315140037$-0.004995814136450031,-28.30846
2,-0.8483077384715075$0.0011417106508720778,-1.0,-0.8494494491223796$-0.001931117608375917,-28.483616
2,-0.844097998794317$0.004209739677190528,-1.0,-0.8483077384715075$0.0011417106508720778,-28.699207
2,-0.8368381351353961$0.007259863658921005,-1.0,-0.844097998794317$0.004209739677190528,-28.983826
2,-0.826559791990335$0.010278343145061083,-1.0,-0.8368381351353961$0.007259863658921005,-29.109264
2,-0.8133094045364545$0.013250387453880562,-1.0,-0.826559791990335$0.010278343145061083,-28.916592
2,-0.7971495949159219$0.016159809620532598,-1.0,-0.8133094045364545$0.013250387453880562,-28.813591
2,-0.7781608083085824$0.01898878660733944,-1.0,-0.7971495949159219$0.016159809620532598,-28.797602
2,-0.7564430502626632$0.02171775804591914,-1.0,-0.7781608083085824$0.01898878660733944,-28.660343
2,-0.7321175551263418$0.024325495136321408,-1.0,-0.7564430502626632$0.02171775804591914,-28.530466
2,-0.7053281891089119$0.02678936601742986,-1.0,-0.7321175551263418$0.024325495136321408,-28.37462
2,-0.6762423754641455$0.02908581364476644,-1.0,-0.7053281891089119$0.02678936601742986,-27.96031
2,-0.6450513292051328$0.031191046259012666,-1.0,-0.6762423754641455$0.02908581364476644,-27.502958
2,-0.6119694099546468$0.03308191925048593,-1.0,-0.6450513292051328$0.031191046259012666,-27.060707
2,-0.5772324475458553$0.03473696240879145,-1.0,-0.6119694099546468$0.03308191925048593,-26.687857
2,-0.5410949660139466$0.036137481531908745,-1.0,-0.5772324475458553$0.03473696240879145,-26.406816
2,-0.5038263232992226$0.03726864271472395,-1.0,-0.5410949660139466$0.036137481531908745,-26.236979
