action,newObservation,reward,observation,qValue
0,-0.5006006047445345$-0.001181186186816208,-1.0,-0.49941941855771826$0.0,-31.292208
0,-0.5029541403992258$-0.0023535356546913033,-1.0,-0.5006006047445345$-0.001181186186816208,-31.269814
0,-0.5064624118508049$-0.0035082714515790384,-1.0,-0.5029541403992258$-0.0023535356546913033,-31.236233
0,-0.5110991494259652$-0.0046367375751604,-1.0,-0.5064624118508049$-0.0035082714515790384,-31.21296
0,-0.5168296122282778$-0.0057304628023126195,-1.0,-0.5110991494259652$-0.0046367375751604,-31.190098
0,-0.5236108402664833$-0.006781228038205472,-1.0,-0.5168296122282778$-0.0057304628023126195,-30.898777
0,-0.5313919778196774$-0.007781137553194108,-1.0,-0.5236108402664833$-0.006781228038205472,-30.746468
0,-0.5401146716808296$-0.008722693861152186,-1.0,-0.5313919778196774$-0.007781137553194108,-30.681698
0,-0.5497135469977491$-0.009598875316919516,-1.0,-0.5401146716808296$-0.008722693861152186,-30.62107
0,-0.5601167618277783$-0.010403214830029135,-1.0,-0.5497135469977491$-0.009598875316919516,-30.566654
0,-0.5712466392966825$-0.011129877468904247,-1.0,-0.5601167618277783$-0.010403214830029135,-30.518845
0,-0.5830203735234055$-0.01177373422672303,-1.0,-0.5712466392966825$-0.011129877468904247,-30.477985
0,-0.595350802417481$-0.012330428894075422,-1.0,-0.5830203735234055$-0.01177373422672303,-30.5411
0,-0.6081472372968946$-0.01279643487941361,-1.0,-0.595350802417481$-0.012330428894075422,-30.636105
0,-0.6213163362601085$-0.013169098963213947,-1.0,-0.6081472372968946$-0.01279643487941361,-30.679752
0,-0.6347630056303021$-0.013446669370193606,-1.0,-0.6213163362601085$-0.013169098963213947,-30.735369
2,-0.6463913118056935$-0.01162830617539145,-1.0,-0.6347630056303021$-0.013446669370193606,-30.745792
2,-0.6561193620889147$-0.009728050283221186,-1.0,-0.6463913118056935$-0.01162830617539145,-30.876894
0,-0.6658794838252844$-0.009760121736369622,-1.0,-0.6561193620889147$-0.009728050283221186,-30.954111
2,-0.6736046097413034$-0.007725125916018983,-1.0,-0.6658794838252844$-0.009760121736369622,-30.967962
0,-0.6812422824221822$-0.007637672680878742,-1.0,-0.6736046097413034$-0.007725125916018983,-31.085487
0,-0.6887412123628641$-0.007498929940681882,-1.0,-0.6812422824221822$-0.007637672680878742,-31.051289
1,-0.6950516232346001$-0.006310410871735966,-1.0,-0.6887412123628641$-0.007498929940681882,-31.0634
2,-0.6991320928755727$-0.004080469640972514,-1.0,-0.6950516232346001$-0.006310410871735966,-30.924515
2,-0.7009560704185582$-0.0018239775429856136,-1.0,-0.6991320928755727$-0.004080469640972514,-30.840294
2,-0.700511748232955$0.00044432218560316655,-1.0,-0.7009560704185582$-0.0018239775429856136,-30.788034
2,-0.6978019991805309$0.002709749052424147,-1.0,-0.700511748232955$0.00044432218560316655,-30.78086
2,-0.692844392214034$0.004957606966496884,-1.0,-0.6978019991805309$0.002709749052424147,-30.889393
2,-0.6856712831312404$0.007173109082793647,-1.0,-0.692844392214034$0.004957606966496884,-30.974255
2,-0.6763299612349939$0.009341321896246518,-1.0,-0.6856712831312404$0.007173109082793647,-30.999212
2,-0.6648828175496228$0.011447143685371133,-1.0,-0.6763299612349939$0.009341321896246518,-30.727165
2,-0.6514074869829379$0.013475330566684839,-1.0,-0.6648828175496228$0.011447143685371133,-30.367811
2,-0.6359969063767272$0.015410580606210663,-1.0,-0.6514074869829379$0.013475330566684839,-30.006418
2,-0.6187592238120535$0.017237682564673746,-1.0,-0.6359969063767272$0.015410580606210663,-29.645655
2,-0.5998174928806289$0.018941730931424573,-1.0,-0.6187592238120535$0.017237682564673746,-29.288275
2,-0.5793090898034868$0.020508403077142058,-1.0,-0.5998174928806289$0.018941730931424573,-29.006048
2,-0.55738480183289$0.021924287970596847,-1.0,-0.5793090898034868$0.020508403077142058,-28.791025
2,-0.53420755231696$0.023177249515929903,-1.0,-0.55738480183289$0.021924287970596847,-28.829231
2,-0.5099507504072001$0.024256801909759932,-1.0,-0.53420755231696$0.023177249515929903,-28.885448
2,-0.4847962800890382$0.025154470318161877,-1.0,-0.5099507504072001$0.024256801909759932,-28.981567
2,-0.45893217168100153$0.025864108408036657,-1.0,-0.4847962800890382$0.025154470318161877,-29.157663
2,-0.4325500262876058$0.026382145393395742,-1.0,-0.45893217168100153$0.025864108408036657,-29.451242
2,-0.4058422868284756$0.026707739459130162,-1.0,-0.4325500262876058$0.026382145393395742,-29.383678
2,-0.3789994654111818$0.026842821417293855,-1.0,-0.4058422868284756$0.026707739459130162,-29.33573
2,-0.35220744393489706$0.026792021476284726,-1.0,-0.3789994654111818$0.026842821417293855,-29.304623
2,-0.3256449619959745$0.02656248193892256,-1.0,-0.35220744393489706$0.026792021476284726,-29.271528
2,-0.2994813937953455$0.026163568200628984,-1.0,-0.3256449619959745$0.02656248193892256,-29.395514
2,-0.2738748954198172$0.025606498375528326,-1.0,-0.2994813937953455$0.026163568200628984,-29.453545
1,-0.24997097810636332$0.023903917313453867,-1.0,-0.2738748954198172$0.025606498375528326,-29.627916
1,-0.2278964313265176$0.02207454677984571,-1.0,-0.24997097810636332$0.023903917313453867,-29.702408
0,-0.20876000362160455$0.019136427704913053,-1.0,-0.2278964313265176$0.02207454677984571,-29.788038
0,-0.19264910972791954$0.01611089389368501,-1.0,-0.20876000362160455$0.019136427704913053,-29.939201
0,-0.17963218033340353$0.013016929394516024,-1.0,-0.19264910972791954$0.01611089389368501,-29.874886
0,-0.16976093965652117$0.009871240676882345,-1.0,-0.17963218033340353$0.013016929394516024,-29.756186
0,-0.1630724349662119$0.006688504690309266,-1.0,-0.16976093965652117$0.009871240676882345,-29.559044
2,-0.15759068263811787$0.005481752328094039,-1.0,-0.1630724349662119$0.006688504690309266,-29.6063
0,-0.15533470391453852$0.002255978723579342,-1.0,-0.15759068263811787$0.005481752328094039,-29.466612
0,-0.15631215231217888$-0.0009774483976403613,-1.0,-0.15533470391453852$0.002255978723579342,-29.5643
1,-0.15951972432965636$-0.003207572017477484,-1.0,-0.15631215231217888$-0.0009774483976403613,-29.73789
2,-0.16394644471154768$-0.00442672038189131,-1.0,-0.15951972432965636$-0.003207572017477484,-29.690487
0,-0.1715768294142031$-0.007630384702655431,-1.0,-0.16394644471154768$-0.00442672038189131,-29.532097
0,-0.18238327770341267$-0.01080644828920956,-1.0,-0.1715768294142031$-0.007630384702655431,-29.235249
0,-0.1963247530005166$-0.01394147529710394,-1.0,-0.18238327770341267$-0.01080644828920956,-28.95586
0,-0.21334500560806155$-0.017020252607544934,-1.0,-0.1963247530005166$-0.01394147529710394,-28.69514
0,-0.2333704453293684$-0.02002543972130685,-1.0,-0.21334500560806155$-0.017020252607544934,-28.458094
2,-0.254307811195504$-0.020937365866135586,-1.0,-0.2333704453293684$-0.02002543972130685,-28.452812
0,-0.2780522243119605$-0.023744413116456534,-1.0,-0.254307811195504$-0.020937365866135586,-28.30402
0,-0.3044761439267312$-0.0264239196147707,-1.0,-0.2780522243119605$-0.023744413116456534,-28.182102
0,-0.3334276520116397$-0.028951508084908477,-1.0,-0.3044761439267312$-0.0264239196147707,-28.09241
0,-0.36472932055891955$-0.03130166854727983,-1.0,-0.3334276520116397$-0.028951508084908477,-28.129282
0,-0.39817790951226284$-0.03344858895334327,-1.0,-0.36472932055891955$-0.03130166854727983,-27.66154
0,-0.4335451162009287$-0.03536720668866587,-1.0,-0.39817790951226284$-0.03344858895334327,-26.95507
2,-0.4685795393379162$-0.03503442313698745,-1.0,-0.4335451162009287$-0.03536720668866587,-26.953722
0,-0.5050247356141985$-0.03644519627628229,-1.0,-0.4685795393379162$-0.03503442313698745,-26.888884
0,-0.5426091651121125$-0.037584429497914115,-1.0,-0.5050247356141985$-0.03644519627628229,-26.908989
0,-0.5810510939665069$-0.038441928854394396,-1.0,-0.5426091651121125$-0.037584429497914115,-26.959341
0,-0.6200642606808018$-0.03901316671429494,-1.0,-0.5810510939665069$-0.038441928854394396,-26.974386
0,-0.6593639928201069$-0.03929973213930518,-1.0,-0.6200642606808018$-0.03901316671429494,-27.026134
1,-0.697673405811352$-0.03830941299124505,-1.0,-0.6593639928201069$-0.03929973213930518,-26.186945
0,-0.7357357966963567$-0.038062390885004696,-1.0,-0.697673405811352$-0.03830941299124505,-25.606585
0,-0.7733124052549583$-0.03757660855860161,-1.0,-0.7357357966963567$-0.038062390885004696,-25.087578
0,-0.8101864890471255$-0.036874083792167306,-1.0,-0.7733124052549583$-0.03757660855860161,-24.70142
0,-0.8461663528254787$-0.03597986377835321,-1.0,-0.8101864890471255$-0.036874083792167306,-24.528318
1,-0.880087254370994$-0.03392090154551535,-1.0,-0.8461663528254787$-0.03597986377835321,-24.615938
0,-0.9128157966115654$-0.03272854224057138,-1.0,-0.880087254370994$-0.03392090154551535,-24.315933
0,-0.9442447598102724$-0.031428963198707,-1.0,-0.9128157966115654$-0.03272854224057138,-24.088089
0,-0.9742920199788799$-0.0300472601686075,-1.0,-0.9442447598102724$-0.031428963198707,-23.878027
0,-1.0028988383404343$-0.028606818361554313,-1.0,-0.9742920199788799$-0.0300472601686075,-23.697817
0,-1.0300277009585366$-0.027128862618102302,-1.0,-1.0028988383404343$-0.028606818361554313,-23.541832
0,-1.0556598793856753$-0.02563217842713878,-1.0,-1.0300277009585366$-0.027128862618102302,-23.345871
0,-1.079792863393278$-0.02413298400760284,-1.0,-1.0556598793856753$-0.02563217842713878,-23.105047
0,-1.1024377904913312$-0.02264492709805306,-1.0,-1.079792863393278$-0.02413298400760284,-22.74892
1,-1.1226169682904483$-0.02017917779911708,-1.0,-1.1024377904913312$-0.02264492709805306,-22.589975
0,-1.1413598645604859$-0.018742896270037484,-1.0,-1.1226169682904483$-0.02017917779911708,-22.021221
0,-1.1587018478628313$-0.017341983302345428,-1.0,-1.1413598645604859$-0.018742896270037484,-21.534353
0,-1.1746824053043416$-0.015980557441510293,-1.0,-1.1587018478628313$-0.017341983302345428,-21.001326
0,-1.1893435842670064$-0.014661178962664617,-1.0,-1.1746824053043416$-0.015980557441510293,-20.48413
0,-1.2$0.0,-1.0,-1.1893435842670064$-0.014661178962664617,-20.01166
0,-1.1987581039591646$0.0012418960408353682,-1.0,-1.2$0.0,-20.322308
1,-1.195270205713714$0.003487898245450696,-1.0,-1.1987581039591646$0.0012418960408353682,-20.438593
0,-1.1905249399105031$0.004745265803210866,-1.0,-1.195270205713714$0.003487898245450696,-20.496632
0,-1.1845072411474293$0.006017698763073744,-1.0,-1.1905249399105031$0.004745265803210866,-20.632267
2,-1.1751986669553285$0.009308574192100839,-1.0,-1.1845072411474293$0.006017698763073744,-20.775885
0,-1.1645721620773635$0.01062650487796506,-1.0,-1.1751986669553285$0.009308574192100839,-20.502874
0,-1.152599051356295$0.011973110721068471,-1.0,-1.1645721620773635$0.01062650487796506,-20.562817
2,-1.1372498843472303$0.015349167009064668,-1.0,-1.152599051356295$0.011973110721068471,-20.447392
2,-1.1184913948186685$0.018758489528561635,-1.0,-1.1372498843472303$0.015349167009064668,-19.687586
2,-1.0962898692761447$0.02220152554252378,-1.0,-1.1184913948186685$0.018758489528561635,-18.923946
2,-1.0706154078874943$0.025674461388650354,-1.0,-1.0962898692761447$0.02220152554252378,-18.375673
0,-1.0434471134169179$0.027168294470576424,-1.0,-1.0706154078874943$0.025674461388650354,-18.466362
1,-1.013778977184737$0.02966813623218093,-1.0,-1.0434471134169179$0.027168294470576424,-18.141356
2,-0.9806233944447054$0.03315558274003155,-1.0,-1.013778977184737$0.02966813623218093,-17.1598
2,-0.9440175075128103$0.03660588693189505,-1.0,-0.9806233944447054$0.03315558274003155,-16.482128
