action,newObservation,reward,observation,qValue
0,-0.590272412571209$-0.000507002718375956,-1.0,-0.589765409852833$0.0,-31.21641
0,-0.5912826907274745$-0.001010278156265497,-1.0,-0.590272412571209$-0.000507002718375956,-31.19793
0,-0.5927888205970073$-0.0015061298695328057,-1.0,-0.5912826907274745$-0.001010278156265497,-31.185648
0,-0.5947797434573063$-0.0019909228602990256,-1.0,-0.5927888205970073$-0.0015061298695328057,-31.179638
0,-0.5972408571838227$-0.002461113726516379,-1.0,-0.5947797434573063$-0.0019909228602990256,-31.179955
0,-0.6001541372872535$-0.0029132801034308276,-1.0,-0.5972408571838227$-0.002461113726516379,-31.186592
2,-0.6014982864179784$-0.0013441491307248483,-1.0,-0.6001541372872535$-0.0029132801034308276,-31.237017
0,-0.6032634928166418$-0.0017652063986633528,-1.0,-0.6014982864179784$-0.0013441491307248483,-31.291462
0,-0.6054368854961754$-0.002173392679533519,-1.0,-0.6032634928166418$-0.0017652063986633528,-31.292166
0,-0.6080026400179154$-0.002565754521740063,-1.0,-0.6054368854961754$-0.002173392679533519,-31.298367
0,-0.6109421084631426$-0.0029394684452272286,-1.0,-0.6080026400179154$-0.002565754521740063,-31.310017
0,-0.6142339724305161$-0.0032918639673735913,-1.0,-0.6109421084631426$-0.0029394684452272286,-31.325947
0,-0.6178544176380124$-0.0036204452074962913,-1.0,-0.6142339724305161$-0.0032918639673735913,-31.344536
0,-0.621777328453776$-0.003922910815763578,-1.0,-0.6178544176380124$-0.0036204452074962913,-31.36768
2,-0.6239745004297457$-0.0021971719759696752,-1.0,-0.621777328453776$-0.003922910815763578,-31.428951
2,-0.6244301802816532$-0.0004556798519074769,-1.0,-0.6239745004297457$-0.0021971719759696752,-31.478588
2,-0.6231411048869258$0.001289075394727474,-1.0,-0.6244301802816532$-0.0004556798519074769,-31.367178
2,-0.6201165088923734$0.003024595994552454,-1.0,-0.6231411048869258$0.001289075394727474,-31.254492
2,-0.6153781027650702$0.004738406127303136,-1.0,-0.6201165088923734$0.003024595994552454,-31.141335
2,-0.6089600161293857$0.006418086635684507,-1.0,-0.6153781027650702$0.004738406127303136,-30.943771
2,-0.6009086946489198$0.00805132148046586,-1.0,-0.6089600161293857$0.006418086635684507,-30.761942
2,-0.5912827330745326$0.009625961574387195,-1.0,-0.6009086946489198$0.00805132148046586,-30.518585
2,-0.5801526229023347$0.011130110172197895,-1.0,-0.5912827330745326$0.009625961574387195,-30.358105
2,-0.5676003908295182$0.01255223207281653,-1.0,-0.5801526229023347$0.011130110172197895,-30.251493
2,-0.5537191042333153$0.013881286596202866,-1.0,-0.5676003908295182$0.01255223207281653,-30.163929
2,-0.5386122224665303$0.01510688176678497,-1.0,-0.5537191042333153$0.013881286596202866,-30.113577
2,-0.5223927779153259$0.016219444551204394,-1.0,-0.5386122224665303$0.01510688176678497,-30.114567
2,-0.5051823783270109$0.01721039958831503,-1.0,-0.5223927779153259$0.016219444551204394,-30.136127
2,-0.4871100314595057$0.018072346867505168,-1.0,-0.5051823783270109$0.01721039958831503,-30.139307
2,-0.468310803951199$0.0187992275083067,-1.0,-0.4871100314595057$0.018072346867505168,-30.05036
