action,newObservation,reward,observation,qValue
0,-0.5297004927921655$-0.0009614495203827607,-1.0,-0.5287390432717827$0.0,-31.343937
0,-0.5316161819892448$-0.001915689197079317,-1.0,-0.5297004927921655$-0.0009614495203827607,-31.327944
0,-0.534471746435904$-0.0028555644466591932,-1.0,-0.5316161819892448$-0.001915689197079317,-31.260231
0,-0.5382457780614741$-0.0037740316255700955,-1.0,-0.534471746435904$-0.0028555644466591932,-31.052073
0,-0.5429099925159203$-0.0046642144544461915,-1.0,-0.5382457780614741$-0.0037740316255700955,-30.914265
0,-0.5484294538478764$-0.005519461331956174,-1.0,-0.5429099925159203$-0.0046642144544461915,-30.86453
0,-0.5547628572789353$-0.00633340343105876,-1.0,-0.5484294538478764$-0.005519461331956174,-30.815342
0,-0.5618628704473605$-0.007100013168425265,-1.0,-0.5547628572789353$-0.00633340343105876,-30.76706
0,-0.5696765327596051$-0.00781366231224455,-1.0,-0.5618628704473605$-0.007100013168425265,-30.720043
0,-0.5781457114345077$-0.008469178674902622,-1.0,-0.5696765327596051$-0.00781366231224455,-30.690207
0,-0.5872076114912574$-0.009061900056749743,-1.0,-0.5781457114345077$-0.008469178674902622,-30.668533
0,-0.5967953353869598$-0.009587723895702383,-1.0,-0.5872076114912574$-0.009061900056749743,-30.747448
0,-0.6068384863480095$-0.01004315096104973,-1.0,-0.5967953353869598$-0.009587723895702383,-30.83648
0,-0.6172638077759418$-0.010425321427932264,-1.0,-0.6068384863480095$-0.01004315096104973,-30.919325
0,-0.6279958495675869$-0.010732041791645105,-1.0,-0.6172638077759418$-0.010425321427932264,-30.951126
0,-0.6389576508949937$-0.010961801327406743,-1.0,-0.6279958495675869$-0.010732041791645105,-30.98732
0,-0.6500714280542927$-0.011113777159299119,-1.0,-0.6389576508949937$-0.010961801327406743,-30.910316
0,-0.6612592555030776$-0.011187827448784833,-1.0,-0.6500714280542927$-0.011113777159299119,-30.82807
0,-0.6724437282199548$-0.01118447271687712,-1.0,-0.6612592555030776$-0.011187827448784833,-30.754463
