action,newObservation,reward,observation,qValue
0,-0.47104603759238617$-0.0014029025094660697,-1.0,-0.4696431350829201$0.0,-31.094967
0,-0.4738414548440185$-0.0027954172516323345,-1.0,-0.47104603759238617$-0.0014029025094660697,-31.01464
0,-0.4780086676713384$-0.004167212827319909,-1.0,-0.4738414548440185$-0.0027954172516323345,-30.943052
0,-0.4835167412870986$-0.005508073615760185,-1.0,-0.4780086676713384$-0.004167212827319909,-30.886913
0,-0.4903247062448062$-0.006807964957707577,-1.0,-0.4835167412870986$-0.005508073615760185,-30.850845
0,-0.49838181248088753$-0.00805710623608137,-1.0,-0.4903247062448062$-0.006807964957707577,-30.835579
0,-0.5076278655943153$-0.00924605311342773,-1.0,-0.49838181248088753$-0.00805710623608137,-30.637861
0,-0.5179936547089138$-0.010365789114598532,-1.0,-0.5076278655943153$-0.00924605311342773,-30.439926
2,-0.5274014802491058$-0.009407825540192021,-1.0,-0.5179936547089138$-0.010365789114598532,-30.442574
0,-0.5377807861230418$-0.010379305873935993,-1.0,-0.5274014802491058$-0.009407825540192021,-30.526812
0,-0.5490537590048583$-0.011272972881816517,-1.0,-0.5377807861230418$-0.010379305873935993,-30.486404
2,-0.5591360050113096$-0.010082246006451292,-1.0,-0.5490537590048583$-0.011272972881816517,-30.506664
0,-0.5699522264078062$-0.010816221396496664,-1.0,-0.5591360050113096$-0.010082246006451292,-30.542198
0,-0.5814219163065$-0.011469689898693777,-1.0,-0.5699522264078062$-0.010816221396496664,-30.500359
0,-0.59346010437122$-0.012038188064719992,-1.0,-0.5814219163065$-0.011469689898693777,-30.54163
0,-0.6059781599169954$-0.012518055545775408,-1.0,-0.59346010437122$-0.012038188064719992,-30.653118
0,-0.618884640285895$-0.012906480368899576,-1.0,-0.6059781599169954$-0.012518055545775408,-30.69329
0,-0.6320861697849472$-0.013201529499052254,-1.0,-0.618884640285895$-0.012906480368899576,-30.745886
0,-0.6454883324355598$-0.013402162650612585,-1.0,-0.6320861697849472$-0.013201529499052254,-30.689735
0,-0.6589965604970619$-0.013508228061502123,-1.0,-0.6454883324355598$-0.013402162650612585,-30.58854
1,-0.6715170003217832$-0.012520439824721234,-1.0,-0.6589965604970619$-0.013508228061502123,-30.609816
0,-0.683964106390427$-0.012447106068643821,-1.0,-0.6715170003217832$-0.012520439824721234,-30.539871
0,-0.6962543348648815$-0.012290228474454478,-1.0,-0.683964106390427$-0.012447106068643821,-30.475183
0,-0.7083067769495717$-0.012052442084690154,-1.0,-0.6962543348648815$-0.012290228474454478,-30.433575
2,-0.7180437225623162$-0.009736945612744533,-1.0,-0.7083067769495717$-0.012052442084690154,-30.376198
0,-0.7274036422897058$-0.00935991972738959,-1.0,-0.7180437225623162$-0.009736945612744533,-30.473707
0,-0.7363284961153951$-0.008924853825689303,-1.0,-0.7274036422897058$-0.00935991972738959,-30.332767
