action,newObservation,reward,observation,qValue
0,-0.4836260394221486$-0.0013088208393518268,-1.0,-0.48231721858279675$0.0,-31.188503
2,-0.48423393777052365$-0.0006078983483750482,-1.0,-0.4836260394221486$-0.0013088208393518268,-31.250978
0,-0.48613638663798436$-0.001902448867460728,-1.0,-0.48423393777052365$-0.0006078983483750482,-31.172985
0,-0.4893192123176264$-0.0031828256796420087,-1.0,-0.48613638663798436$-0.001902448867460728,-31.121717
0,-0.49375868179435245$-0.004439469476726075,-1.0,-0.4893192123176264$-0.0031828256796420087,-31.062895
0,-0.4994216531756673$-0.005662971381314848,-1.0,-0.49375868179435245$-0.004439469476726075,-31.025505
0,-0.506265794028233$-0.006844140852565722,-1.0,-0.4994216531756673$-0.005662971381314848,-31.003513
0,-0.514239873667394$-0.00797407963916096,-1.0,-0.506265794028233$-0.006844140852565722,-30.794552
0,-0.5232841358493557$-0.009044262181961764,-1.0,-0.514239873667394$-0.00797407963916096,-30.596254
0,-0.5333307578290841$-0.010046621979728413,-1.0,-0.5232841358493557$-0.009044262181961764,-30.540869
0,-0.5443044003111069$-0.010973642482022835,-1.0,-0.5333307578290841$-0.010046621979728413,-30.49617
2,-0.5541228504544916$-0.009818450143384722,-1.0,-0.5443044003111069$-0.010973642482022835,-30.518595
1,-0.5637126898508165$-0.009589839396324813,-1.0,-0.5541228504544916$-0.009818450143384722,-30.61994
0,-0.5740024005335094$-0.01028971068269288,-1.0,-0.5637126898508165$-0.009589839396324813,-30.586235
0,-0.5849155229646688$-0.010913122431159331,-1.0,-0.5740024005335094$-0.01028971068269288,-30.547762
0,-0.5963713589276566$-0.011455835962987777,-1.0,-0.5849155229646688$-0.010913122431159331,-30.626776
2,-0.6062857258617234$-0.009914366934066816,-1.0,-0.5963713589276566$-0.011455835962987777,-30.812313
0,-0.6165862812219931$-0.010300555360269768,-1.0,-0.6062857258617234$-0.009914366934066816,-30.92667
0,-0.62719844052924$-0.010612159307246868,-1.0,-0.6165862812219931$-0.010300555360269768,-30.957375
0,-0.6380460512151063$-0.010847610685866222,-1.0,-0.62719844052924$-0.010612159307246868,-30.993092
2,-0.6470520725335389$-0.009006021318432693,-1.0,-0.6380460512151063$-0.010847610685866222,-31.010353
0,-0.6561532164905245$-0.00910114395698555,-1.0,-0.6470520725335389$-0.009006021318432693,-31.090769
0,-0.6652861978004959$-0.009132981309971403,-1.0,-0.6561532164905245$-0.00910114395698555,-31.026829
0,-0.6743882353398812$-0.009102037539385275,-1.0,-0.6652861978004959$-0.009132981309971403,-30.970064
0,-0.6833975305982176$-0.009009295258336342,-1.0,-0.6743882353398812$-0.009102037539385275,-30.920792
0,-0.6922537169027145$-0.0088561863044969,-1.0,-0.6833975305982176$-0.009009295258336342,-30.879236
0,-0.7008982741965375$-0.008644557293822967,-1.0,-0.6922537169027145$-0.0088561863044969,-30.845299
0,-0.7092749053284287$-0.008376631131891193,-1.0,-0.7008982741965375$-0.008644557293822967,-30.831099
0,-0.717329871100646$-0.008054965772217326,-1.0,-0.7092749053284287$-0.008376631131891193,-30.788513
0,-0.7250122826579278$-0.007682411557281754,-1.0,-0.717329871100646$-0.008054965772217326,-30.667086
2,-0.730274351116804$-0.005262068458876236,-1.0,-0.7250122826579278$-0.007682411557281754,-30.525099
2,-0.7330837772944364$-0.002809426177632391,-1.0,-0.730274351116804$-0.005262068458876236,-30.47107
2,-0.7334234643298105$-0.00033968703537414196,-1.0,-0.7330837772944364$-0.002809426177632391,-30.473734
2,-0.7312913520964375$0.0021321122333731093,-1.0,-0.7334234643298105$-0.00033968703537414196,-30.517769
2,-0.7267003966070352$0.004590955489402221,-1.0,-0.7312913520964375$0.0021321122333731093,-30.598074
2,-0.7196786972323967$0.0070216993746384255,-1.0,-0.7267003966070352$0.004590955489402221,-30.627413
2,-0.7102697540807617$0.009408943151635145,-1.0,-0.7196786972323967$0.0070216993746384255,-30.640368
2,-0.6985328180353756$0.011736936045386033,-1.0,-0.7102697540807617$0.009408943151635145,-30.600157
2,-0.6845432775627701$0.01398954047260549,-1.0,-0.6985328180353756$0.011736936045386033,-30.661175
2,-0.668393010530753$0.016150267032017107,-1.0,-0.6845432775627701$0.01398954047260549,-30.247507
2,-0.6501906172122714$0.01820239331848148,-1.0,-0.668393010530753$0.016150267032017107,-29.791561
2,-0.6300614438989682$0.02012917331330319,-1.0,-0.6501906172122714$0.01820239331848148,-29.352495
