action,newObservation,reward,observation,qValue
0,-0.5258364334376617$-0.000990647443849009,-1.0,-0.5248457859938127$0.0,-31.3369
0,-0.5278102985737625$-0.0019738651361008073,-1.0,-0.5258364334376617$-0.000990647443849009,-31.320415
0,-0.5307525781279097$-0.0029422795541471647,-1.0,-0.5278102985737625$-0.0019738651361008073,-31.305847
1,-0.5336412082817203$-0.002888630153810641,-1.0,-0.5307525781279097$-0.0029422795541471647,-31.156002
0,-0.5374545315837072$-0.0038133233019867546,-1.0,-0.5336412082817203$-0.002888630153810641,-31.06315
0,-0.5421639666388411$-0.004709435055134041,-1.0,-0.5374545315837072$-0.0038133233019867546,-30.913422
0,-0.5477342347364623$-0.005570268097621226,-1.0,-0.5421639666388411$-0.004709435055134041,-30.863338
0,-0.5541236450173076$-0.0063894102808453234,-1.0,-0.5477342347364623$-0.005570268097621226,-30.813805
0,-0.5612844386168405$-0.00716079359953293,-1.0,-0.5541236450173076$-0.0063894102808453234,-30.765192
0,-0.5691631914762006$-0.00787875285936013,-1.0,-0.5612844386168405$-0.00716079359953293,-30.717865
0,-0.5777012744390637$-0.008538082962863038,-1.0,-0.5691631914762006$-0.00787875285936013,-30.685226
0,-0.5868353678920071$-0.009134093452943366,-1.0,-0.5777012744390637$-0.008538082962863038,-30.66346
0,-0.5964980266282132$-0.009662658736206127,-1.0,-0.5868353678920071$-0.009134093452943366,-30.739511
0,-0.6066182889170194$-0.01012026228880626,-1.0,-0.5964980266282132$-0.009662658736206127,-30.829304
0,-0.6171223220622872$-0.010504033145267797,-1.0,-0.6066182889170194$-0.01012026228880626,-30.911568
0,-0.6279340951584786$-0.010811773096191388,-1.0,-0.6171223220622872$-0.010504033145267797,-30.943712
0,-0.6389760684314899$-0.011041973273011284,-1.0,-0.6279340951584786$-0.010811773096191388,-30.980549
0,-0.6501698875958725$-0.011193819164382545,-1.0,-0.6389760684314899$-0.011041973273011284,-30.900883
0,-0.6614370711616291$-0.011267183565756672,-1.0,-0.6501698875958725$-0.011193819164382545,-30.818192
0,-0.6726996786403172$-0.011262607478688146,-1.0,-0.6614370711616291$-0.011267183565756672,-30.744205
0,-0.6838809481514148$-0.011181269511097583,-1.0,-0.6726996786403172$-0.011262607478688146,-30.679302
0,-0.6949058929953522$-0.011024944843937495,-1.0,-0.6838809481514148$-0.011181269511097583,-30.62337
0,-0.7057018482809079$-0.01079595528555569,-1.0,-0.6949058929953522$-0.011024944843937495,-30.57735
0,-0.7161989605815404$-0.010497112300632497,-1.0,-0.7057018482809079$-0.01079595528555569,-30.532928
0,-0.7263306157344437$-0.010131655152903258,-1.0,-0.7161989605815404$-0.010497112300632497,-30.379887
0,-0.7360338021620652$-0.009703186427621482,-1.0,-0.7263306157344437$-0.010131655152903258,-30.245316
0,-0.745249409361591$-0.009215607199525841,-1.0,-0.7360338021620652$-0.009703186427621482,-30.112709
0,-0.7539224633552869$-0.008673053993695883,-1.0,-0.745249409361591$-0.009215607199525841,-29.950893
0,-0.7620023028223164$-0.008079839467029518,-1.0,-0.7539224633552869$-0.008673053993695883,-29.805763
0,-0.7694427012619541$-0.007440398439637778,-1.0,-0.7620023028223164$-0.008079839467029518,-29.682898
2,-0.7742019418154201$-0.004759240553465998,-1.0,-0.7694427012619541$-0.007440398439637778,-29.554827
2,-0.7762537782854295$-0.002051836470009363,-1.0,-0.7742019418154201$-0.004759240553465998,-29.527637
2,-0.775587002294908$0.0006667759905216028,-1.0,-0.7762537782854295$-0.002051836470009363,-29.630444
2,-0.7722052490575394$0.003381753237368507,-1.0,-0.775587002294908$0.0006667759905216028,-29.914846
2,-0.7661270609982135$0.006078188059325869,-1.0,-0.7722052490575394$0.003381753237368507,-30.134073
2,-0.7573862029675931$0.008740858030620427,-1.0,-0.7661270609982135$0.006078188059325869,-30.293087
2,-0.7460321973870502$0.011354005580542857,-1.0,-0.7573862029675931$0.008740858030620427,-30.290874
