action,newObservation,reward,observation,qValue
0,-0.5267857279310874$-0.000983474033111237,-1.0,-0.5258022538979761$0.0,-31.33863
0,-0.5287453001858501$-0.001959572254762746,-1.0,-0.5267857279310874$-0.000983474033111237,-31.322264
0,-0.5316662750397264$-0.002920974853876316,-1.0,-0.5287453001858501$-0.001959572254762746,-31.307804
0,-0.5355267495546514$-0.003860474514925027,-1.0,-0.5316662750397264$-0.002920974853876316,-31.096958
2,-0.5382977833557318$-0.0027710338010803258,-1.0,-0.5355267495546514$-0.003860474514925027,-30.913734
2,-0.5399586103238054$-0.0016608269680737139,-1.0,-0.5382977833557318$-0.0027710338010803258,-30.992542
0,-0.5424967877849214$-0.002538177461115898,-1.0,-0.5399586103238054$-0.0016608269680737139,-31.136503
2,-0.5438933060702501$-0.001396518285328767,-1.0,-0.5424967877849214$-0.002538177461115898,-30.961027
0,-0.5461377093946161$-0.0022444033243660113,-1.0,-0.5438933060702501$-0.001396518285328767,-31.101406
2,-0.54721319949697$-0.0010754901023538757,-1.0,-0.5461377093946161$-0.0022444033243660113,-30.969694
2,-0.5471117295270908$0.0001014699698792497,-1.0,-0.54721319949697$-0.0010754901023538757,-31.144049
0,-0.5478340586090346$-0.0007223290819437689,-1.0,-0.5471117295270908$0.0001014699698792497,-31.357426
0,-0.5493747831649656$-0.0015407245559310597,-1.0,-0.5478340586090346$-0.0007223290819437689,-31.190722
2,-0.5497223802700647$-0.00034759710509916857,-1.0,-0.5493747831649656$-0.0015407245559310597,-31.015036
0,-0.5508742508420101$-0.001151870571945423,-1.0,-0.5497223802700647$-0.00034759710509916857,-31.24449
2,-0.5508217835540773$5.246728793280374e-05,-1.0,-0.5508742508420101$-0.001151870571945423,-31.07695
0,-0.5515653705968225$-0.0007435870427451904,-1.0,-0.5508217835540773$5.246728793280374e-05,-31.31102
0,-0.5530994541676421$-0.0015340835708195434,-1.0,-0.5515653705968225$-0.0007435870427451904,-31.149477
2,-0.5534125713702458$-0.0003131172026037219,-1.0,-0.5530994541676421$-0.0015340835708195434,-31.02744
0,-0.5545023831144139$-0.001089811744168107,-1.0,-0.5534125713702458$-0.0003131172026037219,-31.214447
2,-0.5543607496916361$0.0001416334227778294,-1.0,-0.5545023831144139$-0.001089811744168107,-31.05593
0,-0.554988728811533$-0.0006279791198970121,-1.0,-0.5543607496916361$0.0001416334227778294,-31.293072
0,-0.5563816310842389$-0.0013929022727057943,-1.0,-0.554988728811533$-0.0006279791198970121,-31.137794
2,-0.5565290581119294$-0.00014742702769049627,-1.0,-0.5563816310842389$-0.0013929022727057943,-31.04567
0,-0.5574299095590548$-0.0009008514471254227,-1.0,-0.5565290581119294$-0.00014742702769049627,-31.215523
2,-0.5570774628915275$0.0003524466675273402,-1.0,-0.5574299095590548$-0.0009008514471254227,-31.075583
0,-0.55747434799768$-0.00039688510615259966,-1.0,-0.5570774628915275$0.0003524466675273402,-31.306854
1,-0.5576176034182555$-0.000143255420575475,-1.0,-0.55747434799768$-0.00039688510615259966,-31.170164
2,-0.5565061603045584$0.001111443113697174,-1.0,-0.5576176034182555$-0.000143255420575475,-31.226887
0,-0.5561483125070863$0.00035784779747209433,-1.0,-0.5565061603045584$0.001111443113697174,-31.359623
0,-0.5565467309578881$-0.00039841845080182034,-1.0,-0.5561483125070863$0.00035784779747209433,-31.31715
0,-0.5576984419284027$-0.0011517109705145461,-1.0,-0.5565467309578881$-0.00039841845080182034,-31.166744
2,-0.5575948512379831$0.00010359069041949694,-1.0,-0.5576984419284027$-0.0011517109705145461,-31.062927
0,-0.5582367317673476$-0.00064188052936443,-1.0,-0.5575948512379831$0.00010359069041949694,-31.25352
2,-0.5576192949028872$0.000617436864460333,-1.0,-0.5582367317673476$-0.00064188052936443,-31.099945
0,-0.5577471468840318$-0.000127851981144619,-1.0,-0.5576192949028872$0.000617436864460333,-31.352776
0,-0.5586193338295161$-0.0008721869454842864,-1.0,-0.5577471468840318$-0.000127851981144619,-31.207193
1,-0.5592293495158662$-0.0006100156863501393,-1.0,-0.5586193338295161$-0.0008721869454842864,-31.088778
2,-0.5585726444937447$0.0006567050221215141,-1.0,-0.5592293495158662$-0.0006100156863501393,-31.097082
1,-0.5576541164542744$0.0009185280394702861,-1.0,-0.5585726444937447$0.0006567050221215141,-31.388254
0,-0.5574806174591868$0.00017349899508762993,-1.0,-0.5576541164542744$0.0009185280394702861,-31.356766
0,-0.5580534420002127$-0.0005728245410258988,-1.0,-0.5574806174591868$0.00017349899508762993,-31.268194
0,-0.5593683164445535$-0.0013148744443408345,-1.0,-0.5580534420002127$-0.0005728245410258988,-31.117981
0,-0.5614154339003014$-0.0020471174557478507,-1.0,-0.5593683164445535$-0.0013148744443408345,-31.059063
0,-0.5641795344452432$-0.002764100544941809,-1.0,-0.5614154339003014$-0.0020471174557478507,-31.019356
0,-0.567640030560398$-0.003460496115154852,-1.0,-0.5641795344452432$-0.002764100544941809,-30.982063
0,-0.5717711774430034$-0.004131146882605364,-1.0,-0.567640030560398$-0.003460496115154852,-30.947464
0,-0.5765422876133242$-0.0047711101703207075,-1.0,-0.5717711774430034$-0.004131146882605364,-30.91581
0,-0.581917988855623$-0.005375701242298839,-1.0,-0.5765422876133242$-0.0047711101703207075,-30.887337
0,-0.5878585240374301$-0.005940535181807173,-1.0,-0.581917988855623$-0.005375701242298839,-30.862633
0,-0.5943200907373793$-0.006461566699949191,-1.0,-0.5878585240374301$-0.005940535181807173,-30.90623
0,-0.601255217898236$-0.00693512716085669,-1.0,-0.5943200907373793$-0.006461566699949191,-30.958176
0,-0.6086131759388982$-0.007357958040662146,-1.0,-0.601255217898236$-0.00693512716085669,-31.018066
0,-0.616340415948455$-0.007727240009556874,-1.0,-0.6086131759388982$-0.007357958040662146,-31.085457
2,-0.6223810327960194$-0.006040616847564387,-1.0,-0.616340415948455$-0.007727240009556874,-31.216682
