action,newObservation,reward,observation,qValue
0,-0.5631656534032735$-0.0007092272304104273,-1.0,-0.5624564261728631$0.0,-31.185085
0,-0.5645788254231168$-0.0014131720198432545,-1.0,-0.5631656534032735$-0.0007092272304104273,-31.10339
0,-0.5666854207143404$-0.0021065952912236083,-1.0,-0.5645788254231168$-0.0014131720198432545,-31.064053
0,-0.5694697652873666$-0.0027843445730261936,-1.0,-0.5666854207143404$-0.0021065952912236083,-31.026798
0,-0.5729111622525841$-0.0034413969652175268,-1.0,-0.5694697652873666$-0.0027843445730261936,-30.991905
0,-0.5769840638693006$-0.004072901616716442,-1.0,-0.5729111622525841$-0.0034413969652175268,-30.959625
0,-0.5816582852893313$-0.004674221420030656,-1.0,-0.5769840638693006$-0.004072901616716442,-30.930206
0,-0.5868992588225705$-0.0052409735332392265,-1.0,-0.5816582852893313$-0.004674221420030656,-30.90385
1,-0.5916683270627576$-0.004769068240187039,-1.0,-0.5868992588225705$-0.0052409735332392265,-30.978373
0,-0.5969304145013516$-0.005262087438594002,-1.0,-0.5916683270627576$-0.004769068240187039,-31.008396
0,-0.602646940284177$-0.005716525782825293,-1.0,-0.5969304145013516$-0.005262087438594002,-31.04737
0,-0.608776146067666$-0.00612920578348901,-1.0,-0.602646940284177$-0.005716525782825293,-31.093636
0,-0.6152734511572094$-0.006497305089543478,-1.0,-0.608776146067666$-0.00612920578348901,-31.14685
0,-0.6220918310948609$-0.006818379937651395,-1.0,-0.6152734511572094$-0.006497305089543478,-31.206615
0,-0.6291822153218799$-0.007090384227019025,-1.0,-0.6220918310948609$-0.006818379937651395,-31.260284
0,-0.636493899066579$-0.007311683744699196,-1.0,-0.6291822153218799$-0.007090384227019025,-31.288437
0,-0.643974964233431$-0.0074810651668520125,-1.0,-0.636493899066579$-0.007311683744699196,-31.306726
0,-0.6515727038253878$-0.007597739591956768,-1.0,-0.643974964233431$-0.0074810651668520125,-31.286007
0,-0.6592340443414174$-0.00766134051602966,-1.0,-0.6515727038253878$-0.007597739591956768,-31.2283
0,-0.6669059606703788$-0.00767191632896134,-1.0,-0.6592340443414174$-0.00766134051602966,-31.176392
0,-0.6745358782555276$-0.0076299175851488885,-1.0,-0.6669059606703788$-0.00767191632896134,-31.130592
0,-0.6820720577256014$-0.007536179470073747,-1.0,-0.6745358782555276$-0.0076299175851488885,-31.091152
0,-0.6894639577626955$-0.007391900037094076,-1.0,-0.6820720577256014$-0.007536179470073747,-31.058271
0,-0.696662572679052$-0.007198614916356478,-1.0,-0.6894639577626955$-0.007391900037094076,-30.986626
2,-0.7016207419721852$-0.004958169293133178,-1.0,-0.696662572679052$-0.007198614916356478,-30.91283
2,-0.7043063181667336$-0.0026855761945484983,-1.0,-0.7016207419721852$-0.004958169293133178,-30.814865
2,-0.7047020057906215$-0.0003956876238878247,-1.0,-0.7043063181667336$-0.0026855761945484983,-30.7501
2,-0.7028052636123158$0.0018967421783057325,-1.0,-0.7047020057906215$-0.0003956876238878247,-30.717888
2,-0.6986282896079276$0.004176974004388202,-1.0,-0.7028052636123158$0.0018967421783057325,-30.80542
2,-0.6921980915529232$0.0064301980550043394,-1.0,-0.6986282896079276$0.004176974004388202,-30.9202
2,-0.683556629423351$0.00864146212957213,-1.0,-0.6921980915529232$0.0064301980550043394,-30.939644
2,-0.6727609997399763$0.010795629683374728,-1.0,-0.683556629423351$0.00864146212957213,-30.86344
2,-0.6598836174461917$0.01287738229378451,-1.0,-0.6727609997399763$0.010795629683374728,-30.506052
1,-0.6460123388318365$0.013871278614355272,-1.0,-0.6598836174461917$0.01287738229378451,-30.44604
2,-0.6302434565221047$0.015768882309731867,-1.0,-0.6460123388318365$0.013871278614355272,-29.918615
2,-0.6126883143348866$0.017555142187218056,-1.0,-0.6302434565221047$0.015768882309731867,-29.560766
0,-0.5954729271056947$0.0172153872291919,-1.0,-0.6126883143348866$0.017555142187218056,-29.740858
2,-0.5767226511007391$0.018750276004955567,-1.0,-0.5954729271056947$0.0172153872291919,-29.231647
2,-0.5565756305264202$0.0201470205743188,-1.0,-0.5767226511007391$0.018750276004955567,-29.112642
2,-0.5351816867839357$0.02139394374248452,-1.0,-0.5565756305264202$0.0201470205743188,-29.124128
2,-0.5127008886890906$0.022480798094845125,-1.0,-0.5351816867839357$0.02139394374248452,-29.161484
2,-0.4893018101862379$0.023399078502852652,-1.0,-0.5127008886890906$0.022480798094845125,-29.23668
2,-0.46515950530655775$0.02414230487968017,-1.0,-0.4893018101862379$0.023399078502852652,-29.332172
2,-0.4404532531408744$0.024706252165683357,-1.0,-0.46515950530655775$0.02414230487968017,-29.66336
2,-0.4153641459830451$0.02508910715782928,-1.0,-0.4404532531408744$0.024706252165683357,-29.71281
2,-0.3900726092299956$0.02529153675304953,-1.0,-0.4153641459830451$0.02508910715782928,-29.654959
2,-0.36475595025214086$0.025316658977854723,-1.0,-0.3900726092299956$0.02529153675304953,-29.627438
2,-0.3395860342118862$0.025169916040254644,-1.0,-0.36475595025214086$0.025316658977854723,-29.576769
2,-0.3147271776168572$0.02485885659502902,-1.0,-0.3395860342118862$0.025169916040254644,-29.568644
2,-0.2903343361414982$0.02439284147535905,-1.0,-0.3147271776168572$0.02485885659502902,-29.61514
2,-0.26655164365276296$0.02378269248873519,-1.0,-0.2903343361414982$0.02439284147535905,-29.681208
1,-0.24451133667713215$0.02204030697563081,-1.0,-0.26655164365276296$0.02378269248873519,-29.779072
2,-0.22332806227637506$0.021183274400757093,-1.0,-0.24451133667713215$0.02204030697563081,-29.829302
1,-0.2041043665894689$0.01922369568690616,-1.0,-0.22332806227637506$0.021183274400757093,-29.892061
0,-0.18792647271932253$0.01617789387014636,-1.0,-0.2041043665894689$0.01922369568690616,-29.915611
0,-0.1748616825740302$0.01306479014529233,-1.0,-0.18792647271932253$0.01617789387014636,-29.826044
0,-0.16496072204523016$0.009900960528800056,-1.0,-0.1748616825740302$0.01306479014529233,-29.69176
0,-0.15825982321278537$0.006700898832444782,-1.0,-0.16496072204523016$0.009900960528800056,-29.496767
0,-0.1547824082728674$0.0034774149399179576,-1.0,-0.15825982321278537$0.006700898832444782,-29.428051
0,-0.15454027856901423$0.00024212970385317865,-1.0,-0.1547824082728674$0.0034774149399179576,-29.51473
0,-0.15753424677531183$-0.0029939682062976084,-1.0,-0.15454027856901423$0.00024212970385317865,-29.617146
2,-0.161754181292293$-0.004219934516981154,-1.0,-0.15753424677531183$-0.0029939682062976084,-29.684555
0,-0.16918549710544867$-0.007431315813155666,-1.0,-0.161754181292293$-0.004219934516981154,-29.543438
0,-0.17980164983445177$-0.010616152729003089,-1.0,-0.16918549710544867$-0.007431315813155666,-29.24488
0,-0.1935628387293849$-0.013761188894933142,-1.0,-0.17980164983445177$-0.010616152729003089,-28.963709
0,-0.21041424044513946$-0.01685140171575457,-1.0,-0.1935628387293849$-0.013761188894933142,-28.701122
0,-0.23028387901539188$-0.019869638570252424,-1.0,-0.21041424044513946$-0.01685140171575457,-28.460102
0,-0.25308027667746974$-0.022796397662077843,-1.0,-0.23028387901539188$-0.019869638570252424,-28.266296
0,-0.2786900713652631$-0.025609794687793317,-1.0,-0.25308027667746974$-0.022796397662077843,-28.125603
0,-0.30697582593422107$-0.028285754568958012,-1.0,-0.2786900713652631$-0.025609794687793317,-28.01387
2,-0.3357742854865269$-0.028798459552305793,-1.0,-0.30697582593422107$-0.028285754568958012,-28.13559
0,-0.36690805979663577$-0.031133774310108858,-1.0,-0.3357742854865269$-0.028798459552305793,-28.148123
0,-0.40017421062809133$-0.033266150831455565,-1.0,-0.36690805979663577$-0.031133774310108858,-27.683254
0,-0.4353450379387149$-0.035170827310623556,-1.0,-0.40017421062809133$-0.033266150831455565,-26.960629
0,-0.4721700622721416$-0.03682502433342672,-1.0,-0.4353450379387149$-0.035170827310623556,-26.678556
0,-0.5103792735007749$-0.0382092112286334,-1.0,-0.4721700622721416$-0.03682502433342672,-26.668009
1,-0.54868760500769$-0.038308331506915004,-1.0,-0.5103792735007749$-0.0382092112286334,-26.930754
0,-0.5878079479053793$-0.039120342897689286,-1.0,-0.54868760500769$-0.038308331506915004,-26.861137
0,-0.6274496946210031$-0.03964174671562386,-1.0,-0.5878079479053793$-0.039120342897689286,-26.895094
0,-0.6673250988096904$-0.03987540418868727,-1.0,-0.6274496946210031$-0.03964174671562386,-26.729713
0,-0.7071556476096789$-0.03983054879998845,-1.0,-0.6673250988096904$-0.03987540418868727,-25.649067
0,-0.7466780493397452$-0.0395224017300664,-1.0,-0.7071556476096789$-0.03983054879998845,-25.18822
2,-0.7836494800835959$-0.03697143074385072,-1.0,-0.7466780493397452$-0.0395224017300664,-24.983685
0,-0.8198624419509999$-0.03621296186740401,-1.0,-0.7836494800835959$-0.03697143074385072,-24.72179
0,-0.8551346282682466$-0.035272186317246726,-1.0,-0.8198624419509999$-0.03621296186740401,-24.563354
0,-0.8893104515460224$-0.03417582327777574,-1.0,-0.8551346282682466$-0.035272186317246726,-24.360966
0,-0.9222615144137001$-0.0329510628676777,-1.0,-0.8893104515460224$-0.03417582327777574,-24.174812
0,-0.9538861325596568$-0.03162461814595678,-1.0,-0.9222615144137001$-0.0329510628676777,-23.93417
0,-0.9841080666931531$-0.03022193413349632,-1.0,-0.9538861325596568$-0.03162461814595678,-23.725574
0,-1.012874645498145$-0.028766578804991828,-1.0,-0.9841080666931531$-0.03022193413349632,-23.546232
