action,newObservation,reward,observation,qValue
0,-0.5871110137238603$-0.000530442108139069,-1.0,-0.5865805716157213$0.0,-31.194939
0,-0.588167991023148$-0.0010569772992876105,-1.0,-0.5871110137238603$-0.000530442108139069,-31.16418
0,-0.5897437220402044$-0.0015757310170564495,-1.0,-0.588167991023148$-0.0010569772992876105,-31.146202
2,-0.5898266152412291$-8.289320102473083e-05,-1.0,-0.5897437220402044$-0.0015757310170564495,-31.172482
0,-0.5904160611424779$-0.0005894459012487583,-1.0,-0.5898266152412291$-8.289320102473083e-05,-31.21313
0,-0.5915077266435219$-0.0010916655010439586,-1.0,-0.5904160611424779$-0.0005894459012487583,-31.195662
0,-0.5930935908774714$-0.001585864233949443,-1.0,-0.5915077266435219$-0.0010916655010439586,-31.184393
0,-0.595162011605962$-0.002068420728490692,-1.0,-0.5930935908774714$-0.001585864233949443,-31.179419
0,-0.5976978216592074$-0.0025358100532453616,-1.0,-0.595162011605962$-0.002068420728490692,-31.180769
0,-0.6006824546709002$-0.002984633011692849,-1.0,-0.5976978216592074$-0.0025358100532453616,-31.188435
1,-0.6030940990883126$-0.0024116444174123257,-1.0,-0.6006824546709002$-0.002984633011692849,-31.244425
0,-0.6059151642052989$-0.0028210651169863,-1.0,-0.6030940990883126$-0.0024116444174123257,-31.258867
0,-0.6091251122689324$-0.003209948063633504,-1.0,-0.6059151642052989$-0.0028210651169863,-31.272743
0,-0.6127006277236328$-0.0035755154547003377,-1.0,-0.6091251122689324$-0.003209948063633504,-31.292252
0,-0.6166158090652175$-0.003915181341584745,-1.0,-0.6127006277236328$-0.0035755154547003377,-31.315376
0,-0.6208423814588924$-0.004226572393674855,-1.0,-0.6166158090652175$-0.003915181341584745,-31.341122
0,-0.6253499279993011$-0.004507546540408698,-1.0,-0.6208423814588924$-0.004226572393674855,-31.371445
0,-0.6301061372273551$-0.00475620922805403,-1.0,-0.6253499279993011$-0.004507546540408698,-31.406122
1,-0.6340770642785154$-0.0039709270511602765,-1.0,-0.6301061372273551$-0.00475620922805403,-31.500692
0,-0.6382344909837147$-0.004157426705199243,-1.0,-0.6340770642785154$-0.0039709270511602765,-31.522736
0,-0.6425489976449945$-0.004314506661279868,-1.0,-0.6382344909837147$-0.004157426705199243,-31.541931
0,-0.6469901917072464$-0.004441194062251874,-1.0,-0.6425489976449945$-0.004314506661279868,-31.552288
0,-0.6515269410621122$-0.004536749354865846,-1.0,-0.6469901917072464$-0.004441194062251874,-31.54974
0,-0.6561276095851009$-0.0046006685229886685,-1.0,-0.6515269410621122$-0.004536749354865846,-31.525742
2,-0.6587602925296187$-0.0026326829445178267,-1.0,-0.6561276095851009$-0.0046006685229886685,-31.461477
2,-0.6594068153094017$-0.0006465227797830711,-1.0,-0.6587602925296187$-0.0026326829445178267,-31.409245
2,-0.6580627240536875$0.001344091255714211,-1.0,-0.6594068153094017$-0.0006465227797830711,-31.360298
2,-0.6547372823161459$0.0033254417375416187,-1.0,-0.6580627240536875$0.001344091255714211,-31.272346
2,-0.649453477486303$0.005283804829842935,-1.0,-0.6547372823161459$0.0033254417375416187,-31.14324
2,-0.6422480295507565$0.007205447935546476,-1.0,-0.649453477486303$0.005283804829842935,-31.051569
2,-0.6331713844287886$0.00907664512196796,-1.0,-0.6422480295507565$0.007205447935546476,-30.806543
2,-0.6222876648769754$0.010883719551813224,-1.0,-0.6331713844287886$0.00907664512196796,-30.494055
2,-0.6096745446386578$0.012613120238317597,-1.0,-0.6222876648769754$0.010883719551813224,-30.179066
2,-0.595423006809773$0.014251537828884782,-1.0,-0.6096745446386578$0.012613120238317597,-29.863907
2,-0.5796369459434607$0.015786060866312308,-1.0,-0.595423006809773$0.014251537828884782,-29.614128
2,-0.5624325757265506$0.01720437021691011,-1.0,-0.5796369459434607$0.015786060866312308,-29.544106
1,-0.5449376104051066$0.017494965321443984,-1.0,-0.5624325757265506$0.01720437021691011,-29.725122
2,-0.5262827131114063$0.018654897293700245,-1.0,-0.5449376104051066$0.017494965321443984,-29.680193
1,-0.5076076865038622$0.018675026607544016,-1.0,-0.5262827131114063$0.018654897293700245,-29.84429
2,-0.4880525470667672$0.019555139437095026,-1.0,-0.5076076865038622$0.018675026607544016,-29.905544
2,-0.46776349934971523$0.020289047717051967,-1.0,-0.4880525470667672$0.019555139437095026,-29.856714
2,-0.44689126065313656$0.020872238696578668,-1.0,-0.46776349934971523$0.020289047717051967,-30.028444
1,-0.4265892640555861$0.020301996597550446,-1.0,-0.44689126065313656$0.020872238696578668,-30.196718
1,-0.4070046116097536$0.019584652445832507,-1.0,-0.4265892640555861$0.020301996597550446,-30.422346
0,-0.38927669285950495$0.01772791875024863,-1.0,-0.4070046116097536$0.019584652445832507,-30.527304
0,-0.3735291459109074$0.015747546948597528,-1.0,-0.38927669285950495$0.01772791875024863,-30.627026
0,-0.35986948300773697$0.013659662903170458,-1.0,-0.3735291459109074$0.015747546948597528,-30.734844
2,-0.34638900425325525$0.013480478754481702,-1.0,-0.35986948300773697$0.013659662903170458,-30.8084
2,-0.3331758716318785$0.01321313262137676,-1.0,-0.34638900425325525$0.013480478754481702,-30.733383
2,-0.32031448837032356$0.012861383261554933,-1.0,-0.3331758716318785$0.01321313262137676,-30.663261
2,-0.3078849722394451$0.01242951613087844,-1.0,-0.32031448837032356$0.012861383261554933,-30.597055
2,-0.295962726756219$0.011922245483226148,-1.0,-0.3078849722394451$0.01242951613087844,-30.551352
2,-0.2846181104162007$0.01134461634001829,-1.0,-0.295962726756219$0.011922245483226148,-30.479807
0,-0.2759162004941999$0.008701909922000794,-1.0,-0.2846181104162007$0.01134461634001829,-30.39698
0,-0.26990562913684857$0.006010571357351333,-1.0,-0.2759162004941999$0.008701909922000794,-30.318735
0,-0.2666193164298319$0.003286312707016686,-1.0,-0.26990562913684857$0.006010571357351333,-30.39097
0,-0.2660750252309652$0.0005442911988666746,-1.0,-0.2666193164298319$0.003286312707016686,-30.449665
0,-0.26827568119210937$-0.002200655961144133,-1.0,-0.2660750252309652$0.0005442911988666746,-30.389702
0,-0.27320942689561467$-0.004933745703505309,-1.0,-0.26827568119210937$-0.002200655961144133,-30.272972
2,-0.27884940495205485$-0.005639978056440199,-1.0,-0.27320942689561467$-0.004933745703505309,-30.063484
0,-0.28716445598962026$-0.00831505103756542,-1.0,-0.27884940495205485$-0.005639978056440199,-29.957644
0,-0.2981077695353356$-0.01094331354571531,-1.0,-0.28716445598962026$-0.00831505103756542,-29.733562
0,-0.31161619966581466$-0.013508430130479065,-1.0,-0.2981077695353356$-0.01094331354571531,-29.530487
0,-0.3276094803879809$-0.015993280722166187,-1.0,-0.31161619966581466$-0.013508430130479065,-29.361862
0,-0.3459894393822426$-0.01837995899426168,-1.0,-0.3276094803879809$-0.015993280722166187,-29.294172
0,-0.3666393267321939$-0.020649887349951337,-1.0,-0.3459894393822426$-0.01837995899426168,-29.261192
0,-0.38942338712352587$-0.02278406039133195,-1.0,-0.3666393267321939$-0.020649887349951337,-29.03731
0,-0.41418680713918904$-0.02476342001566317,-1.0,-0.38942338712352587$-0.02278406039133195,-28.789825
0,-0.44075616119693667$-0.026569354057747647,-1.0,-0.41418680713918904$-0.02476342001566317,-28.104513
0,-0.4689404585063617$-0.02818429730942503,-1.0,-0.44075616119693667$-0.026569354057747647,-27.87041
0,-0.49853285861078395$-0.02959240010442225,-1.0,-0.4689404585063617$-0.02818429730942503,-27.815266
0,-0.5293130759673437$-0.030780217356559746,-1.0,-0.49853285861078395$-0.02959240010442225,-27.796156
0,-0.5610504381702462$-0.03173736220290258,-1.0,-0.5293130759673437$-0.030780217356559746,-27.813637
0,-0.5935075035014963$-0.03245706533124998,-1.0,-0.5610504381702462$-0.03173736220290258,-27.952215
0,-0.6264440886046517$-0.032936585103155495,-1.0,-0.5935075035014963$-0.03245706533124998,-27.973112
0,-0.6596215136188612$-0.033177425014209554,-1.0,-0.6264440886046517$-0.032936585103155495,-27.871117
0,-0.6928068463725388$-0.033185332753677556,-1.0,-0.6596215136188612$-0.033177425014209554,-27.106956
0,-0.7257769230875623$-0.03297007671502345,-1.0,-0.6928068463725388$-0.033185332753677556,-26.71785
0,-0.7583219410817528$-0.03254501799419052,-1.0,-0.7257769230875623$-0.03297007671502345,-26.215569
0,-0.7902484563633808$-0.03192651528162809,-1.0,-0.7583219410817528$-0.03254501799419052,-25.766068
0,-0.8213816701765255$-0.031133213813144673,-1.0,-0.7902484563633808$-0.03192651528162809,-25.50705
1,-0.8505669462684465$-0.029185276091920957,-1.0,-0.8213816701765255$-0.031133213813144673,-25.560217
0,-0.8786747201996811$-0.02810777393123458,-1.0,-0.8505669462684465$-0.029185276091920957,-25.319393
0,-0.9055952459012131$-0.026920525701532066,-1.0,-0.8786747201996811$-0.02810777393123458,-25.201963
0,-0.9312379757813355$-0.025642729880122395,-1.0,-0.9055952459012131$-0.026920525701532066,-25.04063
0,-0.9555304607141423$-0.024292484932806828,-1.0,-0.9312379757813355$-0.025642729880122395,-24.901443
0,-0.9784168835160245$-0.022886422801882272,-1.0,-0.9555304607141423$-0.024292484932806828,-24.790277
0,-0.9998563390298492$-0.021439455513824618,-1.0,-0.9784168835160245$-0.022886422801882272,-24.704369
0,-1.0198209655828068$-0.01996462655295755,-1.0,-0.9998563390298492$-0.021439455513824618,-24.607132
0,-1.038294019018546$-0.01847305343573919,-1.0,-1.0198209655828068$-0.01996462655295755,-24.465633
0,-1.0552679642212226$-0.01697394520267661,-1.0,-1.038294019018546$-0.01847305343573919,-24.066303
0,-1.070742642118229$-0.015474677897006277,-1.0,-1.0552679642212226$-0.01697394520267661,-23.71632
0,-1.0847235540997884$-0.013980911981559546,-1.0,-1.070742642118229$-0.015474677897006277,-23.453587
0,-1.0972202916166576$-0.01249673751686916,-1.0,-1.0847235540997884$-0.013980911981559546,-23.226349
