action,newObservation,reward,observation,qValue
0,-0.5977523274556834$-0.0004517292179042426,-1.0,-0.5973005982377791$0.0,-31.288643
0,-0.5986524809048794$-0.000900153449196047,-1.0,-0.5977523274556834$-0.0004517292179042426,-31.289915
0,-0.5999944758188643$-0.0013419949139849225,-1.0,-0.5986524809048794$-0.000900153449196047,-31.278965
0,-0.6017685058440249$-0.0017740300251605405,-1.0,-0.5999944758188643$-0.0013419949139849225,-31.273615
0,-0.6039616217730869$-0.0021931159290619904,-1.0,-0.6017685058440249$-0.0017740300251605405,-31.273888
0,-0.6065578381416606$-0.0025962163685737246,-1.0,-0.6039616217730869$-0.0021931159290619904,-31.279797
1,-0.6085382647685378$-0.001980426626877126,-1.0,-0.6065578381416606$-0.0025962163685737246,-31.333183
0,-0.6108885170400343$-0.002350252271496538,-1.0,-0.6085382647685378$-0.001980426626877126,-31.344498
0,-0.6135915530580922$-0.002703036018057903,-1.0,-0.6108885170400343$-0.002350252271496538,-31.352362
0,-0.61662781269114$-0.0030362596330477222,-1.0,-0.6135915530580922$-0.002703036018057903,-31.36472
0,-0.6199753768320303$-0.0033475641408903336,-1.0,-0.61662781269114$-0.0030362596330477222,-31.381485
0,-0.6236101453312486$-0.003634768499218341,-1.0,-0.6199753768320303$-0.0033475641408903336,-31.402538
0,-0.6275060318498377$-0.0038958865185890934,-1.0,-0.6236101453312486$-0.003634768499218341,-31.427729
0,-0.6316351736643099$-0.00412914181447226,-1.0,-0.6275060318498377$-0.0038958865185890934,-31.456865
0,-0.6359681542625022$-0.004332980598192303,-1.0,-0.6316351736643099$-0.00412914181447226,-31.489733
0,-0.6404742364026923$-0.004506082140190097,-1.0,-0.6359681542625022$-0.004332980598192303,-31.515072
0,-0.6451216031761451$-0.00464736677345284,-1.0,-0.6404742364026923$-0.004506082140190097,-31.535044
0,-0.6498776045227874$-0.004756001346642311,-1.0,-0.6451216031761451$-0.00464736677345284,-31.549084
0,-0.654709006606927$-0.004831402084139593,-1.0,-0.6498776045227874$-0.004756001346642311,-31.535099
0,-0.6595822414691379$-0.004873234862210944,-1.0,-0.654709006606927$-0.004831402084139593,-31.47826
2,-0.6624636544337994$-0.0028814129646615116,-1.0,-0.6595822414691379$-0.004873234862210944,-31.415222
0,-0.665333445660884$-0.0028697912270846766,-1.0,-0.6624636544337994$-0.0028814129646615116,-31.472729
2,-0.6661719703021071$-0.0008385246412230011,-1.0,-0.665333445660884$-0.0028697912270846766,-31.312893
2,-0.6649735026924236$0.0011984676096834582,-1.0,-0.6661719703021071$-0.0008385246412230011,-31.290512
2,-0.6617462282854062$0.0032272744070173916,-1.0,-0.6649735026924236$0.0011984676096834582,-31.263767
2,-0.6565122549771785$0.005233973308227681,-1.0,-0.6617462282854062$0.0032272744070173916,-31.153828
2,-0.6493076369179303$0.007204618059248269,-1.0,-0.6565122549771785$0.005233973308227681,-31.084103
2,-0.6401823926037588$0.009125244314171459,-1.0,-0.6493076369179303$0.007204618059248269,-30.850704
2,-0.629200488906941$0.010981903696817705,-1.0,-0.6401823926037588$0.009125244314171459,-30.531162
0,-0.6184397544950546$0.01076073441188639,-1.0,-0.629200488906941$0.010981903696817705,-30.672314
2,-0.6059772710832827$0.01246248341177187,-1.0,-0.6184397544950546$0.01076073441188639,-30.171873
2,-0.5919032189583459$0.014074052124936873,-1.0,-0.6059772710832827$0.01246248341177187,-29.86143
2,-0.5763204610734008$0.015582757884945007,-1.0,-0.5919032189583459$0.014074052124936873,-29.66299
2,-0.5593439371058136$0.016976523967587163,-1.0,-0.5763204610734008$0.015582757884945007,-29.614962
2,-0.5410998379436567$0.018244099162156965,-1.0,-0.5593439371058136$0.016976523967587163,-29.599705
2,-0.5217245411095481$0.019375296834108498,-1.0,-0.5410998379436567$0.018244099162156965,-29.602367
2,-0.5013633009600384$0.02036124014950967,-1.0,-0.5217245411095481$0.019375296834108498,-29.635891
2,-0.4801687032200341$0.02119459774000436,-1.0,-0.5013633009600384$0.02036124014950967,-29.703741
2,-0.4582989102435501$0.02186979297648401,-1.0,-0.4801687032200341$0.02119459774000436,-29.692924
