action,newObservation,reward,observation,qValue
0,-0.5549440335769454$-0.0007710145678454423,-1.0,-0.5541730190091$0.0,-31.267513
0,-0.5564803050287356$-0.0015362714517901882,-1.0,-0.5549440335769454$-0.0007710145678454423,-31.110546
2,-0.5567703647678759$-0.00029005973914033104,-1.0,-0.5564803050287356$-0.0015362714517901882,-31.038258
0,-0.5578120480156089$-0.00104168324773304,-1.0,-0.5567703647678759$-0.00029005973914033104,-31.185497
2,-0.5575975820260762$0.00021446598953265357,-1.0,-0.5578120480156089$-0.00104168324773304,-31.069227
0,-0.5581285668818502$-0.0005309848557739236,-1.0,-0.5575975820260762$0.00021446598953265357,-31.274961
0,-0.5594010412181148$-0.0012724743362647031,-1.0,-0.5581285668818502$-0.0005309848557739236,-31.125336
0,-0.561405514543034$-0.002004473324919119,-1.0,-0.5594010412181148$-0.0012724743362647031,-31.06168
0,-0.5641270448741988$-0.002721530331164837,-1.0,-0.561405514543034$-0.002004473324919119,-31.021896
0,-0.567545361537383$-0.003418316663184118,-1.0,-0.5641270448741988$-0.002721530331164837,-30.98451
2,-0.5696350328106946$-0.0020896712733115895,-1.0,-0.567545361537383$-0.003418316663184118,-30.972593
0,-0.5723805287299355$-0.0027454959192408654,-1.0,-0.5696350328106946$-0.0020896712733115895,-31.033983
0,-0.5757614660474774$-0.003380937317541828,-1.0,-0.5723805287299355$-0.0027454959192408654,-31.000326
0,-0.5797527779663385$-0.003991311918861137,-1.0,-0.5757614660474774$-0.003380937317541828,-30.969221
0,-0.5843249240671972$-0.004572146100858649,-1.0,-0.5797527779663385$-0.003991311918861137,-30.940895
0,-0.589444139176304$-0.005119215109106846,-1.0,-0.5843249240671972$-0.004572146100858649,-30.930248
0,-0.5950727194477345$-0.005628580271430574,-1.0,-0.589444139176304$-0.005119215109106846,-30.9649
0,-0.6011693433798043$-0.006096623932069781,-1.0,-0.5950727194477345$-0.005628580271430574,-31.007458
0,-0.6076894248705689$-0.006520081490764533,-1.0,-0.6011693433798043$-0.006096623932069781,-31.057604
0,-0.6145854947680737$-0.00689606989750478,-1.0,-0.6076894248705689$-0.006520081490764533,-31.114967
2,-0.6198076067216836$-0.005222111953609942,-1.0,-0.6145854947680737$-0.00689606989750478,-31.23341
0,-0.6253181291716052$-0.005510522449921653,-1.0,-0.6198076067216836$-0.005222111953609942,-31.314955
0,-0.6310775417785431$-0.005759412606937882,-1.0,-0.6253181291716052$-0.005510522449921653,-31.359867
0,-0.6370447587714064$-0.00596721699286333,-1.0,-0.6310775417785431$-0.005759412606937882,-31.390022
0,-0.6431774615728272$-0.006132702801420719,-1.0,-0.6370447587714064$-0.00596721699286333,-31.417837
0,-0.6494324367921787$-0.006254975219351509,-1.0,-0.6431774615728272$-0.006132702801420719,-31.435425
0,-0.6557659155979224$-0.006333478805743753,-1.0,-0.6494324367921787$-0.006254975219351509,-31.396912
0,-0.6621339105035186$-0.006367994905596135,-1.0,-0.6557659155979224$-0.006333478805743753,-31.350986
0,-0.6684925457286146$-0.00635863522509604,-1.0,-0.6621339105035186$-0.006367994905596135,-31.30997
0,-0.6747983775289296$-0.0063058318003149615,-1.0,-0.6684925457286146$-0.00635863522509604,-31.262295
0,-0.6810087012175955$-0.006210323688665927,-1.0,-0.6747983775289296$-0.0063058318003149615,-31.194313
