action,newObservation,reward,observation,qValue
0,-0.4379035802392544$-0.0016476005884255678,-1.0,-0.43625597965082885$0.0,-30.786352
2,-0.4391868383368708$-0.0012832580976163707,-1.0,-0.4379035802392544$-0.0016476005884255678,-30.838554
0,-0.44209644112648144$-0.002909602789610663,-1.0,-0.4391868383368708$-0.0012832580976163707,-30.724821
0,-0.4466112389684523$-0.004514797841970826,-1.0,-0.44209644112648144$-0.002909602789610663,-30.639341
0,-0.45269832350709155$-0.006087084538639272,-1.0,-0.4466112389684523$-0.004514797841970826,-30.570286
0,-0.46031316091068253$-0.0076148374035909915,-1.0,-0.45269832350709155$-0.006087084538639272,-30.518154
0,-0.46939979409753657$-0.009086633186854029,-1.0,-0.46031316091068253$-0.0076148374035909915,-30.4547
0,-0.4798911308868113$-0.010491336789274712,-1.0,-0.46939979409753657$-0.009086633186854029,-30.410118
0,-0.4917093364744597$-0.01181820558764841,-1.0,-0.4798911308868113$-0.010491336789274712,-30.271286
0,-0.504766348190253$-0.013057011715793312,-1.0,-0.4917093364744597$-0.01181820558764841,-30.052452
0,-0.5189645279835567$-0.014198179793303718,-1.0,-0.504766348190253$-0.013057011715793312,-29.991747
0,-0.5341974635143114$-0.015232935530754627,-1.0,-0.5189645279835567$-0.014198179793303718,-29.941555
0,-0.5503509222789739$-0.01615345876466249,-1.0,-0.5341974635143114$-0.015232935530754627,-29.91145
0,-0.567303955265611$-0.01695303298663706,-1.0,-0.5503509222789739$-0.01615345876466249,-29.901672
0,-0.5849301377830094$-0.017626182517398486,-1.0,-0.567303955265611$-0.01695303298663706,-29.895596
0,-0.6030989260708088$-0.01816878828779945,-1.0,-0.5849301377830094$-0.017626182517398486,-30.002123
0,-0.6216770998805201$-0.01857817380971131,-1.0,-0.6030989260708088$-0.01816878828779945,-30.054054
0,-0.6405302542264923$-0.01885315434597219,-1.0,-0.6216770998805201$-0.01857817380971131,-29.987778
0,-0.6595242986460577$-0.01899404441956526,-1.0,-0.6405302542264923$-0.01885315434597219,-29.897291
0,-0.6785269200915311$-0.019002621445473468,-1.0,-0.6595242986460577$-0.01899404441956526,-29.800774
0,-0.6974089662544456$-0.018882046162914484,-1.0,-0.6785269200915311$-0.019002621445473468,-29.643105
