action,newObservation,reward,observation,qValue
0,-0.5851216615168314$-0.0005452139287676212,-1.0,-0.5845764475880638$0.0,-31.19075
0,-0.5862080691093476$-0.0010864075925162532,-1.0,-0.5851216615168314$-0.0005452139287676212,-31.159138
0,-0.5878276631503376$-0.001619594040990012,-1.0,-0.5862080691093476$-0.0010864075925162532,-31.128895
0,-0.58996851588057$-0.0021408527302323012,-1.0,-0.5878276631503376$-0.001619594040990012,-31.114918
0,-0.5926148780377687$-0.002646362157198725,-1.0,-0.58996851588057$-0.0021408527302323012,-31.115257
0,-0.59574730982186$-0.0031324317840913008,-1.0,-0.5926148780377687$-0.002646362157198725,-31.122396
0,-0.5993428427945253$-0.0035955329726653964,-1.0,-0.59574730982186$-0.0031324317840913008,-31.136278
0,-0.603375171413589$-0.00403232861906367,-1.0,-0.5993428427945253$-0.0035955329726653964,-31.156803
0,-0.6078148725644368$-0.004439701150847845,-1.0,-0.603375171413589$-0.00403232861906367,-31.183815
0,-0.6126296510887185$-0.004814778524281735,-1.0,-0.6078148725644368$-0.004439701150847845,-31.217113
0,-0.6177846089346783$-0.00515495784595983,-1.0,-0.6126296510887185$-0.004814778524281735,-31.256453
0,-0.6232425351771805$-0.0054579262425022155,-1.0,-0.6177846089346783$-0.00515495784595983,-31.296692
0,-0.6289642137955085$-0.005721678618328002,-1.0,-0.6232425351771805$-0.0054579262425022155,-31.34039
1,-0.6339087457718925$-0.004944531976384005,-1.0,-0.6289642137955085$-0.005721678618328002,-31.439579
0,-0.639040971191049$-0.005132225419156513,-1.0,-0.6339087457718925$-0.004944531976384005,-31.461718
0,-0.6443245846163312$-0.005283613425282308,-1.0,-0.639040971191049$-0.005132225419156513,-31.485067
0,-0.6497224199325397$-0.005397835316208428,-1.0,-0.6443245846163312$-0.005283613425282308,-31.509949
0,-0.6551967374462793$-0.005474317513739625,-1.0,-0.6497224199325397$-0.005397835316208428,-31.49492
0,-0.6607095101157667$-0.005512772669487504,-1.0,-0.6551967374462793$-0.005474317513739625,-31.446468
0,-0.6662227058714492$-0.00551319575568247,-1.0,-0.6607095101157667$-0.005512772669487504,-31.383568
0,-0.6716985631506929$-0.005475857279243757,-1.0,-0.6662227058714492$-0.00551319575568247,-31.322214
2,-0.6750998570000363$-0.0034012938493434104,-1.0,-0.6716985631506929$-0.005475857279243757,-31.24889
2,-0.6764036107413023$-0.0013037537412659665,-1.0,-0.6750998570000363$-0.0034012938493434104,-31.176182
2,-0.6756010473245836$0.0008025634167187256,-1.0,-0.6764036107413023$-0.0013037537412659665,-31.140997
0,-0.6746975677234788$0.0009034796011048415,-1.0,-0.6756010473245836$0.0008025634167187256,-31.480618
2,-0.6716992596771124$0.0029983080463663967,-1.0,-0.6746975677234788$0.0009034796011048415,-31.15551
2,-0.6666263834840823$0.005072876193030068,-1.0,-0.6716992596771124$0.0029983080463663967,-31.167873
2,-0.6595134149277379$0.007112968556344502,-1.0,-0.6666263834840823$0.005072876193030068,-31.119217
2,-0.6504090983326254$0.009104316595112492,-1.0,-0.6595134149277379$0.007112968556344502,-30.926918
2,-0.639376480087804$0.0110326182448214,-1.0,-0.6504090983326254$0.009104316595112492,-30.597834
