action,newObservation,reward,observation,qValue
0,-0.41522673566373763$-0.0018114090772358123,-1.0,-0.4134153265865018$0.0,-30.878756
0,-0.4188366918027742$-0.003609956139036603,-1.0,-0.41522673566373763$-0.0018114090772358123,-30.710041
0,-0.4242194923487411$-0.005382800545966918,-1.0,-0.4188366918027742$-0.003609956139036603,-30.606573
0,-0.43133664468279015$-0.007117152334049002,-1.0,-0.4242194923487411$-0.005382800545966918,-30.503063
1,-0.43913696144722353$-0.007800316764433404,-1.0,-0.43133664468279015$-0.007117152334049002,-30.517607
0,-0.44856398504280764$-0.009427023595584094,-1.0,-0.43913696144722353$-0.007800316764433404,-30.265005
0,-0.4595490288928962$-0.010985043850088558,-1.0,-0.44856398504280764$-0.009427023595584094,-30.162924
0,-0.47201149529312625$-0.012462466400230004,-1.0,-0.4595490288928962$-0.010985043850088558,-30.125706
0,-0.4858593236708401$-0.013847828377713856,-1.0,-0.47201149529312625$-0.012462466400230004,-29.888546
0,-0.5009895936264016$-0.015130269955561536,-1.0,-0.4858593236708401$-0.013847828377713856,-29.769121
0,-0.5172893024575828$-0.016299708831181096,-1.0,-0.5009895936264016$-0.015130269955561536,-29.707317
0,-0.5346363295116324$-0.01734702705404962,-1.0,-0.5172893024575828$-0.016299708831181096,-29.66731
0,-0.5529005900381377$-0.018264260526505267,-1.0,-0.5346363295116324$-0.01734702705404962,-29.649452
0,-0.5719453698793507$-0.019044779841213007,-1.0,-0.5529005900381377$-0.018264260526505267,-29.638641
0,-0.5916288202331776$-0.019683450353826935,-1.0,-0.5719453698793507$-0.019044779841213007,-29.697586
0,-0.6118055799335785$-0.020176759700400913,-1.0,-0.5916288202331776$-0.019683450353826935,-29.817793
0,-0.6323284823521593$-0.020522902418580766,-1.0,-0.6118055799335785$-0.020176759700400913,-29.767887
1,-0.6520502961944433$-0.01972181384228398,-1.0,-0.6323284823521593$-0.020522902418580766,-29.826134
0,-0.6718323907356176$-0.019782094541174255,-1.0,-0.6520502961944433$-0.01972181384228398,-29.732437
0,-0.691539015674488$-0.0197066249388703,-1.0,-0.6718323907356176$-0.019782094541174255,-29.615726
0,-0.7110387030418749$-0.0194996873673869,-1.0,-0.691539015674488$-0.0197066249388703,-29.285774
0,-0.7302055148734248$-0.019166811831549894,-1.0,-0.7110387030418749$-0.0194996873673869,-28.944418
0,-0.7489201046292014$-0.01871458975577671,-1.0,-0.7302055148734248$-0.019166811831549894,-28.628681
0,-0.7670705703407639$-0.01815046571156239,-1.0,-0.7489201046292014$-0.01871458975577671,-28.342098
0,-0.7845530882744363$-0.017482517933672406,-1.0,-0.7670705703407639$-0.01815046571156239,-28.10638
