action,newObservation,reward,observation,qValue
0,-0.5834829518538708$-0.0005573945375910803,-1.0,-0.5829255573162797$0.0,-31.187302
0,-0.5845936271283525$-0.001110675274481753,-1.0,-0.5834829518538708$-0.0005573945375910803,-31.154978
0,-0.5862493896355403$-0.001655762507187795,-1.0,-0.5845936271283525$-0.001110675274481753,-31.124065
0,-0.5884380341413893$-0.0021886445058490445,-1.0,-0.5862493896355403$-0.001655762507187795,-31.094782
0,-0.5911434450788474$-0.00270541093745808,-1.0,-0.5884380341413893$-0.0021886445058490445,-31.09467
2,-0.5923457306606409$-0.0012022855817934918,-1.0,-0.5911434450788474$-0.00270541093745808,-31.139639
0,-0.594036061528525$-0.0016903308678840085,-1.0,-0.5923457306606409$-0.0012022855817934918,-31.189045
1,-0.595202035502468$-0.001165973973942979,-1.0,-0.594036061528525$-0.0016903308678840085,-31.21858
0,-0.5968351055171323$-0.0016330700146643105,-1.0,-0.595202035502468$-0.001165973973942979,-31.224907
0,-0.5989233114875718$-0.0020882059704395222,-1.0,-0.5968351055171323$-0.0016330700146643105,-31.22181
0,-0.6014513791498703$-0.002528067662298484,-1.0,-0.5989233114875718$-0.0020882059704395222,-31.22472
0,-0.6044008463270908$-0.002949467177220464,-1.0,-0.6014513791498703$-0.002528067662298484,-31.233622
0,-0.6077502155510309$-0.003349369223940109,-1.0,-0.6044008463270908$-0.002949467177220464,-31.248447
0,-0.6114751316931634$-0.00372491614213244,-1.0,-0.6077502155510309$-0.003349369223940109,-31.26909
0,-0.6155485829689882$-0.004073451275824773,-1.0,-0.6114751316931634$-0.00372491614213244,-31.295399
0,-0.6199411233844657$-0.004392540415477531,-1.0,-0.6155485829689882$-0.004073451275824773,-31.32262
0,-0.6246211143995395$-0.004679991015073734,-1.0,-0.6199411233844657$-0.004392540415477531,-31.354343
0,-0.6295549833025297$-0.004933868902990242,-1.0,-0.6246211143995395$-0.004679991015073734,-31.390541
0,-0.6347074955324796$-0.005152512229949956,-1.0,-0.6295549833025297$-0.004933868902990242,-31.430956
0,-0.6400420379671546$-0.0053345424346749985,-1.0,-0.6347074955324796$-0.005152512229949956,-31.453905
1,-0.6445209100248637$-0.004478872057709081,-1.0,-0.6400420379671546$-0.0053345424346749985,-31.538809
0,-0.6491126272074702$-0.004591717182606591,-1.0,-0.6445209100248637$-0.004478872057709081,-31.550438
0,-0.6537850780854988$-0.004672450878028638,-1.0,-0.6491126272074702$-0.004591717182606591,-31.547918
0,-0.6585057657278026$-0.0047206876423037825,-1.0,-0.6537850780854988$-0.004672450878028638,-31.495058
1,-0.6622420476494798$-0.003736281921677167,-1.0,-0.6585057657278026$-0.0047206876423037825,-31.476007
2,-0.6639682279563829$-0.001726180306903061,-1.0,-0.6622420476494798$-0.003736281921677167,-31.363995
2,-0.6636724776858334$0.00029575027054954154,-1.0,-0.6639682279563829$-0.001726180306903061,-31.327549
2,-0.6613568215833497$0.0023156561024836662,-1.0,-0.6636724776858334$0.00029575027054954154,-31.304699
0,-0.6590371405654287$0.002319681017921016,-1.0,-0.6613568215833497$0.0023156561024836662,-31.564484
0,-0.6567293917320676$0.0023077488333612,-1.0,-0.6590371405654287$0.002319681017921016,-31.55328
2,-0.6524494975846706$0.004279894147396986,-1.0,-0.6567293917320676$0.0023077488333612,-31.209728
2,-0.6462271103654087$0.00622238721926195,-1.0,-0.6524494975846706$0.004279894147396986,-31.091354
2,-0.6381056162553483$0.00812149411006031,-1.0,-0.6462271103654087$0.00622238721926195,-30.951069
0,-0.630142112127367$0.007963504127981249,-1.0,-0.6381056162553483$0.00812149411006031,-31.093334
0,-0.6223930696716633$0.0077490424557037215,-1.0,-0.630142112127367$0.007963504127981249,-31.03944
2,-0.612913870425028$0.009479199246635291,-1.0,-0.6223930696716633$0.0077490424557037215,-30.608324
2,-0.6017727946783594$0.01114107574666851,-1.0,-0.612913870425028$0.009479199246635291,-30.312616
2,-0.5890507735498215$0.01272202112853795,-1.0,-0.6017727946783594$0.01114107574666851,-30.015871
2,-0.5748410107937221$0.014209762756099416,-1.0,-0.5890507735498215$0.01272202112853795,-29.905941
1,-0.5602484431753184$0.014592567618403616,-1.0,-0.5748410107937221$0.014209762756099416,-30.024374
2,-0.5443815565277947$0.01586688664752362,-1.0,-0.5602484431753184$0.014592567618403616,-29.933723
2,-0.5273588999902155$0.01702265653757925,-1.0,-0.5443815565277947$0.01586688664752362,-29.93663
2,-0.5093080431177729$0.018050856872442594,-1.0,-0.5273588999902155$0.01702265653757925,-29.951681
2,-0.4903643339085415$0.01894370920923141,-1.0,-0.5093080431177729$0.018050856872442594,-29.987045
2,-0.4706694702479748$0.019694863660566705,-1.0,-0.4903643339085415$0.01894370920923141,-29.93173
2,-0.45036991030623824$0.020299559941736548,-1.0,-0.4706694702479748$0.019694863660566705,-30.027725
1,-0.43061515976971004$0.019754750536528195,-1.0,-0.45036991030623824$0.020299559941736548,-30.229288
0,-0.412548777240493$0.018066382529217072,-1.0,-0.43061515976971004$0.019754750536528195,-30.444721
1,-0.39529994832261567$0.017248828917877306,-1.0,-0.412548777240493$0.018066382529217072,-30.669674
