action,newObservation,reward,observation,qValue
0,-0.5726793499818735$-0.0006379579229023565,-1.0,-0.5720413920589712$0.0,-31.164547
0,-0.5739505322470527$-0.0012711822651792358,-1.0,-0.5726793499818735$-0.0006379579229023565,-31.127556
0,-0.5758455108385433$-0.0018949785914905493,-1.0,-0.5739505322470527$-0.0012711822651792358,-31.09217
0,-0.57835024141007$-0.002504730571526644,-1.0,-0.5758455108385433$-0.0018949785914905493,-31.05866
0,-0.5814461799582287$-0.003095938548158674,-1.0,-0.57835024141007$-0.002504730571526644,-31.027266
0,-0.585110437427309$-0.0036642574690802805,-1.0,-0.5814461799582287$-0.003095938548158674,-30.998222
0,-0.589315971311303$-0.004205533883994064,-1.0,-0.585110437427309$-0.0036642574690802805,-30.98355
0,-0.5940318129593515$-0.0047158416480485525,-1.0,-0.589315971311303$-0.004205533883994064,-31.007574
0,-0.5992233288690009$-0.00519151590964935,-1.0,-0.5940318129593515$-0.0047158416480485525,-31.039192
0,-0.6048525137736802$-0.00562918490467938,-1.0,-0.5992233288690009$-0.00519151590964935,-31.07816
0,-0.6108783128109647$-0.006025799037284475,-1.0,-0.6048525137736802$-0.00562918490467938,-31.124193
0,-0.6172569695176933$-0.006378656706728568,-1.0,-0.6108783128109647$-0.006025799037284475,-31.176952
0,-0.6239423958637418$-0.006685426346048542,-1.0,-0.6172569695176933$-0.006378656706728568,-31.235107
0,-0.6308865600387902$-0.0069441641750484055,-1.0,-0.6239423958637418$-0.006685426346048542,-31.281555
1,-0.6370398872776865$-0.006153327238896257,-1.0,-0.6308865600387902$-0.0069441641750484055,-31.377817
0,-0.6433587347657853$-0.006318847488098846,-1.0,-0.6370398872776865$-0.006153327238896257,-31.403343
0,-0.6497985817997974$-0.006439847034012139,-1.0,-0.6433587347657853$-0.006318847488098846,-31.421236
0,-0.6563143802447521$-0.006515798444954652,-1.0,-0.6497985817997974$-0.006439847034012139,-31.373281
0,-0.6628609017467034$-0.006546521501951337,-1.0,-0.6563143802447521$-0.006515798444954652,-31.326593
0,-0.6693930776928715$-0.006532175946168024,-1.0,-0.6628609017467034$-0.006546521501951337,-31.284985
0,-0.6758663281660164$-0.00647325047314495,-1.0,-0.6693930776928715$-0.006532175946168024,-31.245161
0,-0.6822368764990161$-0.006370548332999643,-1.0,-0.6758663281660164$-0.00647325047314495,-31.175566
