action,newObservation,reward,observation,qValue
0,-0.4236362003110679$-0.0017510690015290298,-1.0,-0.42188513130953886$0.0,-30.736359
0,-0.4271258016756416$-0.0034896013645736986,-1.0,-0.4236362003110679$-0.0017510690015290298,-30.64128
0,-0.4323288914457228$-0.005203089770081147,-1.0,-0.4271258016756416$-0.0034896013645736986,-30.552425
0,-0.43920798402674627$-0.006879092581023476,-1.0,-0.4323288914457228$-0.005203089770081147,-30.452377
0,-0.447713267763858$-0.00850528373711171,-1.0,-0.43920798402674627$-0.006879092581023476,-30.324791
0,-0.4577827893392169$-0.010069521575358875,-1.0,-0.447713267763858$-0.00850528373711171,-30.244686
0,-0.4693427297051871$-0.011559940365970196,-1.0,-0.4577827893392169$-0.010069521575358875,-30.190145
0,-0.4823077960055849$-0.012965066300397801,-1.0,-0.4693427297051871$-0.011559940365970196,-30.13524
0,-0.496581753273287$-0.014273957267702135,-1.0,-0.4823077960055849$-0.012965066300397801,-29.856512
2,-0.5100581164284589$-0.013476363155171816,-1.0,-0.496581753273287$-0.014273957267702135,-29.89927
0,-0.524636006599644$-0.014577890171185215,-1.0,-0.5100581164284589$-0.013476363155171816,-29.973785
0,-0.5402061175508731$-0.01557011095122903,-1.0,-0.524636006599644$-0.014577890171185215,-29.93104
0,-0.5566517249602043$-0.016445607409331195,-1.0,-0.5402061175508731$-0.01557011095122903,-29.90847
0,-0.5738498412901123$-0.01719811632990798,-1.0,-0.5566517249602043$-0.016445607409331195,-29.905693
0,-0.5916725005462733$-0.01782265925616097,-1.0,-0.5738498412901123$-0.01719811632990798,-29.932676
0,-0.6099881483501366$-0.018315647803863307,-1.0,-0.5916725005462733$-0.01782265925616097,-30.011753
0,-0.6286631048018733$-0.018674956451736693,-1.0,-0.6099881483501366$-0.018315647803863307,-30.053602
0,-0.6475630613601637$-0.018899956558290496,-1.0,-0.6286631048018733$-0.018674956451736693,-29.955784
0,-0.6665545690541981$-0.018991507694034307,-1.0,-0.6475630613601637$-0.018899956558290496,-29.862558
0,-0.6855064741912085$-0.018951905137010373,-1.0,-0.6665545690541981$-0.018991507694034307,-29.77232
0,-0.7042912594726399$-0.01878478528143143,-1.0,-0.6855064741912085$-0.018951905137010373,-29.528225
1,-0.7217862529310498$-0.01749499345840992,-1.0,-0.7042912594726399$-0.01878478528143143,-29.350996
0,-0.7388808805655412$-0.01709462763449141,-1.0,-0.7217862529310498$-0.01749499345840992,-29.077517
1,-0.7544708219171071$-0.015589941351565937,-1.0,-0.7388808805655412$-0.01709462763449141,-28.96621
0,-0.7694643815477281$-0.014993559630621014,-1.0,-0.7544708219171071$-0.015589941351565937,-28.76933
0,-0.7837766629489114$-0.014312281401183255,-1.0,-0.7694643815477281$-0.014993559630621014,-28.597374
0,-0.7973297975835584$-0.013553134634647048,-1.0,-0.7837766629489114$-0.014312281401183255,-28.4522
2,-0.808053034108026$-0.01072323652446762,-1.0,-0.7973297975835584$-0.013553134634647048,-28.531357
0,-0.8178925318117504$-0.009839497703724432,-1.0,-0.808053034108026$-0.01072323652446762,-28.590395
0,-0.826800600813607$-0.008908069001856575,-1.0,-0.8178925318117504$-0.009839497703724432,-28.476454
2,-0.8327355159639437$-0.005934915150336747,-1.0,-0.826800600813607$-0.008908069001856575,-28.457394
2,-0.8356702586228636$-0.002934742658919856,-1.0,-0.8327355159639437$-0.005934915150336747,-28.445889
2,-0.8355917021647173$7.85564581462497e-05,-1.0,-0.8356702586228636$-0.002934742658919856,-28.58859
2,-0.8325001959314883$0.0030915062332290393,-1.0,-0.8355917021647173$7.85564581462497e-05,-28.88088
2,-0.8264095764829409$0.0060906194485474,-1.0,-0.8325001959314883$0.0030915062332290393,-29.08174
2,-0.8173476053748232$0.00906197110811766,-1.0,-0.8264095764829409$0.0060906194485474,-29.301958
2,-0.8053568030616213$0.01199080231320195,-1.0,-0.8173476053748232$0.00906197110811766,-29.310436
2,-0.7904956182455826$0.014861184816038688,-1.0,-0.8053568030616213$0.01199080231320195,-29.241484
2,-0.7728398408913355$0.017655777354247035,-1.0,-0.7904956182455826$0.014861184816038688,-29.19529
2,-0.7524841358308899$0.020355705060445598,-1.0,-0.7728398408913355$0.017655777354247035,-29.140602
2,-0.7295435441609925$0.02294059166989733,-1.0,-0.7524841358308899$0.020355705060445598,-29.00922
2,-0.7041547745226535$0.02538876963833904,-1.0,-0.7295435441609925$0.02294059166989733,-28.837124
2,-0.6764770900566028$0.02767768446605065,-1.0,-0.7041547745226535$0.02538876963833904,-28.509666
0,-0.6486925942622388$0.027784495794364046,-1.0,-0.6764770900566028$0.02767768446605065,-28.661076
2,-0.6189917624390732$0.02970083182316559,-1.0,-0.6486925942622388$0.027784495794364046,-27.73668
2,-0.5875852089688092$0.03140655347026405,-1.0,-0.6189917624390732$0.02970083182316559,-27.27047
2,-0.5547016990679156$0.032883509900893663,-1.0,-0.5875852089688092$0.03140655347026405,-27.161158
2,-0.5205852555917128$0.03411644347620283,-1.0,-0.5547016990679156$0.032883509900893663,-26.940142
2,-0.48549141320768535$0.035093842384027414,-1.0,-0.5205852555917128$0.03411644347620283,-26.843987
2,-0.4496827538911847$0.03580865931650065,-1.0,-0.48549141320768535$0.035093842384027414,-26.89134
2,-0.4134239326273834$0.036258821263801304,-1.0,-0.4496827538911847$0.03580865931650065,-26.38541
2,-0.3769764593894744$0.03644747323790904,-1.0,-0.4134239326273834$0.036258821263801304,-26.251705
2,-0.3405935338586772$0.036382925530797215,-1.0,-0.3769764593894744$0.03644747323790904,-26.437252
2,-0.3045152279716048$0.03607830588707237,-1.0,-0.3405935338586772$0.036382925530797215,-26.664305
2,-0.26896427850123383$0.03555094947037094,-1.0,-0.3045152279716048$0.03607830588707237,-26.782684
2,-0.23414269298175083$0.034821585519483014,-1.0,-0.26896427850123383$0.03555094947037094,-26.801
2,-0.20022929676934462$0.03391339621240621,-1.0,-0.23414269298175083$0.034821585519483014,-26.524153
2,-0.16737826807589795$0.032851028693446666,-1.0,-0.20022929676934462$0.03391339621240621,-26.290413
2,-0.13571863209059942$0.03165963598529852,-1.0,-0.16737826807589795$0.032851028693446666,-26.018692
2,-0.10535462310106414$0.03036400898953528,-1.0,-0.13571863209059942$0.03165963598529852,-25.889957
2,-0.0763667797032257$0.028987843397838435,-1.0,-0.10535462310106414$0.03036400898953528,-25.864052
2,-0.048813614063891626$0.02755316563933407,-1.0,-0.0763667797032257$0.028987843397838435,-25.787437
2,-0.022733690144646056$0.02607992391924557,-1.0,-0.048813614063891626$0.02755316563933407,-25.598164
